ID,Latitude,Longitude,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm
SLD09774,17.814158,73.614236,1.0794242168776684,0.0359808072292556,0.1090367585420608,0.0495081671965613,0.0,0.0,1.0794242168776684,0.0,0.0,0.1090367585420608
SLD09775,15.633317,74.002156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09776,17.505936,73.597325,0.836686247494071,0.0278895415831357,0.2608749568462372,0.052395096494712,0.0,0.0,0.836686247494071,0.0,0.0,0.2608749568462372
SLD09777,8.928837,76.58923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09778,12.72727,75.058728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09779,14.721492,74.582709,0.278689136030152,0.0092896378676717,0.0537374392151832,0.0202311201696304,0.2726879720576104,0.278689136030152,0.278689136030152,0.0537374392151832,0.0537374392151832,0.0537374392151832
SLD09780,9.712264,76.49642,2.278929114341736,0.0759643038113912,1.3673574924468994,0.2562521625816357,0.0,0.0,2.278929114341736,0.0,0.0,1.3673574924468994
SLD09781,8.349741,77.196084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09782,14.829968,74.904943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09783,14.984369,74.562986,1.4351203106343744,0.0478373436878124,0.1061739325523376,0.034928427129161,0.4494494497776031,0.5747668817639351,1.4351203106343744,0.0731808990240097,0.0731808990240097,0.1061739325523376
SLD09784,13.139335,75.770833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09785,18.098018,73.574953,0.4333408735692495,0.0144446957856416,0.1460884362459182,0.0312096420290731,0.0,0.0,0.4333408735692495,0.0,0.0,0.1460884362459182
SLD09786,18.713562,74.016591,0.043449490331113,0.0014483163443704,0.0086898980662226,0.0032938973614517,0.0,0.0,0.043449490331113,0.0,0.0,0.0086898980662226
SLD09787,11.8203,75.72064,7.126966677606106,0.2375655559202035,0.8379170298576355,0.2829921464808199,0.9629711210727688,1.2606251984834669,7.126966677606106,0.1529070138931274,0.1529070138931274,0.8379170298576355
SLD09788,16.817855,73.365658,0.0911593157798049,0.0030386438593268,0.018231863155961,0.0069107698946661,0.0,0.0,0.0911593157798049,0.0,0.0,0.018231863155961
SLD09789,18.513366,73.506594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09790,15.007664,75.228901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09791,9.433525,76.763959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
