S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name,Elevation_m,Slope_deg,ID,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
39239,0,0,10.481995,77.546024,Western Ghats Region,Background / Unspecified,,,,,,,326.901123046875,1.2208710851619768,SLD11719,8.075544267892838,0.2691848089297612,6.950514793395996,1.2647608512687205,0.0,0.0,8.075544267892838,0.0,0.0,6.950514793395996,0.450595,0.0910203821881902,0.3376,0.6167,20,0.2791,12.0,0.0,20.5,47.6,15.3,13.9,1.42,7.3
1843,1,1,10.13,76.94,Kerala,Idukki,Devikulam,Debris,Slide,2019.0,,Aaram mile,490.868896484375,30.5284921704072,SLD01827,2.671067451126873,0.0890355817042291,1.159073829650879,0.2524093072576804,0.0,0.0,2.671067451126873,0.0,0.0,1.159073829650879,0.84629,0.0283399457712217,0.791,0.8999,20,0.1089,2.0,0.0,28.8,39.6,18.7,31.8,1.09,5.2
4936,1,1,12.89,75.11,Karnataka,Dakshin Kannad,Bantval,Debris,Slide,,,Local road,70.14008331298828,7.871674546814209,SLD04116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76046875,0.0897331356021843,0.489,0.887,16,0.398,14.0,0.0,31.3,49.3,11.9,20.9,1.18,5.5
36390,0,0,17.509289,73.651935,Western Ghats Region,Background / Unspecified,,,,,,,335.5306091308594,15.520271921918768,SLD09091,1.3224938135826954,0.0440831271194231,0.4007420539855957,0.0827058488401727,0.0180256832391022,0.0645837025949725,1.3224938135826954,0.0090128416195511,0.0240342449396848,0.4007420539855957,0.66529375,0.1228038949911606,0.4839,0.8513,16,0.3673999999999999,9.0,0.0,24.8,33.2,17.6,23.0,1.36,6.1
40502,0,0,11.108051,76.703144,Western Ghats Region,Background / Unspecified,,,,,,,729.4075927734375,27.974866869474152,SLD12883,22.453634195029736,0.7484544731676579,7.223918914794922,1.570215082509252,2.056532472372055,3.5957434698939323,22.453634195029736,0.3556160926818847,0.8353560566902161,7.223918914794922,0.7728849999999999,0.0582302803756909,0.6403,0.8368,20,0.1965,8.0,0.0,26.6,35.6,21.6,23.3,1.23,6.0
537,1,1,9.861544,76.865667,Kerala,Idukki,Thodupuzha,Debris,Slide,,,Moolakkad,284.0679016113281,26.40841598040579,SLD00535,11.375734463334084,0.3791911487778028,5.418522834777832,1.0352721367969322,0.0,0.0,11.375734463334084,0.0,0.0,5.418522834777832,0.8453133333333334,0.052265501687697,0.6772,0.9088,15,0.2316,8.0,0.0,25.7,37.6,26.5,31.9,1.1,5.1
34850,0,0,9.427805,76.886845,Western Ghats Region,Background / Unspecified,,,,,,,195.0150146484375,18.38748222760089,SLD07663,3.258900225162506,0.1086300075054168,2.10437273979187,0.4045463181041354,0.0,0.0,3.258900225162506,0.0,0.0,2.10437273979187,0.8360294117647059,0.0791748757869714,0.5504,0.9067,17,0.3562999999999999,8.0,0.0,22.5,30.9,29.1,27.8,1.12,5.1
368,1,1,9.838783,76.888009,Kerala,Idukki,Idukki,Debris,Slide,,,Kallickal,627.5771484375,32.50172217060564,SLD00366,12.954566478729248,0.4318188826243083,6.756466388702393,1.3264584708870413,0.0,0.0,12.954566478729248,0.0,0.0,6.756466388702393,0.7958,0.0850063779119795,0.5498,0.9048,15,0.3550000000000001,8.0,0.0,26.3,38.1,24.3,32.5,1.15,5.1
34365,0,0,14.490038,75.479127,Western Ghats Region,Background / Unspecified,,,,,,,590.6019287109375,0.9777504337518996,SLD07213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4829176470588235,0.1102253273713335,0.2888,0.7405,17,0.4517,12.0,0.0,34.1,31.4,29.2,11.1,1.4,7.2
34832,0,0,10.393043,77.21418,Western Ghats Region,Background / Unspecified,,,,,,,562.4638671875,24.375244194700137,SLD07645,14.42219953238964,0.480739984412988,6.215996742248535,1.2636206214579626,0.7814207822084425,0.7814207822084425,14.42219953238964,0.1514354795217514,0.1514354795217514,6.215996742248535,0.7424299999999999,0.0918729792473797,0.5839,0.8946,20,0.3107,8.0,0.0,21.7,46.5,17.7,29.0,1.26,6.2
40273,0,0,17.971219,74.028977,Western Ghats Region,Background / Unspecified,,,,,,,911.621826171875,1.796188191248545,SLD12666,0.6268279161304231,0.0208942638710141,0.2339989989995956,0.0444684474838215,0.0,0.0,0.6268279161304231,0.0,0.0,0.2339989989995956,0.4193526315789473,0.155702452590478,0.2372,0.7164,19,0.4792,12.0,0.0,25.6,35.1,20.5,13.3,1.42,6.8
35089,0,0,18.089933,74.018685,Western Ghats Region,Background / Unspecified,,,,,,,654.8536987304688,2.797191205335274,SLD07882,0.2721953289583324,0.0090731776319444,0.1369633972644806,0.0254338030450163,0.0,0.0,0.2721953289583324,0.0,0.0,0.1369633972644806,0.3211526315789474,0.1109213203051857,0.2,0.5993,19,0.3993,12.0,0.0,27.6,30.2,17.8,10.3,1.53,6.9
39818,0,0,12.758915,76.008468,Western Ghats Region,Background / Unspecified,,,,,,,936.1607666015624,3.130901591563408,SLD12253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5047157894736842,0.1296759776569529,0.3369,0.7603,19,0.4234,12.0,0.0,29.2,38.9,20.0,12.2,1.28,6.2
34441,0,0,18.071961,73.118319,Western Ghats Region,Background / Unspecified,,,,,,,205.2889099121093,8.416633005193985,SLD07287,0.121638886630535,0.0040546295543511,0.024327777326107,0.0092214201977724,0.121638886630535,0.121638886630535,0.121638886630535,0.024327777326107,0.024327777326107,0.024327777326107,0.62448125,0.1098500081550596,0.4619,0.8128,16,0.3509,9.0,0.0,27.5,34.0,17.9,19.3,1.38,6.1
39736,0,0,10.895974,75.89072,Western Ghats Region,Background / Unspecified,,,,,,,10.615254402160645,1.7020762977481183,SLD12178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439071428571429,0.0627800245581067,0.6179,0.8237,14,0.2057999999999999,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5120,1,1,13.110297,75.48794444,Karnataka,Chikkamagaluru,Mudigere,Debris,Slide,,,,823.9757690429688,26.176216059991766,SLD04300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.753125,0.0466501518396957,0.6899,0.8526,16,0.1627,8.0,0.0,25.2,39.4,19.4,31.0,1.08,5.4
41318,0,0,13.169672,75.048091,Western Ghats Region,Background / Unspecified,,,,,,,147.47506713867188,23.317957148821023,SLD13640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8066294117647059,0.0261313452750208,0.7589,0.8625,17,0.1036,14.0,0.0,30.6,49.0,11.8,25.8,1.11,5.5
6462,1,1,15.64,74.11,Goa,North Goa,Satari,Debris,Slide,2020.0,,Cut Slope failure along Chorla ghat road,412.0247497558594,23.78421052613476,SLD05595,0.3887686505913724,0.0129589550197124,0.0333204418420791,0.0144954748666423,0.1314336191862818,0.222166441380977,0.3887686505913724,0.0302442740648984,0.0302442740648984,0.0333204418420791,0.8106714285714285,0.0424569361656187,0.7304,0.8741,14,0.1436999999999999,2.0,0.0,24.1,36.1,17.9,26.4,1.29,5.5
38067,0,0,13.423504,75.55142,Western Ghats Region,Background / Unspecified,,,,,,,886.276123046875,10.74353586765886,SLD10641,1.4110989077016711,0.0470366302567223,0.3971351683139801,0.0750294701171948,0.6026422157883642,0.7878700830042361,1.4110989077016711,0.0958313941955566,0.0958313941955566,0.3971351683139801,0.8187714285714286,0.0379954537477117,0.748,0.8701,14,0.1220999999999999,2.0,0.0,27.7,40.1,17.1,26.5,1.12,5.5
6695,1,1,16.76387,73.46766,Maharashtra,Ratnagiri,Lanja,Debris,Creep,,,,186.5192413330078,16.6053090231922,SLD05828,0.1977896783500904,0.0065929892783363,0.0312732607126235,0.0116400588708951,0.0165693499147892,0.041423374786973,0.1977896783500904,0.0082846749573946,0.0082846749573946,0.0312732607126235,0.6585388888888889,0.1130125872161196,0.4525,0.8556,18,0.4031,9.0,0.0,29.4,29.0,24.3,20.9,1.28,6.1
1242,1,1,10.003561,76.846591,Kerala,Idukki,Idukki,Debris,Slide,,,Edathana,592.8993530273438,18.53418440405348,SLD01226,15.52949932962656,0.5176499776542187,8.686185836791992,1.5833801977253503,1.4356844574213028,1.5455827638506885,15.52949932962656,0.2602728605270386,0.2602728605270386,8.686185836791992,0.7825875,0.123341790025387,0.353,0.8992,16,0.5462,8.0,0.0,27.6,38.8,24.0,27.8,1.1,5.1
40381,0,0,13.604206,75.106845,Western Ghats Region,Background / Unspecified,,,,,,,645.55078125,20.186589595873578,SLD12766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7576533333333334,0.033220881270384,0.6683,0.8056,15,0.1372999999999999,9.0,0.0,16.5,48.2,19.4,27.0,1.19,5.5
285,1,1,9.777421,76.856547,Kerala,Idukki,Thodupuzha,Debris,Slide,,,Valiyakandam,193.92404174804688,32.778897674115804,SLD00283,5.450159355998039,0.1816719785332679,1.7734514474868774,0.45240594320453,0.0,0.0,5.450159355998039,0.0,0.0,1.7734514474868774,0.8521,0.0342825757492053,0.7833,0.9252,17,0.1419,8.0,0.0,23.5,38.3,27.2,30.3,1.09,5.2
36231,0,0,14.073141,74.729362,Western Ghats Region,Background / Unspecified,,,,,,,697.5303344726562,12.365767473101714,SLD08942,2.4053166620433326,0.080177222068111,0.1425540149211883,0.0583445323689107,0.9001196324825285,1.1811439692974086,2.4053166620433326,0.1425540149211883,0.1425540149211883,0.1425540149211883,0.7994,0.0364643556198272,0.702,0.85,14,0.148,2.0,0.0,20.5,44.0,20.3,31.0,1.15,5.5
7210,1,1,17.93082,73.63583,Maharashtra,Satara,Mahabaleshwar,Debris,Slide,,,10km from mahabaleshwar,928.8955078125,28.40892672752892,SLD06343,0.9412848576903338,0.0313761619230111,0.1201920434832573,0.0476556985876269,0.0,0.0,0.9412848576903338,0.0,0.0,0.1201920434832573,0.7515266666666667,0.0448246339586148,0.6544,0.7942,15,0.1398,2.0,0.0,35.6,27.1,20.2,28.9,1.14,5.6
37502,0,0,9.416308,76.818111,Western Ghats Region,Background / Unspecified,,,,,,,119.37458801269533,10.525661150723185,SLD10116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82391875,0.0410516295860063,0.7512,0.8838,16,0.1326,8.0,0.0,23.3,33.4,31.7,31.0,1.15,5.2
38894,0,0,14.447426,74.677223,Western Ghats Region,Background / Unspecified,,,,,,,496.8237609863281,22.64262961599669,SLD11403,0.0828183069825169,0.0027606102327505,0.0165636613965034,0.0062784396495963,0.0828183069825169,0.0828183069825169,0.0828183069825169,0.0165636613965034,0.0165636613965034,0.0165636613965034,0.8429470588235294,0.0390606438382526,0.7501,0.9294,17,0.1793,2.0,0.0,15.2,45.1,24.0,25.2,1.21,5.5
2674,1,1,10.551925,76.56581111,Kerala,Palakkad,Chittur,Debris,Flow,2007.0,,,278.4168701171875,31.91398094251383,SLD02658,6.753528118133545,0.2251176039377848,0.6427974700927734,0.2213532232859928,0.8907725661993026,0.8907725661993026,6.753528118133545,0.1781545132398605,0.1781545132398605,0.6427974700927734,0.7360555555555556,0.1178216559651878,0.5154,0.89,18,0.3746,9.0,0.0,24.6,46.9,16.6,29.8,1.12,5.4
34238,0,0,15.057774,74.381837,Western Ghats Region,Background / Unspecified,,,,,,,610.4376220703125,12.76935333578665,SLD07104,0.453036185353994,0.0151012061784664,0.0406714156270027,0.0163679414508014,0.1845418680459258,0.2496791072189805,0.453036185353994,0.0282234083861112,0.0282234083861112,0.0406714156270027,0.7755411764705883,0.0516772563467664,0.6361,0.8897,17,0.2536,2.0,0.0,15.7,48.4,18.7,26.2,1.23,5.5
3547,1,1,11.456779,76.109086,Kerala,Kozhikode,Thamarassery,Debris,Slide,,,Murippuzha,800.8689575195312,25.554199540477345,SLD03530,41.03568041324616,1.367856013774872,25.40117454528809,4.572852005793957,5.38194727897644,6.960492253303528,41.03568041324616,2.7057011127471924,2.7057011127471924,25.40117454528809,0.8353125,0.037123503336835,0.7759,0.8968,16,0.1209,2.0,0.0,28.6,44.4,16.4,31.5,1.0,5.4
41563,0,0,17.608478,73.794555,Western Ghats Region,Background / Unspecified,,,,,,,1045.552734375,7.801421277861465,SLD13864,2.129239240661263,0.0709746413553754,0.5346669554710388,0.0982128056056945,0.094721183180809,0.4477007314562795,2.129239240661263,0.0473605915904045,0.0473605915904045,0.5346669554710388,0.74925,0.0604566180551531,0.6314,0.8192,16,0.1878,9.0,0.0,32.0,28.0,21.9,32.6,1.17,5.6
1060,1,1,9.955812,76.982186,Kerala,Idukki,Devikulam,Debris,Slide,,,Panamkutty,415.7397766113281,26.861764250005777,SLD01058,3.2431862875819206,0.108106209586064,1.9698644876480105,0.3828203948221743,0.0,0.0,3.2431862875819206,0.0,0.0,1.9698644876480105,0.80874,0.0617493780066692,0.6278,0.8846,20,0.2568,8.0,0.0,27.8,39.9,20.3,32.5,1.12,5.1
2788,1,1,10.863184,76.629953,Kerala,Palakkad,Palakkad,Rock,Slide,,,,322.1097412109375,32.82991905908784,SLD02772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76208,0.1119879908975206,0.5136,0.8896,20,0.376,5.0,0.0,22.1,45.1,20.2,26.8,1.12,5.3
34119,0,0,9.277837,76.405089,Western Ghats Region,Background / Unspecified,,,,,,,3.1026790142059326,5.553546200683713,SLD06993,3.0471673011779785,0.1015722433725992,3.0471673011779785,0.5563340891157723,0.0,0.0,3.0471673011779785,0.0,0.0,3.0471673011779785,0.7653916666666666,0.0462711466807503,0.6586,0.8372,12,0.1786000000000001,9.0,0.0,29.1,32.6,20.7,41.4,1.13,5.2
35078,0,0,15.879839,73.728019,Western Ghats Region,Background / Unspecified,,,,,,,17.651227951049805,4.5329478107209615,SLD07872,0.1657475903630255,0.0055249196787675,0.0331495180726051,0.0125652923982127,0.0,0.0,0.1657475903630255,0.0,0.0,0.0331495180726051,0.6851176470588235,0.0857323541267685,0.5509,0.8699,17,0.319,14.0,0.0,23.1,28.6,25.7,17.1,1.34,6.1
73,1,1,9.117406,77.018122,Kerala,Kollam,Pathanapuram,Debris,Flow,1992.0,,Chempanuruvi Debris Slide,106.1607666015625,17.26980441441679,SLD00071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8452941176470588,0.0264968033588071,0.8012,0.8805,17,0.0792999999999999,2.0,0.0,22.8,39.0,21.4,31.3,1.15,5.3
37861,0,0,16.059829,73.502093,Western Ghats Region,Background / Unspecified,,,,,,,62.23249435424805,0.5121658172720595,SLD10452,0.069354176521301,0.0023118058840433,0.0138708353042602,0.0052577265534824,0.0277416706085204,0.069354176521301,0.069354176521301,0.0138708353042602,0.0138708353042602,0.0138708353042602,0.4712235294117647,0.1078789108758737,0.36,0.7126,17,0.3526,10.0,0.0,19.2,36.3,27.0,14.3,1.48,6.0
133,1,1,9.437264,76.868906,Kerala,Pathanamthitta,Ranni,Debris,Slide,,,Kollamula slide 1,194.58230590820312,24.148208428183587,SLD00131,0.2351117730140686,0.0078370591004689,0.2351117730140686,0.0429253405382799,0.0,0.0,0.2351117730140686,0.0,0.0,0.2351117730140686,0.8588,0.0511566344670952,0.7961,0.9864,17,0.1903,8.0,0.0,22.8,32.0,30.7,29.2,1.1,5.2
4000,1,1,11.875272,75.831086,Kerala,Kannur,Iritty,Debris,Slide,1957.0,,Pottenthodu-1,274.1100769042969,28.43243023008052,SLD03982,2.472081463783979,0.0824027154594659,0.13706836104393,0.0477834651429516,0.6029020175337786,0.7350546680390829,2.472081463783979,0.1029600501060485,0.1029600501060485,0.13706836104393,0.8485894736842106,0.0324847467579758,0.7861,0.9219,19,0.1358,8.0,0.0,28.1,48.2,17.0,27.8,1.01,5.4
6639,1,1,16.539,73.812,Maharashtra,Sindhudurg,Vaibhavvadi,Debris,Slide,2016.0,,,311.1056823730469,29.17508938109244,SLD05772,0.6401884509250515,0.021339615030835,0.0602810271084308,0.0274177045951546,0.0195274781435728,0.048818695358932,0.6401884509250515,0.0097637390717864,0.0097637390717864,0.0602810271084308,0.65205,0.0831041675649703,0.4861,0.7679,16,0.2818,9.0,0.0,25.5,29.1,23.7,21.8,1.29,6.1
6792,1,1,17.148,73.497,Maharashtra,Sangameshwar,Sangameshwar,Debris,Slide,2010.0,,Kurthunda,11.097841262817385,15.676019440804655,SLD05925,0.306024085730314,0.0102008028576771,0.0612048171460628,0.0231996260680173,0.0,0.0,0.306024085730314,0.0,0.0,0.0612048171460628,0.5719470588235295,0.09035357711269,0.3904,0.7129,17,0.3224999999999999,9.0,0.0,26.4,31.6,25.0,19.0,1.36,6.3
41712,0,0,13.174291,74.864829,Western Ghats Region,Background / Unspecified,,,,,,,49.29268264770508,0.5736044887113307,SLD14004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6442428571428572,0.0667706143827877,0.5524,0.7776,14,0.2251999999999999,14.0,0.0,29.3,48.0,16.1,19.1,1.19,5.5
718,1,1,9.882807,77.078393,Kerala,Idukki,Idukki,Debris,Flow,,,Naaluthoonu III,779.4508056640625,31.953524148939987,SLD00716,0.7153458893299102,0.0238448629776636,0.4292075335979461,0.0804364327815006,0.0,0.0,0.7153458893299102,0.0,0.0,0.4292075335979461,0.8196049999999999,0.069334706696081,0.5938,0.9099,20,0.3161,2.0,0.0,29.7,35.7,22.1,31.0,1.12,5.3
37518,0,0,10.305853,77.149724,Western Ghats Region,Background / Unspecified,,,,,,,1751.728759765625,12.752202238049216,SLD10130,13.647596993949264,0.4549198997983088,5.281272411346436,1.1123388910861949,0.1143555566668507,0.1143555566668507,13.647596993949264,0.0809883549809455,0.0809883549809455,5.281272411346436,0.8132785714285714,0.037064500506579,0.7348,0.862,14,0.1271999999999999,2.0,0.0,24.5,35.4,30.0,52.5,0.94,5.3
38430,0,0,9.32761,76.496083,Western Ghats Region,Background / Unspecified,,,,,,,3.808408498764038,3.5476771211300946,SLD10976,7.419925272464752,0.2473308424154917,7.169463634490967,1.308180672301148,0.0,0.0,7.419925272464752,0.0,0.0,7.169463634490967,0.7031928571428571,0.0752101104525562,0.5853,0.8417,14,0.2563999999999999,12.0,0.0,22.1,33.8,27.3,28.2,1.23,5.2
5181,1,1,13.132053,75.543775,Karnataka,Chikmagalur,Mudigere,Debris,Slide,,,"Hebbarige village near Banakal on
NH234",924.2198486328124,8.716058726248095,SLD04361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6727235294117646,0.1019369568005868,0.5074,0.7883,17,0.2809,10.0,0.0,25.5,40.1,15.1,25.9,1.2,5.6
5879,1,1,13.94,74.66,Karnataka,Dakshin Kannada,Bainduru,Soil,Slide,,,Hulikal Ghat road,84.51175689697266,17.646844757134083,SLD05014,0.6725042778998603,0.0224168092633286,0.0510094910860061,0.0190497821343947,0.3324528783559795,0.448561012744903,0.6725042778998603,0.0510094910860061,0.0510094910860061,0.0510094910860061,0.79889375,0.044371078699982,0.7083,0.8556,16,0.1473,8.0,0.0,25.5,49.0,16.5,21.8,1.22,5.6
34133,0,0,11.30091,76.834618,Western Ghats Region,Background / Unspecified,,,,,,,864.5576171875,20.74526530709809,SLD07005,31.992597103118896,1.0664199034372963,11.460737228393556,2.2123131030907195,3.7237067818641663,5.738910973072052,31.992597103118896,1.816767930984497,1.816767930984497,11.460737228393556,0.8131923076923078,0.0460714745719167,0.7378,0.9122,13,0.1744,8.0,0.0,32.2,36.0,21.4,27.7,1.1,5.4
34691,0,0,10.622412,77.387494,Western Ghats Region,Background / Unspecified,,,,,,,276.9056396484375,0.6754603622124916,SLD07515,0.1665104627609253,0.0055503487586975,0.1665104627609253,0.0304005121715942,0.0,0.0,0.1665104627609253,0.0,0.0,0.1665104627609253,0.65405,0.0660777723595461,0.5377,0.7746,16,0.2369,12.0,0.0,19.9,41.9,19.2,18.0,1.43,6.7
6032,1,1,14.275444,74.72725,Karnataka,Uttar Kannada,Siddapur,Debris,Slide,,,,508.6334533691406,28.275933939022632,SLD05166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82304,0.0587924290558377,0.6224,0.8779,15,0.2555,2.0,0.0,14.7,47.1,23.1,27.9,1.19,5.4
1767,1,1,10.108727,76.918985,Kerala,Idukki,Devikulam,Debris,Slide,,,Thalumkandam,717.8433227539062,12.01587928414463,SLD01751,8.73612555116415,0.291204185038805,4.174252510070801,0.7902236786330064,0.3018240258097645,0.3018240258097645,8.73612555116415,0.0603648051619529,0.0603648051619529,4.174252510070801,0.787342105263158,0.0680945202216046,0.5757,0.8637,19,0.288,8.0,0.0,29.5,38.1,20.7,29.6,1.14,5.4
4016,1,1,11.903667,75.999722,Kerala,Wayanad,Mananthavady,Debris,Slide,,,Vellachal,770.9534912109375,0.0,SLD03998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67944,0.0800643714703823,0.5448,0.796,20,0.2512000000000001,8.0,0.0,27.7,42.3,18.4,22.7,1.12,5.4
39387,0,0,10.628788,77.572739,Western Ghats Region,Background / Unspecified,,,,,,,282.031005859375,0.941714489139653,SLD11856,0.5271347658708692,0.0175711588623623,0.5168178081512451,0.094311427933324,0.0,0.0,0.5271347658708692,0.0,0.0,0.5168178081512451,0.4519111111111111,0.1160112767788945,0.2689,0.6819,18,0.413,12.0,0.0,20.3,43.0,23.3,16.6,1.48,7.2
39574,0,0,18.511196,73.211469,Western Ghats Region,Background / Unspecified,,,,,,,99.2138671875,16.483292030369658,SLD12027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6782823529411766,0.14150130845373,0.4681,0.8705,17,0.4024,4.0,0.0,28.4,35.3,24.0,19.0,1.38,6.1
7015,1,1,17.588,73.225,Maharashtra,Dapoli,Dapoli,Rock,Fall,2014.0,,Gudghe,61.78971862792969,19.57352829600646,SLD06148,0.120987920090556,0.0040329306696852,0.0241975840181112,0.0091720705517331,0.0,0.0,0.120987920090556,0.0,0.0,0.0241975840181112,0.5838545454545454,0.0802879986503133,0.4354,0.7046,11,0.2692,9.0,0.0,23.8,36.4,20.0,25.9,1.28,5.9
35347,0,0,15.586844,74.958914,Western Ghats Region,Background / Unspecified,,,,,,,659.5693969726562,1.2524542772729983,SLD08119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416235294117647,0.1705459613314563,0.1956,0.7542,17,0.5586,10.0,0.0,23.0,32.4,30.4,10.0,1.4,7.2
37213,0,0,14.340376,75.617242,Western Ghats Region,Background / Unspecified,,,,,,,541.8027954101562,1.3929747834903228,SLD09856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634823529411764,0.0956585087387297,0.3977,0.7089,17,0.3112,12.0,0.0,28.7,33.1,25.1,9.6,1.44,6.8
5808,1,1,13.9,74.83,Karnataka,Udupi,Bainduru,Debris,Slide,,,Nagodi- Kollur road,458.7300109863281,27.661913080273525,SLD04943,1.0812557209283111,0.036041857364277,0.1601389646530151,0.0584673200736641,0.0693759229034185,0.0693759229034185,1.0812557209283111,0.0138751845806837,0.0138751845806837,0.1601389646530151,0.8426076923076924,0.0160243804632431,0.8214,0.8811,13,0.0596999999999999,2.0,0.0,16.4,44.2,21.8,30.9,1.14,5.6
36999,0,0,10.469408,76.063628,Western Ghats Region,Background / Unspecified,,,,,,,7.998916625976562,2.2048876165522846,SLD09653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7653666666666666,0.113400708137386,0.5547,0.9626,12,0.4079,8.0,0.0,22.2,32.9,24.9,30.3,1.16,5.4
41721,0,0,16.567767,74.474193,Western Ghats Region,Background / Unspecified,,,,,,,540.6808471679688,1.924772073366421,SLD14011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5887611111111111,0.0670912034112028,0.4878,0.738,18,0.2502,12.0,0.0,18.6,45.8,15.4,11.0,1.45,6.7
5841,1,1,13.92,74.89,Karnataka,Shimoga,Hosanagara,Debris,Slide,,,Nittur-Nagodi road section,612.1946411132812,14.678397758861864,SLD04976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7674470588235294,0.0533726886811862,0.6715,0.8549,17,0.1834,2.0,0.0,14.7,51.2,23.9,21.9,1.23,5.4
267,1,1,9.762402,76.886875,Kerala,Idukki,Thodupuzha,Debris,Slide,,,Asramam II,622.8345947265625,30.49341520347645,SLD00265,5.494642108678818,0.1831547369559606,2.753414392471313,0.5958019505332095,0.0,0.0,5.494642108678818,0.0,0.0,2.753414392471313,0.8214071428571429,0.0651106923073872,0.6249,0.8962,14,0.2713,2.0,0.0,27.4,36.7,26.2,32.8,1.08,5.0
6114,1,1,14.480294,74.4378,Karnataka,Uttar Kannada,Kumta,Debris,Slide,,,,27.484981536865234,20.943798244340872,SLD05248,0.341647430323064,0.0113882476774354,0.0571741163730621,0.0212341979583517,0.3081813212484118,0.341647430323064,0.341647430323064,0.0571741163730621,0.0571741163730621,0.0571741163730621,0.6650200000000001,0.0623471067034045,0.5773,0.7661,15,0.1887999999999999,9.0,0.0,20.1,42.7,21.6,22.1,1.25,6.1
38246,0,0,17.798354,73.992016,Western Ghats Region,Background / Unspecified,,,,,,,654.2539672851562,2.1859071336958187,SLD10809,0.21970234811306,0.0073234116037686,0.131821408867836,0.0247042352790872,0.0,0.0,0.21970234811306,0.0,0.0,0.131821408867836,0.5594736842105262,0.1514638895069099,0.3547,0.9266,19,0.5719,12.0,0.0,28.9,29.8,21.2,12.6,1.43,6.8
40968,0,0,17.732482,74.055146,Western Ghats Region,Background / Unspecified,,,,,,,638.226318359375,0.8667621120719756,SLD13319,0.4916953924112015,0.0163898464137067,0.0651469752192497,0.0241854744817082,0.0,0.0,0.4916953924112015,0.0,0.0,0.0651469752192497,0.53,0.1123718826041461,0.3938,0.7541,16,0.3603,12.0,0.0,33.0,27.2,21.0,11.2,1.45,6.8
33702,1,1,13.403333,75.735917,Karnataka,Chikkamagaluru,Chikkamagaluru,Debris,Slide,,Nil,,1618.520751953125,37.80203273186757,SLD06821,3.681806534528732,0.122726884484291,0.3695357143878937,0.0525132089570185,0.8563937991857528,1.846451722085476,3.681806534528732,0.1373646408319473,0.1373646408319473,0.3695357143878937,0.74438125,0.0539214022907416,0.6258,0.8217,16,0.1958999999999999,8.0,0.0,25.4,38.1,24.4,34.1,1.03,5.6
1824,1,1,10.124435,76.962431,Kerala,Idukki,Devikulam,Soil,Subsidence,,,Singukudi Tribal Settlement,609.3130493164062,19.857652098762,SLD01808,2.048226062674076,0.0682742020891358,1.0134493112564087,0.2194663478054256,0.0,0.0,2.048226062674076,0.0,0.0,1.0134493112564087,0.8478894736842105,0.030778002511477,0.7982,0.8932,19,0.0949999999999999,2.0,0.0,29.6,35.7,18.9,31.1,1.14,5.5
