S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name,Elevation_m,Slope_deg,ID,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
4834,1,1,12.7207,75.8521,Karnataka,Hassan,Sakleshpur,Soil,Slide,,,Uchangi,934.9067993164062,15.0964186476236,SLD04014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74288125,0.0496617521338101,0.6803,0.8152,16,0.1349,14.0,0.0,18.0,43.5,22.9,17.9,1.26,5.7
36807,0,0,17.090144,73.567457,Western Ghats Region,Background / Unspecified,,,,,,,204.2400054931641,8.111100341764356,SLD09478,0.248324479907751,0.0082774826635917,0.0496648959815502,0.0188254302390814,0.0,0.0,0.248324479907751,0.0,0.0,0.0496648959815502,0.710164705882353,0.0712955550961669,0.5847,0.8185,17,0.2338,9.0,0.0,24.0,35.0,19.9,17.3,1.31,6.1
3356,1,1,11.365278,76.818056,Tamil Nadu,Nilgiri,Coonoor,Soil,Slide,,,,2005.4071044921875,20.75057815804184,SLD03339,88.93313729763031,2.9644379099210103,45.39386749267578,8.355936996436409,11.562557697296144,22.80685782432556,88.93313729763031,8.57168197631836,8.57168197631836,45.39386749267578,0.7727875,0.0595447492787287,0.6822,0.8979,16,0.2157,2.0,0.0,24.2,36.7,24.6,33.0,1.04,5.6
6247,1,1,14.744972,74.663611,Karnataka,Uttar Kannada,Sirsi,Debris,Slide,,,West of Kanmuski,480.1721496582031,17.945247374161976,SLD05381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7911071428571429,0.0224958616462848,0.762,0.8244,14,0.0624,2.0,0.0,16.3,46.5,21.4,25.2,1.25,5.4
36197,0,0,13.503562,75.738508,Western Ghats Region,Background / Unspecified,,,,,,,1402.9957275390625,8.208056348764833,SLD08909,8.535255774855614,0.2845085258285204,0.8022371530532837,0.1021355529005921,1.7641457617282863,3.719783872365952,8.535255774855614,0.262065440416336,0.262065440416336,0.8022371530532837,0.7329399999999999,0.1377002323890558,0.3741,0.8733,15,0.4992,2.0,0.0,29.2,35.0,22.6,31.6,1.08,5.6
37196,0,0,14.033225,75.470074,Western Ghats Region,Background / Unspecified,,,,,,,649.8848876953125,1.6303941715609478,SLD09840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5349944444444444,0.1295504737985852,0.3943,0.8162,18,0.4219,12.0,0.0,24.2,36.1,19.3,10.3,1.38,6.4
581,1,1,9.868821,76.885135,Kerala,Idukki,Idukki,Debris,Flow,,,Chelakkad,171.9619140625,22.54761255057635,SLD00579,12.954566478729248,0.4318188826243083,6.756466388702393,1.3264584708870413,0.0,0.0,12.954566478729248,0.0,0.0,6.756466388702393,0.8378375,0.0278850228617442,0.7959,0.8865,16,0.0905999999999999,8.0,0.0,23.7,38.1,27.2,27.8,1.1,5.1
35875,0,0,14.615035,74.967614,Western Ghats Region,Background / Unspecified,,,,,,,589.2340087890625,3.816372442100096,SLD08610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67128125,0.077523710082787,0.5533,0.7853,16,0.2319999999999999,9.0,0.0,17.8,44.4,18.7,15.2,1.33,5.9
2012,1,1,10.220836,77.483703,Tamil Nadu,Dindigul,Kodaikanal,Debris,Slide,,,,2112.340576171875,29.518577791537155,SLD01996,5.587762534618378,0.1862587511539459,4.5893073081970215,0.8381198599059412,0.0,0.0,5.587762534618378,0.0,0.0,4.5893073081970215,0.7210733333333333,0.0964995371318778,0.4329,0.8067,15,0.3737999999999999,9.0,0.0,24.9,31.0,29.2,52.4,1.02,5.2
37299,0,0,14.73145,75.365867,Western Ghats Region,Background / Unspecified,,,,,,,573.0421752929688,0.5935565534273531,SLD09930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5062833333333333,0.1004343464218116,0.3723,0.7136,18,0.3413,12.0,0.0,38.2,30.4,25.7,10.0,1.43,7.2
1256,1,1,10.007979,76.934532,Kerala,Idukki,Devikulam,Debris,Slide,,,S P Kudi,805.2595825195312,23.927847647849458,SLD01240,9.348777875304222,0.3116259291768074,3.649027109146118,0.783109058032427,0.0,0.0,9.348777875304222,0.0,0.0,3.649027109146118,0.7572117647058824,0.0671950787107298,0.6258,0.8445,17,0.2187,8.0,0.0,28.3,35.1,23.2,31.0,1.1,5.0
40460,0,0,10.246826,77.31875,Western Ghats Region,Background / Unspecified,,,,,,,1315.8819580078125,49.00351138684341,SLD12843,12.772800642065704,0.4257600214021901,8.839096069335938,1.6361610419007675,0.0,0.0,12.772800642065704,0.0,0.0,8.839096069335938,0.7459222222222223,0.0544653430611727,0.6463,0.8089,18,0.1625999999999999,8.0,0.0,27.6,35.3,24.1,31.1,1.06,5.4
7492,1,1,18.36352,73.765914,Maharashtra,Pune,Haveli,Rock,Slide,2021.0,,,1179.4229736328125,37.847086107027,SLD06587,0.018328101141378,0.0006109367047126,0.0036656202282756,0.0013894497617794,0.0,0.0,0.018328101141378,0.0,0.0,0.0036656202282756,0.45495,0.143453843912714,0.2765,0.7578,16,0.4813,12.0,0.0,25.7,26.7,28.6,23.9,1.27,6.4
37256,0,0,15.578899,74.743573,Western Ghats Region,Background / Unspecified,,,,,,,696.9121704101562,0.6965525889870955,SLD09894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4939529411764706,0.134129816398364,0.3092,0.7481,17,0.4389,12.0,0.0,19.5,40.0,15.6,11.8,1.33,6.2
37591,0,0,10.498279,77.603723,Western Ghats Region,Background / Unspecified,,,,,,,311.4853210449219,0.3740230358858578,SLD10197,7.9385557025671005,0.2646185234189033,6.847198009490967,1.2459817347409274,0.0,0.0,7.9385557025671005,0.0,0.0,6.847198009490967,0.5194647058823529,0.112512998922216,0.3585,0.7752,17,0.4167,12.0,0.0,17.0,49.7,16.6,14.0,1.42,6.9
40771,0,0,13.088627,75.843489,Western Ghats Region,Background / Unspecified,,,,,,,1032.408203125,3.8052297766032206,SLD13135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71014375,0.0582114876262981,0.595,0.782,16,0.187,14.0,0.0,23.3,42.6,21.2,14.6,1.26,5.7
37052,0,0,12.198,76.27304,Western Ghats Region,Background / Unspecified,,,,,,,774.7250366210938,1.825840600133084,SLD09705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6137736842105262,0.1107568249319464,0.4452,0.7992,19,0.354,12.0,0.0,23.5,38.5,20.6,11.0,1.3,6.8
38984,0,0,16.440594,73.441509,Western Ghats Region,Background / Unspecified,,,,,,,110.88359832763672,1.00068380925782,SLD11487,0.1242569647729395,0.0041418988257646,0.0248513929545879,0.0094198961895418,0.0,0.0,0.1242569647729395,0.0,0.0,0.0248513929545879,0.45415,0.108079624968508,0.3534,0.72,16,0.3666,10.0,0.0,18.6,37.3,24.4,14.5,1.49,6.1
3269,1,1,11.339943,76.852589,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,,,,705.89111328125,15.66662606944491,SLD03252,60.16740119457245,2.005580039819081,25.32343864440918,4.769366179149952,7.467418909072876,14.586844086647034,60.16740119457245,5.580452919006348,5.580452919006348,25.32343864440918,0.79428125,0.0402933612191057,0.7158,0.8546,16,0.1388,2.0,0.0,24.6,38.1,21.4,24.1,1.19,5.8
7486,1,1,18.362299,73.768865,Maharashtra,Pune,Haveli,Rock,Slide,2021.0,,,1131.0408935546875,13.177999821543535,SLD06581,0.018328101141378,0.0006109367047126,0.0036656202282756,0.0013894497617794,0.0,0.0,0.018328101141378,0.0,0.0,0.0036656202282756,0.4568375,0.1289059599087645,0.3014,0.7445,16,0.4431,12.0,0.0,28.4,28.9,23.9,22.0,1.3,6.3
39331,0,0,14.184328,75.332818,Western Ghats Region,Background / Unspecified,,,,,,,611.226806640625,2.851201248082013,SLD11805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.620629411764706,0.0880638742952088,0.4873,0.7807,17,0.2933999999999999,12.0,0.0,23.7,38.0,18.1,10.9,1.36,6.2
40649,0,0,17.143984,74.048668,Western Ghats Region,Background / Unspecified,,,,,,,651.5488891601562,3.471067545364241,SLD13022,0.6912882346659892,0.0230429411555329,0.0714470371603965,0.0278824589392115,0.0400353334844112,0.1000883337110279,0.6912882346659892,0.0200176667422056,0.0200176667422056,0.0714470371603965,0.4812631578947368,0.1241837447339238,0.3199,0.7046,19,0.3847,12.0,0.0,25.8,36.2,20.6,11.3,1.4,6.2
40507,0,0,15.067132,74.942792,Western Ghats Region,Background / Unspecified,,,,,,,498.8119812011719,1.9030928461781933,SLD12888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7023,0.1359583889629903,0.4323,0.905,18,0.4727,4.0,0.0,28.5,36.6,21.9,13.3,1.36,6.0
6691,1,1,16.75064,73.516631,Maharashtra,Ratnagiri,Rajapur,Rock,Slide,,,,120.27848815917967,33.581945510819764,SLD05824,0.1756217330694195,0.0058540577689806,0.0351243466138839,0.0133138492249863,0.0,0.0,0.1756217330694195,0.0,0.0,0.0351243466138839,0.674335294117647,0.0868672546272218,0.547,0.8657,17,0.3187,9.0,0.0,25.8,28.3,23.3,20.1,1.38,6.0
7539,1,1,18.377101,73.776949,Maharashtra,Pune,Haveli,Rock,Slide,2021.0,,,1002.8272705078124,16.11845417985259,SLD06633,0.0334305723663415,0.0011143524122113,0.005306486506015,0.0019744700107282,0.0068981398362665,0.0068981398362665,0.0334305723663415,0.0013796279672533,0.0013796279672533,0.005306486506015,0.5600421052631579,0.2144124097667584,0.311,0.9271,19,0.6161000000000001,12.0,0.0,25.4,29.4,20.6,20.0,1.36,6.3
3340,1,1,11.36,76.775833,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,,,,1911.2158203125,25.584528724515145,SLD03323,88.93313729763031,2.9644379099210103,45.39386749267578,8.355936996436409,11.562557697296144,22.80685782432556,88.93313729763031,8.57168197631836,8.57168197631836,45.39386749267578,0.63381,0.0481622029134224,0.5296,0.7301,20,0.2005,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34555,0,0,13.882152,74.784148,Western Ghats Region,Background / Unspecified,,,,,,,279.55419921875,15.720992349887576,SLD07387,0.228112274780869,0.0076037424926956,0.0238268580287694,0.010953395077308,0.1627254839986558,0.228112274780869,0.228112274780869,0.0238268580287694,0.0238268580287694,0.0238268580287694,0.8718714285714285,0.0232349679634755,0.8221,0.9041,14,0.0819999999999999,2.0,0.0,17.3,47.0,22.2,25.7,1.18,5.4
35740,0,0,14.518413,75.336019,Western Ghats Region,Background / Unspecified,,,,,,,590.9432983398438,0.8352658685796059,SLD08484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5321941176470588,0.0814945126265277,0.412,0.7318,17,0.3198,12.0,0.0,26.8,38.2,20.8,10.0,1.4,6.3
37658,0,0,9.350317,77.159895,Western Ghats Region,Background / Unspecified,,,,,,,1109.0186767578125,16.032359890835995,SLD10260,9.861801736522466,0.3287267245507488,1.828081727027893,0.4945978051800195,2.2334228912368417,2.43804803583771,9.861801736522466,1.0127856731414795,1.0127856731414795,1.828081727027893,0.8688272727272728,0.0143517309694051,0.8329,0.8928,11,0.0599,2.0,0.0,30.6,32.0,23.9,34.1,1.1,5.1
71,1,1,9.082639,77.160867,Kerala,Kollam,Konni,Debris,Slide,,,Vala Lakshmi Debris Slide,110.06426239013672,10.6937067816128,SLD00069,3.50847464799881,0.1169491549332936,1.2346855401992798,0.2585936820854291,0.8671345412731171,0.8671345412731171,3.50847464799881,0.4471282660961151,0.4471282660961151,1.2346855401992798,0.833647619047619,0.0663580260333866,0.6989,0.9269,21,0.2279999999999999,2.0,0.0,29.1,39.6,20.2,28.1,1.13,5.4
36063,0,0,18.418275,73.356479,Western Ghats Region,Background / Unspecified,,,,,,,86.80320739746094,12.673237181234208,SLD08788,0.018922829767689,0.0006307609922563,0.0037845659535378,0.0014345360225861,0.018922829767689,0.018922829767689,0.018922829767689,0.0037845659535378,0.0037845659535378,0.0037845659535378,0.4769294117647059,0.1565206965735916,0.3195,0.8278,17,0.5083,12.0,0.0,30.9,30.1,25.9,12.1,1.38,6.2
35721,0,0,11.436739,76.965693,Western Ghats Region,Background / Unspecified,,,,,,,1464.3565673828125,34.663725902102875,SLD08466,36.033227667212486,1.2011075889070828,17.22459602355957,3.437461218355155,2.948181889951229,3.274524003267288,36.033227667212486,1.6640148162841797,1.6640148162841797,17.22459602355957,0.770876923076923,0.0654865400145474,0.6696,0.9433,13,0.2737,8.0,0.0,24.3,40.9,25.7,26.9,1.18,6.2
6970,1,1,17.491667,73.961667,Maharashtra,Satara,Patan,Debris,Slide,,,,759.46630859375,25.319077987407507,SLD06103,1.1659568930044764,0.0388652297668158,0.2949816286563873,0.0569393618593325,0.043786134570837,0.1579132536426185,1.1659568930044764,0.0218930672854185,0.0218930672854185,0.2949816286563873,0.4516352941176471,0.1479258975854822,0.306,0.7291,17,0.4231,12.0,0.0,34.4,32.1,18.2,18.1,1.35,6.1
36859,0,0,9.569638,77.151063,Western Ghats Region,Background / Unspecified,,,,,,,963.7847900390624,17.29640469186937,SLD09526,1.6227796906605363,0.0540926563553512,0.8927024006843567,0.1767227554991582,0.0,0.0,1.6227796906605363,0.0,0.0,0.8927024006843567,0.7821916666666667,0.0542076388165045,0.659,0.844,12,0.1849999999999999,2.0,0.0,30.8,35.3,22.5,32.9,1.08,5.3
35435,0,0,9.6395,77.245286,Western Ghats Region,Background / Unspecified,,,,,,,445.17041015625,1.0422361088593446,SLD08200,0.8185140192508695,0.0272838006416956,0.4911084175109863,0.0920370823765289,0.0,0.0,0.8185140192508695,0.0,0.0,0.4911084175109863,0.6835222222222223,0.0823916083359404,0.5141,0.8358,18,0.3217,12.0,0.0,30.5,39.2,19.0,21.4,1.3,5.8
35109,0,0,9.96119,76.437499,Western Ghats Region,Background / Unspecified,,,,,,,7.750388622283935,5.451557110197033,SLD07901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7383533333333333,0.0488044035874203,0.6385,0.8285,15,0.19,14.0,0.0,22.9,37.8,25.7,24.8,1.27,5.1
35294,0,0,16.110144,74.071814,Western Ghats Region,Background / Unspecified,,,,,,,817.7457885742188,16.39484634131092,SLD08070,0.1180872321128845,0.0039362410704294,0.0236174464225769,0.0089521699636425,0.0,0.0,0.1180872321128845,0.0,0.0,0.0236174464225769,0.8115294117647058,0.0362844450954173,0.7129,0.8527,17,0.1398,2.0,0.0,25.2,37.1,17.9,22.0,1.16,5.5
5289,1,1,13.170225,75.651144,Karnataka,Chikmagalur,Chikkamagaluru,Debris,Slide,,,Mudigere towards chikmagalur on SH64,1060.6357421875,23.261921793514325,SLD04469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81634375,0.0335029146741991,0.7517,0.8701,16,0.1183999999999999,2.0,0.0,25.9,40.6,23.1,29.2,1.08,5.4
5510,1,1,13.65,75.32,Karnataka,Shivamoga,Tirthahalli,Debris,Slide,,,Ganapatikatte village,610.3953857421875,10.69326989447409,SLD04682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564733333333334,0.0373611805156609,0.7045,0.8169,15,0.1123999999999999,8.0,0.0,22.4,43.0,18.0,21.9,1.27,5.3
1807,1,1,10.12,77.16,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Aanakkulam,1764.2918701171875,26.61596016300275,SLD01791,5.824016454163939,0.1941338818054646,2.4065511226654053,0.5090124170898164,0.0264730481430887,0.0264730481430887,5.824016454163939,0.0125186666846275,0.0125186666846275,2.4065511226654053,0.8029857142857143,0.0430321321294262,0.6934,0.8535,14,0.1601,8.0,0.0,28.9,31.2,26.7,35.7,1.02,5.4
144,1,1,9.54,77.37,Tamil Nadu,Theni,Andipatti,Soil,Slide,,,,1272.3292236328125,29.439305591171124,SLD00142,9.351877868175508,0.3117292622725169,0.9438705444335938,0.3601574485011055,1.3130952417850494,1.3130952417850494,9.351877868175508,0.2626190483570099,0.2626190483570099,0.9438705444335938,0.8508125,0.0343244883428726,0.7806,0.9158,16,0.1352,2.0,0.0,29.5,34.0,22.3,46.9,1.04,5.3
1372,1,1,10.025909,76.993454,Kerala,Idukki,Devikulam,Debris,Slide,,,60th Mile,851.3855590820312,26.483464979072284,SLD01356,0.4421947002410888,0.0147398233413696,0.3022034168243408,0.0600018944554169,0.0,0.0,0.4421947002410888,0.0,0.0,0.3022034168243408,0.8178705882352941,0.0484123275197789,0.7061,0.8879,17,0.1818,2.0,0.0,28.8,35.6,22.6,26.4,1.05,5.1
38527,0,0,15.044098,74.211539,Western Ghats Region,Background / Unspecified,,,,,,,630.8615112304688,22.293971104494204,SLD11069,1.1191504821181288,0.0373050160706043,0.0894453525543212,0.0324390080029781,0.2962854653596874,0.4812733642756935,1.1191504821181288,0.061662632972002,0.061662632972002,0.0894453525543212,0.8110142857142858,0.0547067125278461,0.6799,0.8722,14,0.1923,2.0,0.0,20.9,39.4,21.2,38.9,1.1,5.6
3694,1,1,11.541958,76.137411,Kerala,Wayanad,Vythiri,Debris,Slide,1961.0,,1st Mile,850.3038940429688,15.708269535908642,SLD03676,5.3393791588023305,0.177979305293411,4.334366798400879,0.7867618982644985,0.1615796703845258,0.2010793192312115,5.3393791588023305,0.0270493142306804,0.0270493142306804,4.334366798400879,0.8027066666666667,0.0263742966505179,0.7483,0.8354,15,0.0871,8.0,0.0,26.8,40.5,18.3,28.7,1.08,5.4
35187,0,0,16.48918,73.620828,Western Ghats Region,Background / Unspecified,,,,,,,217.0238494873047,21.16876927946698,SLD07972,0.2125903405249115,0.0070863446841637,0.0425180681049823,0.0161164321235708,0.0,0.0,0.2125903405249115,0.0,0.0,0.0425180681049823,0.71245,0.091899292706745,0.5605,0.8454,16,0.2849,4.0,0.0,25.4,30.9,22.5,21.1,1.37,5.6
37508,0,0,8.92834,77.334133,Western Ghats Region,Background / Unspecified,,,,,,,151.89695739746094,0.3598502076468332,SLD10122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4816523809523809,0.0878368352062369,0.3383,0.6916,21,0.3533,12.0,0.0,22.0,44.8,18.7,21.4,1.4,5.7
7682,1,1,18.59,73.59,Maharashtra,Pune,Mulshi,Debris,Slide,,,Mesmerising woods-7,911.231689453125,22.819660159316257,SLD06776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318125,0.1263903839960408,0.3909,0.7982,16,0.4073,12.0,0.0,25.3,29.5,27.2,22.1,1.31,6.0
1462,1,1,10.04,76.95,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Seval kudi,1017.6378173828124,18.879313512251272,SLD01446,1.4860356969293207,0.0495345232309773,0.7601637840270996,0.1650412719990241,0.0,0.0,1.4860356969293207,0.0,0.0,0.7601637840270996,0.84209375,0.0354012705751267,0.7681,0.9258,16,0.1576999999999999,2.0,0.0,29.5,30.5,24.8,28.5,1.04,5.0
508,1,1,9.859167,76.855556,Kerala,Idukki,Thodupuzha,Debris,Flow,,,Moolakkad,532.6067504882812,26.3696703976068,SLD00506,11.375734463334084,0.3791911487778028,5.418522834777832,1.0352721367969322,0.0,0.0,11.375734463334084,0.0,0.0,5.418522834777832,0.81931,0.0313023410555113,0.7507,0.8539,10,0.1031999999999999,2.0,0.0,26.0,39.6,23.9,33.0,1.07,5.1
37349,0,0,13.952924,74.930367,Western Ghats Region,Background / Unspecified,,,,,,,557.0,0.0,SLD09975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1827928571428571,0.0455533240243819,0.0964,0.26,14,0.1636,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
35351,0,0,15.036813,74.296188,Western Ghats Region,Background / Unspecified,,,,,,,692.2164306640625,8.98688903759968,SLD08123,0.7468905858695497,0.0248963528623183,0.0559666268527507,0.0214161091496949,0.2719600759446618,0.3864075429737565,0.7468905858695497,0.0391323529183864,0.0391323529183864,0.0559666268527507,0.8427866666666667,0.0304700993168868,0.7784,0.8875,15,0.1090999999999999,2.0,0.0,17.0,46.3,18.6,31.1,1.18,5.6
37610,0,0,11.332672,76.613078,Western Ghats Region,Background / Unspecified,,,,,,,1997.3455810546875,14.351078159910442,SLD10214,18.64612589776516,0.6215375299255054,7.716030597686768,1.5101776740675312,1.256857231259346,1.358116440474987,18.64612589776516,0.6064087152481079,0.6064087152481079,7.716030597686768,0.631664705882353,0.114268127342976,0.3852,0.7931,17,0.4079,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36690,0,0,10.217664,76.948378,Western Ghats Region,Background / Unspecified,,,,,,,1024.3812255859375,12.094900043159946,SLD09370,4.0046671107411385,0.1334889036913712,1.3999265432357788,0.3417652441129594,0.0,0.0,4.0046671107411385,0.0,0.0,1.3999265432357788,0.8396833333333333,0.0881750748427774,0.5047,0.9423,18,0.4376,2.0,0.0,31.9,32.5,25.7,31.3,1.1,5.2
35532,0,0,13.140887,75.028606,Western Ghats Region,Background / Unspecified,,,,,,,103.94017028808594,6.0275340135139,SLD08287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7565437500000001,0.0366071936236582,0.676,0.8082,16,0.1321999999999999,9.0,0.0,33.1,49.1,11.7,19.9,1.2,5.5
7025,1,1,17.599836,73.851372,Maharashtra,Satara,Satara,Debris,Subsidence,,,,1021.8947143554688,8.398742872336351,SLD06158,2.3545498307794333,0.0784849943593144,0.575426459312439,0.1057948081415778,0.107133112847805,0.5184135772287846,2.3545498307794333,0.0535665564239025,0.0535665564239025,0.575426459312439,0.67115625,0.0714987922392166,0.5601,0.8149,16,0.2547999999999999,14.0,0.0,31.7,26.5,21.2,18.6,1.25,6.1
2634,1,1,10.531677,76.668657,Kerala,Palakkad,Chittur,Rock,Slide,,,,681.406494140625,31.34090874738794,SLD02618,46.38819694519043,1.5462732315063477,4.178164958953857,1.235343857022714,5.209374964237213,11.442402005195618,46.38819694519043,0.7816526293754578,0.8562718629837036,4.178164958953857,0.8498777777777778,0.0383093224033855,0.7663,0.9347,18,0.1684,2.0,0.0,26.3,41.4,16.6,31.1,1.1,5.2
41236,0,0,13.606342,74.959076,Western Ghats Region,Background / Unspecified,,,,,,,84.01165008544922,4.622563844034334,SLD13564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74646875,0.0486478875012403,0.6838,0.8313,16,0.1475,9.0,0.0,23.0,51.4,16.0,19.0,1.28,6.2
2801,1,1,10.906467,76.679003,Kerala,Palakkad,Palakkad,Rock,Flow,,,Elival,953.134033203125,33.06632463417307,SLD02785,18.959142588078976,0.6319714196026325,6.184226036071777,1.0879826232276353,2.3261305391788483,3.470762185752392,18.959142588078976,0.3680717945098877,0.3680717945098877,6.184226036071777,0.8413666666666666,0.0452625338408817,0.7871,0.9227,12,0.1355999999999999,2.0,0.0,26.0,32.6,26.4,34.0,1.02,5.2
2271,1,1,10.315097,76.7335,Kerala,Thrissur,Chalakkudy,Debris,Flow,,,KSEB Dam slide,934.7567749023438,12.275271887778716,SLD02255,9.838408065959811,0.3279469355319937,2.925994873046875,0.6839609755712518,0.667229514569044,0.7597670387476682,9.838408065959811,0.2595162093639374,0.2595162093639374,2.925994873046875,0.8078083333333334,0.0530520577671906,0.7141,0.8931,12,0.179,2.0,0.0,27.1,38.3,22.2,46.3,1.04,5.2
38434,0,0,17.256511,73.957327,Western Ghats Region,Background / Unspecified,,,,,,,639.9595947265625,2.956235073337254,SLD10980,1.223258934915065,0.0407752978305021,0.1155273243784904,0.0493998213339338,0.0224487483501434,0.0561218708753585,1.223258934915065,0.0112243741750717,0.0112243741750717,0.1155273243784904,0.4921421052631579,0.1697618014742011,0.2923,0.7975,19,0.5052,12.0,0.0,18.1,36.0,25.4,17.6,1.34,6.2
7000,1,1,17.564,73.212,Maharashtra,Dapoli,Guhagar,Debris,Fall,2010.0,,Sakhri Trishul,185.78433227539065,10.458494117194604,SLD06133,0.0793156214058395,0.0026438540468613,0.0158631242811679,0.0060129017413011,0.0,0.0,0.0793156214058395,0.0,0.0,0.0158631242811679,0.70064,0.086613416974508,0.5132,0.836,15,0.3228,9.0,0.0,20.6,38.9,18.1,17.0,1.35,6.2
2327,1,1,10.347058,76.454839,Kerala,Thrissur,Chalakkudy,Rock,Flow,,,Arichankuzhy Slide,102.65386962890624,13.72228188256286,SLD02311,1.122611481696367,0.0374203827232122,0.1623132675886154,0.0613270624777702,0.0,0.0,1.122611481696367,0.0,0.0,0.1623132675886154,0.8139357142857142,0.0535635726840669,0.7042,0.8877,14,0.1835,8.0,0.0,27.3,43.0,18.7,23.0,1.1,5.3
7574,1,1,18.385926,73.774189,Maharashtra,Pune,Haveli,Rock,Fall,2021.0,,,891.4475708007812,9.86496883219472,SLD06668,0.0021290758741085,7.096919580361667e-05,0.0004258151748217,0.0001614048254792,0.0,0.0,0.0021290758741085,0.0,0.0,0.0004258151748217,0.511225,0.1767327568203849,0.3165,0.7955,16,0.479,12.0,0.0,28.3,31.9,15.6,19.1,1.35,6.4
37008,0,0,10.096897,76.53495,Western Ghats Region,Background / Unspecified,,,,,,,36.45296478271485,12.168410682065105,SLD09662,0.578009858727455,0.0192669952909151,0.115601971745491,0.0438188143070602,0.0,0.0,0.578009858727455,0.0,0.0,0.115601971745491,0.74985625,0.0536206051035109,0.6623,0.8179,16,0.1555999999999999,8.0,0.0,23.9,39.1,21.1,24.7,1.22,5.2
40873,0,0,14.426739,75.57836,Western Ghats Region,Background / Unspecified,,,,,,,566.7639770507812,0.2109937169382773,SLD13230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4529823529411765,0.1171266207747736,0.3291,0.6816,17,0.3525,12.0,0.0,38.2,27.6,28.5,11.1,1.44,6.9
1098,1,1,9.975343,76.996319,Kerala,Idukki,Devikulam,Soil,Slide,,,Ozhukkacity,483.2300720214844,26.14191186802861,SLD01096,5.562608510255814,0.1854202836751937,3.606891632080078,0.6719771858880973,0.0,0.0,5.562608510255814,0.0,0.0,3.606891632080078,0.8045199999999999,0.0555903967473368,0.7114,0.9239,20,0.2125,8.0,0.0,25.5,39.7,21.0,29.3,1.14,5.2
38301,0,0,15.617216,74.606674,Western Ghats Region,Background / Unspecified,,,,,,,714.80322265625,2.6169252244901267,SLD10856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5355,0.1688623595434703,0.3516,0.846,18,0.4943999999999999,12.0,0.0,17.8,45.9,15.2,12.0,1.33,6.1
5567,1,1,13.69,74.94,Karnataka,Udupi,Kundapura,Soil,Slide,,,Siddapur,89.94090270996094,9.299430913861098,SLD04702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7516470588235294,0.0386012000727804,0.6748,0.8388,17,0.164,9.0,0.0,25.3,47.4,17.8,17.8,1.26,5.6
