ID,Land_Cover_Type,Land_Cover_QC
SLD02856,8.0,0.0
SLD02857,8.0,0.0
SLD02858,8.0,0.0
SLD02859,9.0,0.0
SLD02860,2.0,0.0
SLD02861,2.0,0.0
SLD02862,8.0,0.0
SLD02863,2.0,0.0
SLD02864,8.0,0.0
SLD02865,2.0,0.0
SLD02866,8.0,0.0
SLD02867,9.0,0.0
SLD02868,8.0,0.0
SLD02869,8.0,0.0
SLD02870,2.0,0.0
SLD02871,8.0,0.0
SLD02872,8.0,0.0
SLD02873,8.0,0.0
SLD02874,2.0,0.0
SLD02875,8.0,0.0
SLD02876,2.0,0.0
SLD02877,2.0,0.0
SLD02878,2.0,0.0
SLD02879,2.0,0.0
SLD02880,8.0,0.0
SLD02881,8.0,0.0
SLD02882,2.0,0.0
SLD02883,8.0,0.0
SLD02884,8.0,0.0
SLD02885,8.0,0.0
SLD02886,8.0,0.0
SLD02887,2.0,0.0
SLD02888,8.0,0.0
SLD02889,14.0,0.0
SLD02890,14.0,0.0
SLD02891,8.0,0.0
SLD02892,8.0,0.0
SLD02893,8.0,0.0
SLD02894,2.0,0.0
SLD02895,8.0,0.0
SLD02896,8.0,0.0
SLD02897,2.0,0.0
SLD02898,8.0,0.0
SLD02899,8.0,0.0
SLD02900,14.0,0.0
SLD02901,2.0,0.0
SLD02902,2.0,0.0
SLD02903,14.0,0.0
SLD02904,2.0,0.0
SLD02905,2.0,0.0
SLD02906,8.0,0.0
SLD02907,2.0,0.0
SLD02908,8.0,0.0
SLD02909,8.0,0.0
SLD02910,8.0,0.0
SLD02911,8.0,0.0
SLD02912,2.0,0.0
SLD02913,8.0,0.0
SLD02914,8.0,0.0
SLD02915,8.0,0.0
SLD02916,14.0,0.0
SLD02917,8.0,0.0
SLD02918,8.0,0.0
SLD02919,8.0,0.0
SLD02920,8.0,0.0
SLD02921,8.0,0.0
SLD02922,8.0,0.0
SLD02923,8.0,0.0
SLD02924,14.0,0.0
SLD02925,8.0,0.0
SLD02926,2.0,0.0
SLD02927,8.0,0.0
SLD02928,2.0,0.0
SLD02929,8.0,0.0
SLD02930,8.0,0.0
SLD02931,8.0,0.0
SLD02932,8.0,0.0
SLD02933,8.0,0.0
SLD02934,8.0,0.0
SLD02935,2.0,0.0
SLD02936,2.0,0.0
SLD02937,8.0,0.0
SLD02938,2.0,0.0
SLD02939,8.0,0.0
SLD02940,8.0,0.0
SLD02941,14.0,0.0
SLD02942,8.0,0.0
SLD02943,8.0,0.0
SLD02944,14.0,0.0
SLD02945,12.0,0.0
SLD02946,2.0,0.0
SLD02947,8.0,0.0
SLD02948,2.0,0.0
SLD02949,2.0,0.0
SLD02950,2.0,0.0
SLD02951,2.0,0.0
SLD02952,8.0,0.0
SLD02953,8.0,0.0
SLD02954,8.0,0.0
SLD02955,8.0,0.0
SLD02956,8.0,0.0
SLD02957,2.0,0.0
SLD02958,8.0,0.0
SLD02959,8.0,0.0
SLD02960,14.0,0.0
SLD02961,8.0,0.0
SLD02962,8.0,0.0
SLD02963,8.0,0.0
SLD02964,8.0,0.0
SLD02965,2.0,0.0
SLD02966,8.0,0.0
SLD02967,8.0,0.0
SLD02968,2.0,0.0
SLD02969,8.0,0.0
SLD02970,8.0,0.0
SLD02971,8.0,0.0
SLD02972,8.0,0.0
SLD02973,8.0,0.0
SLD02974,8.0,0.0
SLD02975,9.0,0.0
SLD02976,8.0,0.0
SLD02977,8.0,0.0
SLD02978,8.0,0.0
SLD02979,8.0,0.0
SLD02980,8.0,0.0
SLD02981,8.0,0.0
SLD02982,8.0,0.0
SLD02983,8.0,0.0
SLD02984,14.0,0.0
SLD02985,2.0,0.0
SLD02986,2.0,0.0
SLD02987,2.0,0.0
SLD02988,8.0,0.0
SLD02989,2.0,0.0
SLD02990,2.0,0.0
SLD02991,2.0,0.0
SLD02992,8.0,0.0
SLD02993,2.0,0.0
SLD02994,8.0,0.0
SLD02995,2.0,0.0
SLD02996,8.0,0.0
SLD02997,8.0,0.0
SLD02998,8.0,0.0
SLD02999,8.0,0.0
SLD03000,8.0,0.0
SLD03001,8.0,0.0
SLD03002,8.0,0.0
SLD03003,8.0,0.0
SLD03004,8.0,0.0
SLD03005,8.0,0.0
SLD03006,8.0,0.0
SLD03007,8.0,0.0
SLD03008,9.0,0.0
SLD03009,2.0,0.0
SLD03010,8.0,0.0
SLD03011,8.0,0.0
SLD03012,2.0,0.0
SLD03013,8.0,0.0
SLD03014,8.0,0.0
SLD03015,8.0,0.0
SLD03016,8.0,0.0
SLD03017,8.0,0.0
SLD03018,8.0,0.0
SLD03019,8.0,0.0
SLD03020,8.0,0.0
SLD03021,8.0,0.0
SLD03022,8.0,0.0
SLD03023,2.0,0.0
SLD03024,8.0,0.0
SLD03025,8.0,0.0
SLD03026,8.0,0.0
SLD03027,8.0,0.0
SLD03028,8.0,0.0
SLD03029,8.0,0.0
SLD03030,8.0,0.0
SLD03031,8.0,0.0
SLD03032,8.0,0.0
SLD03033,2.0,0.0
SLD03034,8.0,0.0
SLD03035,8.0,0.0
SLD03036,8.0,0.0
SLD03037,8.0,0.0
SLD03038,8.0,0.0
SLD03039,8.0,0.0
SLD03040,8.0,0.0
SLD03041,8.0,0.0
SLD03042,8.0,0.0
SLD03043,8.0,0.0
SLD03044,8.0,0.0
SLD03045,8.0,0.0
SLD03046,8.0,0.0
SLD03047,8.0,0.0
SLD03048,8.0,0.0
SLD03049,8.0,0.0
SLD03050,9.0,0.0
SLD03051,8.0,0.0
SLD03052,8.0,0.0
SLD03053,8.0,0.0
SLD03054,8.0,0.0
SLD03055,9.0,0.0
SLD03056,8.0,0.0
SLD03057,8.0,0.0
SLD03058,8.0,0.0
SLD03059,8.0,0.0
SLD03060,8.0,0.0
SLD03061,9.0,0.0
SLD03062,2.0,0.0
SLD03063,8.0,0.0
SLD03064,8.0,0.0
SLD03065,8.0,0.0
SLD03066,8.0,0.0
SLD03067,2.0,0.0
SLD03068,2.0,0.0
SLD03069,8.0,0.0
SLD03070,2.0,0.0
SLD03071,8.0,0.0
SLD03072,2.0,0.0
SLD03073,8.0,0.0
SLD03074,2.0,0.0
SLD03075,2.0,0.0
SLD03076,8.0,0.0
SLD03077,8.0,0.0
SLD03078,8.0,0.0
SLD03079,8.0,0.0
SLD03080,8.0,0.0
SLD03081,2.0,0.0
SLD03082,8.0,0.0
SLD03083,2.0,0.0
SLD03084,8.0,0.0
SLD03085,8.0,0.0
SLD03086,8.0,0.0
SLD03087,8.0,0.0
SLD03088,8.0,0.0
SLD03089,8.0,0.0
SLD03090,8.0,0.0
SLD03091,8.0,0.0
SLD03092,8.0,0.0
SLD03093,8.0,0.0
SLD03094,8.0,0.0
SLD03095,8.0,0.0
SLD03096,2.0,0.0
SLD03097,8.0,0.0
SLD03098,9.0,0.0
SLD03099,8.0,0.0
SLD03100,8.0,0.0
SLD03101,8.0,0.0
SLD03102,8.0,0.0
SLD03103,8.0,0.0
SLD03104,8.0,0.0
SLD03105,8.0,0.0
SLD03106,8.0,0.0
SLD03107,9.0,0.0
SLD03108,8.0,0.0
SLD03109,8.0,0.0
SLD03110,8.0,0.0
SLD03111,8.0,0.0
SLD03112,9.0,0.0
SLD03113,8.0,0.0
SLD03114,9.0,0.0
SLD03115,9.0,0.0
SLD03116,8.0,0.0
SLD03117,8.0,0.0
SLD03118,9.0,0.0
SLD03119,9.0,0.0
SLD03120,8.0,0.0
SLD03121,9.0,0.0
SLD03122,8.0,0.0
SLD03123,9.0,0.0
SLD03124,8.0,0.0
SLD03125,8.0,0.0
SLD03126,9.0,0.0
SLD03127,9.0,0.0
SLD03128,14.0,0.0
SLD03129,9.0,0.0
SLD03130,8.0,0.0
SLD03131,8.0,0.0
SLD03132,9.0,0.0
SLD03133,8.0,0.0
SLD03134,8.0,0.0
SLD03135,8.0,0.0
SLD03136,9.0,0.0
SLD03137,8.0,0.0
SLD03138,8.0,0.0
SLD03139,8.0,0.0
SLD03140,8.0,0.0
SLD03141,8.0,0.0
SLD03142,8.0,0.0
SLD03143,2.0,0.0
SLD03144,8.0,0.0
SLD03145,8.0,0.0
SLD03146,8.0,0.0
SLD03147,8.0,0.0
SLD03148,9.0,0.0
SLD03149,9.0,0.0
SLD03150,2.0,0.0
SLD03151,8.0,0.0
SLD03152,8.0,0.0
SLD03153,2.0,0.0
SLD03154,8.0,0.0
SLD03155,8.0,0.0
SLD03156,8.0,0.0
SLD03157,8.0,0.0
SLD03158,8.0,0.0
SLD03159,8.0,0.0
SLD03160,8.0,0.0
SLD03161,8.0,0.0
SLD03162,2.0,0.0
SLD03163,8.0,0.0
SLD03164,8.0,0.0
SLD03165,2.0,0.0
SLD03166,8.0,0.0
SLD03167,2.0,0.0
SLD03168,9.0,0.0
SLD03169,2.0,0.0
SLD03170,8.0,0.0
SLD03171,8.0,0.0
SLD03172,10.0,0.0
SLD03173,14.0,0.0
SLD03174,9.0,0.0
SLD03175,8.0,0.0
SLD03176,8.0,0.0
SLD03177,8.0,0.0
SLD03178,8.0,0.0
SLD03179,8.0,0.0
SLD03180,8.0,0.0
SLD03181,8.0,0.0
SLD03182,10.0,0.0
SLD03183,8.0,0.0
SLD03184,2.0,0.0
SLD03185,8.0,0.0
SLD03186,8.0,0.0
SLD03187,8.0,0.0
SLD03188,8.0,0.0
SLD03189,8.0,0.0
SLD03190,2.0,0.0
SLD03191,8.0,0.0
SLD03192,8.0,0.0
SLD03193,8.0,0.0
SLD03194,2.0,0.0
SLD03195,8.0,0.0
SLD03196,8.0,0.0
SLD03197,8.0,0.0
SLD03198,8.0,0.0
SLD03199,8.0,0.0
SLD03200,8.0,0.0
SLD03201,8.0,0.0
SLD03202,8.0,0.0
SLD03203,8.0,0.0
SLD03204,8.0,0.0
SLD03205,8.0,0.0
SLD03206,2.0,0.0
SLD03207,9.0,0.0
SLD03208,2.0,0.0
SLD03209,9.0,0.0
SLD03210,2.0,0.0
SLD03211,8.0,0.0
SLD03212,2.0,0.0
SLD03213,8.0,0.0
SLD03214,9.0,0.0
SLD03215,2.0,0.0
SLD03216,8.0,0.0
SLD03217,8.0,0.0
SLD03218,2.0,0.0
SLD03219,2.0,0.0
SLD03220,2.0,0.0
SLD03221,9.0,0.0
SLD03222,9.0,0.0
SLD03223,2.0,0.0
SLD03224,2.0,0.0
SLD03225,2.0,0.0
SLD03226,2.0,0.0
SLD03227,8.0,0.0
SLD03228,2.0,0.0
SLD03229,2.0,0.0
SLD03230,8.0,0.0
SLD03231,2.0,0.0
SLD03232,2.0,0.0
SLD03233,8.0,0.0
SLD03234,8.0,0.0
SLD03235,2.0,0.0
SLD03236,8.0,0.0
SLD03237,8.0,0.0
SLD03238,2.0,0.0
SLD03239,8.0,0.0
SLD03240,2.0,0.0
SLD03241,8.0,0.0
SLD03242,2.0,0.0
SLD03243,9.0,0.0
SLD03244,9.0,0.0
SLD03245,8.0,0.0
SLD03246,9.0,0.0
SLD03247,8.0,0.0
SLD03248,9.0,0.0
SLD03249,2.0,0.0
SLD03250,8.0,0.0
SLD03251,8.0,0.0
SLD03252,2.0,0.0
SLD03253,2.0,0.0
SLD03254,8.0,0.0
SLD03255,8.0,0.0
SLD03256,2.0,0.0
SLD03257,9.0,0.0
SLD03258,9.0,0.0
SLD03259,8.0,0.0
SLD03260,8.0,0.0
SLD03261,8.0,0.0
SLD03262,9.0,0.0
SLD03263,8.0,0.0
SLD03264,9.0,0.0
SLD03265,8.0,0.0
SLD03266,8.0,0.0
SLD03267,9.0,0.0
SLD03268,2.0,0.0
SLD03269,8.0,0.0
SLD03270,2.0,0.0
SLD03271,2.0,0.0
SLD03272,8.0,0.0
SLD03273,9.0,0.0
SLD03274,2.0,0.0
SLD03275,8.0,0.0
SLD03276,2.0,0.0
SLD03277,8.0,0.0
SLD03278,8.0,0.0
SLD03279,2.0,0.0
SLD03280,2.0,0.0
SLD03281,8.0,0.0
SLD03282,8.0,0.0
SLD03283,8.0,0.0
SLD03284,9.0,0.0
SLD03285,8.0,0.0
SLD03286,8.0,0.0
SLD03287,8.0,0.0
SLD03288,2.0,0.0
SLD03289,2.0,0.0
SLD03290,8.0,0.0
SLD03291,8.0,0.0
SLD03292,8.0,0.0
SLD03293,8.0,0.0
SLD03294,2.0,0.0
SLD03295,8.0,0.0
SLD03296,8.0,0.0
SLD03297,2.0,0.0
SLD03298,2.0,0.0
SLD03299,13.0,9.0
SLD03300,9.0,0.0
SLD03301,2.0,0.0
SLD03302,2.0,0.0
SLD03303,2.0,0.0
SLD03304,2.0,0.0
SLD03305,8.0,0.0
SLD03306,8.0,0.0
SLD03307,14.0,0.0
SLD03308,8.0,0.0
SLD03309,8.0,0.0
SLD03310,8.0,0.0
SLD03311,8.0,0.0
SLD03312,8.0,0.0
SLD03313,2.0,0.0
SLD03314,14.0,0.0
SLD03315,8.0,0.0
SLD03316,2.0,0.0
SLD03317,9.0,0.0
SLD03318,8.0,2.0
SLD03319,8.0,0.0
SLD03320,9.0,0.0
SLD03321,2.0,0.0
SLD03322,8.0,0.0
SLD03323,9.0,0.0
SLD03324,8.0,0.0
SLD03325,9.0,0.0
SLD03326,9.0,0.0
SLD03327,8.0,0.0
SLD03328,2.0,0.0
SLD03329,8.0,0.0
SLD03330,8.0,0.0
SLD03331,8.0,0.0
SLD03332,2.0,0.0
SLD03333,8.0,0.0
SLD03334,8.0,0.0
SLD03335,8.0,0.0
SLD03336,14.0,0.0
SLD03337,8.0,0.0
SLD03338,8.0,0.0
SLD03339,2.0,0.0
SLD03340,9.0,0.0
SLD03341,8.0,0.0
SLD03342,12.0,0.0
SLD03343,8.0,0.0
SLD03344,9.0,0.0
SLD03345,8.0,0.0
SLD03346,9.0,0.0
SLD03347,8.0,0.0
SLD03348,12.0,0.0
SLD03349,12.0,0.0
SLD03350,8.0,0.0
SLD03351,8.0,0.0
SLD03352,8.0,0.0
SLD03353,14.0,0.0
SLD03354,8.0,0.0
SLD03355,9.0,0.0
SLD03356,8.0,0.0
SLD03357,8.0,0.0
SLD03358,8.0,0.0
SLD03359,8.0,0.0
SLD03360,8.0,0.0
SLD03361,8.0,0.0
SLD03362,9.0,0.0
SLD03363,9.0,0.0
SLD03364,9.0,0.0
SLD03365,9.0,0.0
SLD03366,8.0,0.0
SLD03367,9.0,0.0
SLD03368,9.0,0.0
SLD03369,8.0,0.0
SLD03370,8.0,0.0
SLD03371,8.0,0.0
SLD03372,8.0,0.0
SLD03373,9.0,0.0
SLD03374,8.0,0.0
SLD03375,8.0,0.0
SLD03376,9.0,0.0
SLD03377,8.0,0.0
SLD03378,8.0,0.0
SLD03379,8.0,0.0
SLD03380,8.0,0.0
SLD03381,8.0,0.0
SLD03382,8.0,0.0
SLD03383,8.0,0.0
SLD03384,14.0,0.0
SLD03385,8.0,0.0
SLD03386,2.0,0.0
SLD03387,8.0,0.0
SLD03388,14.0,0.0
SLD03389,14.0,0.0
SLD03390,8.0,0.0
SLD03391,8.0,0.0
SLD03392,2.0,0.0
SLD03393,2.0,0.0
SLD03394,8.0,0.0
SLD03395,14.0,0.0
SLD03396,9.0,0.0
SLD03397,9.0,0.0
SLD03398,8.0,0.0
SLD03399,9.0,0.0
SLD03400,8.0,0.0
SLD03401,9.0,0.0
SLD03402,9.0,0.0
SLD03403,8.0,0.0
SLD03404,8.0,0.0
SLD03405,8.0,0.0
SLD03406,8.0,0.0
SLD03407,8.0,0.0
SLD03408,14.0,0.0
SLD03409,8.0,0.0
SLD03410,9.0,0.0
SLD03411,2.0,0.0
SLD03412,9.0,0.0
SLD03413,2.0,0.0
SLD03414,8.0,0.0
SLD03415,14.0,0.0
SLD03416,8.0,0.0
SLD03417,2.0,0.0
SLD03418,8.0,0.0
SLD03419,2.0,0.0
SLD03420,2.0,0.0
SLD03421,8.0,0.0
SLD03422,8.0,0.0
SLD03423,8.0,0.0
SLD03424,8.0,0.0
SLD03425,8.0,0.0
SLD03426,8.0,0.0
SLD03427,8.0,0.0
SLD03428,2.0,0.0
SLD03429,9.0,0.0
SLD03430,9.0,0.0
SLD03431,8.0,0.0
SLD03432,2.0,0.0
SLD03433,9.0,0.0
SLD03434,8.0,0.0
SLD03435,8.0,0.0
SLD03436,2.0,0.0
SLD03437,2.0,0.0
SLD03438,2.0,0.0
SLD03439,2.0,0.0
SLD03440,8.0,0.0
SLD03441,2.0,0.0
SLD03442,8.0,0.0
SLD03443,2.0,0.0
SLD03444,8.0,0.0
SLD03445,2.0,0.0
SLD03446,2.0,0.0
SLD03447,2.0,0.0
SLD03448,2.0,0.0
SLD03449,2.0,0.0
SLD03450,9.0,0.0
SLD03451,8.0,0.0
SLD03452,2.0,0.0
SLD03453,2.0,0.0
SLD03454,2.0,0.0
SLD03455,2.0,0.0
SLD03456,2.0,0.0
SLD03457,8.0,0.0
SLD03458,2.0,0.0
SLD03459,8.0,0.0
SLD03460,2.0,0.0
SLD03461,8.0,0.0
SLD03462,2.0,0.0
SLD03463,2.0,0.0
SLD03464,8.0,0.0
SLD03465,2.0,0.0
SLD03466,14.0,0.0
SLD03467,2.0,0.0
SLD03468,8.0,0.0
SLD03469,2.0,0.0
SLD03470,8.0,0.0
SLD03471,2.0,0.0
SLD03472,2.0,0.0
SLD03473,2.0,0.0
SLD03474,8.0,0.0
SLD03475,2.0,0.0
SLD03476,8.0,0.0
SLD03477,8.0,0.0
SLD03478,8.0,0.0
SLD03479,2.0,0.0
SLD03480,2.0,0.0
SLD03481,2.0,0.0
SLD03482,8.0,0.0
SLD03483,8.0,0.0
SLD03484,2.0,0.0
SLD03485,2.0,0.0
SLD03486,9.0,0.0
SLD03487,2.0,0.0
SLD03488,2.0,0.0
SLD03489,8.0,0.0
SLD03490,2.0,0.0
SLD03491,2.0,0.0
SLD03492,2.0,0.0
SLD03493,8.0,0.0
SLD03494,2.0,0.0
SLD03495,2.0,0.0
SLD03496,9.0,0.0
SLD03497,2.0,0.0
SLD03498,2.0,0.0
SLD03499,8.0,0.0
SLD03500,14.0,0.0
SLD03501,2.0,0.0
SLD03502,8.0,0.0
SLD03503,8.0,0.0
SLD03504,2.0,0.0
SLD03505,8.0,0.0
SLD03506,8.0,0.0
SLD03507,2.0,0.0
SLD03508,8.0,0.0
SLD03509,8.0,0.0
SLD03510,8.0,0.0
SLD03511,8.0,0.0
SLD03512,9.0,0.0
SLD03513,2.0,0.0
SLD03514,8.0,0.0
SLD03515,8.0,0.0
SLD03516,2.0,0.0
SLD03517,8.0,0.0
SLD03518,8.0,0.0
SLD03519,8.0,0.0
SLD03520,8.0,0.0
SLD03521,2.0,0.0
SLD03522,8.0,0.0
SLD03523,8.0,0.0
SLD03524,2.0,0.0
SLD03525,8.0,0.0
SLD03526,2.0,0.0
SLD03527,14.0,0.0
SLD03528,8.0,0.0
SLD03529,2.0,0.0
SLD03530,2.0,0.0
SLD03531,14.0,0.0
SLD03532,8.0,0.0
SLD03533,2.0,0.0
SLD03534,8.0,0.0
SLD03535,8.0,0.0
SLD03536,8.0,0.0
SLD03537,8.0,0.0
SLD03538,8.0,0.0
SLD03539,2.0,0.0
SLD03540,8.0,0.0
SLD03541,8.0,0.0
SLD03542,9.0,0.0
SLD03543,2.0,0.0
SLD03544,8.0,0.0
SLD03545,2.0,0.0
SLD03546,2.0,0.0
SLD03547,8.0,0.0
SLD03548,8.0,0.0
SLD03549,2.0,0.0
SLD03550,8.0,0.0
SLD03551,8.0,0.0
SLD03552,2.0,0.0
SLD03553,8.0,0.0
SLD03554,8.0,0.0
SLD03555,2.0,0.0
SLD03556,8.0,0.0
SLD03557,8.0,0.0
SLD03558,8.0,0.0
SLD03559,8.0,0.0
SLD03560,8.0,0.0
SLD03561,8.0,0.0
SLD03562,8.0,0.0
SLD03563,8.0,0.0
SLD03564,8.0,0.0
SLD03565,8.0,0.0
SLD03566,8.0,0.0
SLD03567,8.0,0.0
SLD03568,8.0,0.0
SLD03569,8.0,0.0
SLD03570,8.0,0.0
SLD03571,8.0,0.0
SLD03572,8.0,0.0
SLD03573,2.0,0.0
SLD03574,8.0,0.0
SLD03575,8.0,0.0
SLD03576,2.0,0.0
SLD03577,8.0,0.0
SLD03578,8.0,0.0
SLD03579,8.0,0.0
SLD03580,2.0,0.0
SLD03581,8.0,0.0
SLD03582,8.0,0.0
SLD03583,2.0,0.0
SLD03584,8.0,0.0
SLD03585,8.0,0.0
SLD03586,8.0,0.0
SLD03587,8.0,0.0
SLD03588,8.0,0.0
SLD03589,8.0,0.0
SLD03590,8.0,0.0
SLD03591,8.0,0.0
SLD03592,8.0,0.0
SLD03593,8.0,0.0
SLD03594,8.0,0.0
SLD03595,8.0,0.0
SLD03596,8.0,0.0
SLD03597,8.0,0.0
SLD03598,8.0,0.0
SLD03599,8.0,0.0
SLD03600,2.0,0.0
SLD03601,2.0,0.0
SLD03602,8.0,0.0
SLD03603,8.0,0.0
SLD03604,2.0,0.0
SLD03605,8.0,0.0
SLD03606,8.0,0.0
SLD03607,8.0,0.0
SLD03608,8.0,0.0
SLD03609,8.0,0.0
SLD03610,2.0,0.0
SLD03611,8.0,0.0
SLD03612,8.0,0.0
SLD03613,2.0,0.0
SLD03614,8.0,0.0
SLD03615,2.0,0.0
SLD03616,2.0,0.0
SLD03617,2.0,0.0
SLD03618,8.0,0.0
SLD03619,8.0,0.0
SLD03620,8.0,0.0
SLD03621,2.0,0.0
SLD03622,8.0,0.0
SLD03623,8.0,0.0
SLD03624,8.0,0.0
SLD03625,2.0,0.0
SLD03626,2.0,0.0
SLD03627,8.0,0.0
SLD03628,8.0,0.0
SLD03629,8.0,0.0
SLD03630,8.0,0.0
SLD03631,8.0,0.0
SLD03632,8.0,0.0
SLD03633,8.0,0.0
SLD03634,8.0,0.0
SLD03635,8.0,0.0
SLD03636,8.0,0.0
SLD03637,9.0,0.0
SLD03638,9.0,0.0
SLD03639,8.0,0.0
SLD03640,8.0,0.0
SLD03641,8.0,0.0
SLD03642,8.0,0.0
SLD03643,8.0,0.0
SLD03644,8.0,0.0
SLD03645,2.0,0.0
SLD03646,8.0,0.0
SLD03647,8.0,0.0
SLD03648,8.0,0.0
SLD03649,8.0,0.0
SLD03650,8.0,0.0
SLD03651,8.0,0.0
SLD03652,9.0,0.0
SLD03653,8.0,0.0
SLD03654,8.0,0.0
SLD03655,8.0,0.0
SLD03656,8.0,0.0
SLD03657,2.0,0.0
SLD03658,8.0,0.0
SLD03659,8.0,0.0
SLD03660,8.0,0.0
SLD03661,8.0,0.0
SLD03662,2.0,0.0
SLD03663,2.0,0.0
SLD03664,2.0,0.0
SLD03665,8.0,0.0
SLD03666,8.0,0.0
SLD03667,8.0,0.0
SLD03668,8.0,0.0
SLD03669,8.0,0.0
SLD03670,8.0,0.0
SLD03671,8.0,0.0
SLD03672,8.0,0.0
SLD03673,8.0,0.0
SLD03674,8.0,0.0
SLD03675,8.0,0.0
SLD03676,8.0,0.0
SLD03677,2.0,0.0
SLD03678,8.0,0.0
SLD03679,8.0,0.0
SLD03680,8.0,0.0
SLD03681,8.0,0.0
SLD03682,8.0,0.0
SLD03683,8.0,0.0
SLD03684,8.0,0.0
SLD03685,8.0,0.0
SLD03686,8.0,0.0
SLD03687,2.0,0.0
SLD03688,8.0,0.0
SLD03689,2.0,0.0
SLD03690,8.0,0.0
SLD03691,8.0,0.0
SLD03692,8.0,0.0
SLD03693,8.0,0.0
SLD03694,8.0,0.0
SLD03695,8.0,0.0
SLD03696,8.0,0.0
SLD03697,8.0,0.0
SLD03698,8.0,0.0
SLD03699,8.0,0.0
SLD03700,2.0,0.0
SLD03701,2.0,0.0
SLD03702,8.0,0.0
SLD03703,2.0,0.0
SLD03704,2.0,0.0
SLD03705,8.0,0.0
SLD03706,2.0,0.0
SLD03707,8.0,0.0
SLD03708,2.0,0.0
SLD03709,2.0,0.0
SLD03710,8.0,0.0
SLD03711,2.0,0.0
SLD03712,8.0,0.0
SLD03713,8.0,0.0
SLD03714,8.0,0.0
SLD03715,8.0,0.0
SLD03716,9.0,0.0
SLD03717,8.0,0.0
SLD03718,2.0,0.0
SLD03719,2.0,0.0
SLD03720,8.0,0.0
SLD03721,8.0,0.0
SLD03722,8.0,0.0
SLD03723,8.0,0.0
SLD03724,2.0,0.0
SLD03725,8.0,0.0
SLD03726,8.0,0.0
SLD03727,8.0,0.0
SLD03728,2.0,0.0
SLD03729,8.0,0.0
SLD03730,8.0,0.0
SLD03731,2.0,0.0
SLD03732,8.0,0.0
SLD03733,9.0,0.0
SLD03734,8.0,0.0
SLD03735,2.0,0.0
SLD03736,2.0,0.0
SLD03737,2.0,0.0
SLD03738,2.0,0.0
SLD03739,2.0,0.0
SLD03740,8.0,0.0
SLD03741,2.0,0.0
SLD03742,8.0,0.0
SLD03743,8.0,0.0
SLD03744,2.0,0.0
SLD03745,2.0,0.0
SLD03746,2.0,0.0
SLD03747,2.0,0.0
SLD03748,2.0,0.0
SLD03749,9.0,0.0
SLD03750,2.0,0.0
SLD03751,8.0,0.0
SLD03752,8.0,0.0
SLD03753,8.0,0.0
SLD03754,8.0,0.0
SLD03755,8.0,0.0
SLD03756,8.0,0.0
SLD03757,8.0,0.0
SLD03758,2.0,0.0
SLD03759,2.0,0.0
SLD03760,8.0,0.0
SLD03761,2.0,0.0
SLD03762,8.0,0.0
SLD03763,2.0,0.0
SLD03764,8.0,0.0
SLD03765,8.0,0.0
SLD03766,8.0,0.0
SLD03767,8.0,0.0
SLD03768,8.0,0.0
SLD03769,8.0,0.0
SLD03770,8.0,0.0
SLD03771,2.0,0.0
SLD03772,8.0,0.0
SLD03773,2.0,0.0
SLD03774,8.0,0.0
SLD03775,8.0,0.0
SLD03776,8.0,0.0
SLD03777,8.0,0.0
SLD03778,8.0,0.0
SLD03779,8.0,0.0
SLD03780,8.0,0.0
SLD03781,8.0,0.0
SLD03782,8.0,0.0
SLD03783,8.0,0.0
SLD03784,8.0,0.0
SLD03785,8.0,0.0
SLD03786,8.0,0.0
SLD03787,8.0,0.0
SLD03788,8.0,0.0
SLD03789,8.0,0.0
SLD03790,8.0,0.0
SLD03791,8.0,0.0
SLD03792,8.0,0.0
SLD03793,8.0,0.0
SLD03794,8.0,0.0
SLD03795,8.0,0.0
SLD03796,8.0,0.0
SLD03797,8.0,0.0
SLD03798,8.0,0.0
SLD03799,8.0,0.0
SLD03800,8.0,0.0
SLD03801,8.0,0.0
SLD03802,8.0,0.0
SLD03803,8.0,0.0
SLD03804,8.0,0.0
SLD03805,8.0,0.0
SLD03806,8.0,0.0
SLD03807,8.0,0.0
SLD03808,8.0,0.0
SLD03809,8.0,0.0
SLD03810,8.0,0.0
SLD03811,2.0,0.0
SLD03812,8.0,0.0
SLD03813,8.0,0.0
SLD03814,8.0,0.0
SLD03815,8.0,0.0
SLD03816,8.0,0.0
SLD03817,8.0,0.0
SLD03818,2.0,0.0
SLD03819,8.0,0.0
SLD03820,2.0,0.0
SLD03821,2.0,0.0
SLD03822,2.0,0.0
SLD03823,8.0,0.0
SLD03824,8.0,0.0
SLD03825,2.0,0.0
SLD03826,2.0,0.0
SLD03827,8.0,0.0
SLD03828,8.0,0.0
SLD03829,8.0,0.0
SLD03830,2.0,0.0
SLD03831,2.0,0.0
SLD03832,2.0,0.0
SLD03833,8.0,0.0
SLD03834,2.0,0.0
SLD03835,8.0,0.0
SLD03836,2.0,0.0
SLD03837,8.0,0.0
SLD03838,2.0,0.0
SLD03839,8.0,0.0
SLD03840,8.0,0.0
SLD03841,8.0,0.0
SLD03842,2.0,0.0
SLD03843,2.0,0.0
SLD03844,8.0,0.0
SLD03845,8.0,0.0
SLD03846,2.0,0.0
SLD03847,2.0,0.0
SLD03848,2.0,0.0
SLD03849,2.0,0.0
SLD03850,2.0,0.0
SLD03851,8.0,0.0
SLD03852,2.0,0.0
SLD03853,8.0,0.0
