ID,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range
SLD00616,0.7941875,0.14445072920088242,0.2761,0.9148,16,0.6386999999999999
SLD00617,0.7941875,0.14445072920088242,0.2761,0.9148,16,0.6386999999999999
SLD00618,0.8620352941176471,0.022302548654146853,0.8276,0.8928,17,0.06520000000000004
SLD00619,0.8350933333333334,0.038398725177251604,0.7544,0.9148,15,0.1604
SLD00620,0.8350933333333334,0.038398725177251604,0.7544,0.9148,15,0.1604
SLD00621,0.8296,0.027768477331919617,0.7645,0.8587,13,0.09420000000000006
SLD00622,0.8350933333333334,0.038398725177251604,0.7544,0.9148,15,0.1604
SLD00623,0.8350933333333334,0.038398725177251604,0.7544,0.9148,15,0.1604
SLD00624,0.8279411764705882,0.03258103472158938,0.7666,0.9045,17,0.13790000000000002
SLD00625,0.8279411764705882,0.03258103472158938,0.7666,0.9045,17,0.13790000000000002
SLD00626,0.7941875,0.14445072920088242,0.2761,0.9148,16,0.6386999999999999
SLD00627,0.7941875,0.14445072920088242,0.2761,0.9148,16,0.6386999999999999
SLD00628,0.7631388888888888,0.057537610603734024,0.6532,0.909,18,0.2558
SLD00629,0.7631388888888888,0.057537610603734024,0.6532,0.909,18,0.2558
SLD00630,0.7882375,0.11502914340867419,0.4228,0.9148,16,0.49199999999999994
SLD00631,0.8250533333333333,0.03923991893589026,0.7011,0.8803,15,0.17920000000000003
SLD00632,0.7882375,0.11502914340867419,0.4228,0.9148,16,0.49199999999999994
SLD00633,0.828735294117647,0.02840393769304862,0.7857,0.8899,17,0.10420000000000007
SLD00634,0.828735294117647,0.02840393769304862,0.7857,0.8899,17,0.10420000000000007
SLD00635,0.828735294117647,0.02840393769304862,0.7857,0.8899,17,0.10420000000000007
SLD00636,0.828735294117647,0.02840393769304862,0.7857,0.8899,17,0.10420000000000007
SLD00637,0.828735294117647,0.02840393769304862,0.7857,0.8899,17,0.10420000000000007
SLD00638,0.828735294117647,0.02840393769304862,0.7857,0.8899,17,0.10420000000000007
SLD00639,0.8349823529411764,0.04931371811289072,0.6568,0.8844,17,0.2275999999999999
SLD00640,0.83993125,0.040580006879414605,0.7865,0.9148,16,0.12829999999999997
SLD00641,0.83993125,0.040580006879414605,0.7865,0.9148,16,0.12829999999999997
SLD00642,0.83993125,0.040580006879414605,0.7865,0.9148,16,0.12829999999999997
SLD00643,0.83993125,0.040580006879414605,0.7865,0.9148,16,0.12829999999999997
SLD00644,0.83993125,0.040580006879414605,0.7865,0.9148,16,0.12829999999999997
SLD00645,0.83993125,0.040580006879414605,0.7865,0.9148,16,0.12829999999999997
SLD00646,0.8363823529411765,0.027222514470886888,0.7791,0.8899,17,0.11080000000000001
SLD00647,0.8363823529411765,0.027222514470886888,0.7791,0.8899,17,0.11080000000000001
SLD00648,0.7281764705882353,0.06613687066806764,0.5666,0.8341,17,0.26749999999999996
SLD00649,0.7281764705882353,0.06613687066806764,0.5666,0.8341,17,0.26749999999999996
SLD00650,0.8405823529411764,0.02829713402656968,0.7993,0.9204,17,0.12109999999999999
SLD00651,0.8405823529411764,0.02829713402656968,0.7993,0.9204,17,0.12109999999999999
SLD00652,0.8363823529411765,0.027222514470886888,0.7791,0.8899,17,0.11080000000000001
SLD00653,0.8363823529411765,0.027222514470886888,0.7791,0.8899,17,0.11080000000000001
SLD00654,0.81579375,0.03872428125005466,0.749,0.8629,16,0.1139
SLD00655,0.85910625,0.019503349071377456,0.8156,0.8814,16,0.06579999999999997
SLD00656,0.8306823529411765,0.055694358279072105,0.6338,0.9059,17,0.2721
SLD00657,0.83604,0.03429181076750378,0.7391,0.8733,15,0.13419999999999999
SLD00658,0.83604,0.03429181076750378,0.7391,0.8733,15,0.13419999999999999
SLD00659,0.83604,0.03429181076750378,0.7391,0.8733,15,0.13419999999999999
SLD00660,0.8172444444444444,0.07604373526598107,0.5311,0.9039,18,0.3728
SLD00661,0.8172444444444444,0.07604373526598107,0.5311,0.9039,18,0.3728
SLD00662,0.8172444444444444,0.07604373526598107,0.5311,0.9039,18,0.3728
SLD00663,0.8172444444444444,0.07604373526598107,0.5311,0.9039,18,0.3728
SLD00664,0.7363222222222222,0.0854110308040275,0.5159,0.8919,18,0.376
SLD00665,0.7363222222222222,0.0854110308040275,0.5159,0.8919,18,0.376
SLD00666,0.8172444444444444,0.07604373526598107,0.5311,0.9039,18,0.3728
SLD00667,0.8172444444444444,0.07604373526598107,0.5311,0.9039,18,0.3728
SLD00668,0.81716875,0.07689391582997097,0.558,0.8921,16,0.33409999999999995
SLD00669,0.841575,0.03344471059325623,0.7594,0.8901,16,0.13070000000000004
SLD00670,0.841575,0.03344471059325623,0.7594,0.8901,16,0.13070000000000004
SLD00671,0.8581235294117647,0.018369387898476808,0.8296,0.8997,17,0.07010000000000005
SLD00672,0.8581235294117647,0.018369387898476808,0.8296,0.8997,17,0.07010000000000005
SLD00673,0.841475,0.04212759190839182,0.7321,0.8739,16,0.14180000000000004
SLD00674,0.845425,0.04725531363420061,0.7321,0.9228,16,0.19069999999999998
SLD00675,0.8543375,0.02108019212436169,0.8128,0.8901,16,0.07730000000000004
SLD00676,0.8543375,0.02108019212436169,0.8128,0.8901,16,0.07730000000000004
SLD00677,0.7750611111111111,0.08177323119376707,0.5005,0.8914,18,0.3909
SLD00678,0.8543375,0.02108019212436169,0.8128,0.8901,16,0.07730000000000004
SLD00679,0.8543375,0.02108019212436169,0.8128,0.8901,16,0.07730000000000004
SLD00680,0.8497266666666667,0.025033419567412195,0.8088,0.8901,15,0.08130000000000004
SLD00681,0.8497266666666667,0.025033419567412195,0.8088,0.8901,15,0.08130000000000004
SLD00682,0.8479705882352941,0.022829771262155806,0.8049,0.8901,17,0.08520000000000005
SLD00683,0.8479705882352941,0.022829771262155806,0.8049,0.8901,17,0.08520000000000005
SLD00684,0.8459588235294118,0.03157552570471967,0.788,0.9045,17,0.11649999999999994
SLD00685,0.8459588235294118,0.03157552570471967,0.788,0.9045,17,0.11649999999999994
SLD00686,0.8459588235294118,0.03157552570471967,0.788,0.9045,17,0.11649999999999994
SLD00687,0.8459588235294118,0.03157552570471967,0.788,0.9045,17,0.11649999999999994
SLD00688,0.8459588235294118,0.03157552570471967,0.788,0.9045,17,0.11649999999999994
SLD00689,0.8459588235294118,0.03157552570471967,0.788,0.9045,17,0.11649999999999994
SLD00690,0.8372333333333333,0.03734815532101088,0.751,0.8847,18,0.13370000000000004
SLD00691,0.8372333333333333,0.03734815532101088,0.751,0.8847,18,0.13370000000000004
SLD00692,0.8372333333333333,0.03734815532101088,0.751,0.8847,18,0.13370000000000004
SLD00693,0.8372333333333333,0.03734815532101088,0.751,0.8847,18,0.13370000000000004
SLD00694,0.8458764705882352,0.029085983080595793,0.7977,0.9045,17,0.1068
SLD00695,0.8458764705882352,0.029085983080595793,0.7977,0.9045,17,0.1068
SLD00696,0.8411705882352941,0.025145620013878232,0.7989,0.8738,17,0.07489999999999997
SLD00697,0.7907117647058823,0.052914599619964794,0.6404,0.8457,17,0.20530000000000004
SLD00698,0.6909333333333333,0.05611073086003297,0.5977,0.7841,18,0.1864
SLD00699,0.6909333333333333,0.05611073086003297,0.5977,0.7841,18,0.1864
SLD00700,0.8563176470588235,0.026383546844911617,0.7941,0.9004,17,0.10629999999999995
SLD00701,0.6909333333333333,0.05611073086003297,0.5977,0.7841,18,0.1864
SLD00702,0.6909333333333333,0.05611073086003297,0.5977,0.7841,18,0.1864
SLD00703,0.8458764705882352,0.029085983080595793,0.7977,0.9045,17,0.1068
SLD00704,0.8458764705882352,0.029085983080595793,0.7977,0.9045,17,0.1068
SLD00705,0.824825,0.04390975044577827,0.7275,0.8755,20,0.1479999999999999
SLD00706,0.8405235294117647,0.03116120443379408,0.7815,0.8845,17,0.10299999999999998
SLD00707,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00708,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00709,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00710,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00711,0.8196049999999999,0.05075301883683994,0.7228,0.9043,20,0.1815
SLD00712,0.8193411764705881,0.028913752325310703,0.7428,0.8552,17,0.11239999999999994
SLD00713,0.7957368421052632,0.0806528239536342,0.5889,0.8662,19,0.2773
SLD00714,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00715,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00716,0.8196049999999999,0.06933470669608101,0.5938,0.9099,20,0.31610000000000005
SLD00717,0.8271947368421052,0.035981808269121056,0.74,0.8763,19,0.13629999999999998
SLD00718,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00719,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00720,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00721,0.7569111111111111,0.06312698582911497,0.6226,0.8661,18,0.24349999999999994
SLD00722,0.8243277777777778,0.05625957492944494,0.6491,0.8835,18,0.23439999999999994
SLD00723,0.8243277777777778,0.05625957492944494,0.6491,0.8835,18,0.23439999999999994
SLD00724,0.8196049999999999,0.06933470669608101,0.5938,0.9099,20,0.31610000000000005
SLD00725,0.8238055555555556,0.047433835928055355,0.6992,0.8882,18,0.18899999999999995
SLD00726,0.8238055555555556,0.047433835928055355,0.6992,0.8882,18,0.18899999999999995
SLD00727,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00728,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00729,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00730,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00731,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00732,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00733,0.8404157894736842,0.04688789541920285,0.7875,0.9918,19,0.20430000000000004
SLD00734,0.8404157894736842,0.04688789541920285,0.7875,0.9918,19,0.20430000000000004
SLD00735,0.8172941176470588,0.06840304699525665,0.6585,0.9718,17,0.3133
SLD00736,0.8172941176470588,0.06840304699525665,0.6585,0.9718,17,0.3133
SLD00737,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00738,0.8385058823529412,0.051735740433817075,0.7695,0.9968,17,0.22730000000000006
SLD00739,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00740,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00741,0.7391666666666666,0.07075885311477038,0.5804,0.8458,18,0.26539999999999997
SLD00742,0.7391666666666666,0.07075885311477038,0.5804,0.8458,18,0.26539999999999997
SLD00743,0.8320588235294117,0.04977415316737605,0.7479,0.9606,17,0.2127
SLD00744,0.8320588235294117,0.04977415316737605,0.7479,0.9606,17,0.2127
SLD00745,0.7986222222222222,0.09371676073056551,0.5776,0.8962,18,0.3186
SLD00746,0.819429411764706,0.04791109950608893,0.6978,0.8762,17,0.1784
SLD00747,0.819429411764706,0.04791109950608893,0.6978,0.8762,17,0.1784
SLD00748,0.8320588235294117,0.04977415316737605,0.7479,0.9606,17,0.2127
SLD00749,0.8320588235294117,0.04977415316737605,0.7479,0.9606,17,0.2127
SLD00750,0.8447666666666667,0.05693566028215274,0.6467,0.9308,18,0.2840999999999999
SLD00751,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00752,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00753,0.8088263157894736,0.12049041843927889,0.349,0.9497,19,0.6007
SLD00754,0.8088263157894736,0.12049041843927889,0.349,0.9497,19,0.6007
SLD00755,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00756,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00757,0.8227,0.036694004959938624,0.7345,0.8766,19,0.1421
SLD00758,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00759,0.7916157894736842,0.12300173559370749,0.3131,0.8836,19,0.5705
SLD00760,0.832,0.08782214982565618,0.6537,0.9984,19,0.3447
SLD00761,0.832,0.08782214982565618,0.6537,0.9984,19,0.3447
SLD00762,0.7986222222222222,0.09371676073056551,0.5776,0.8962,18,0.3186
SLD00763,0.832,0.08782214982565618,0.6537,0.9984,19,0.3447
SLD00764,0.832,0.08782214982565618,0.6537,0.9984,19,0.3447
SLD00765,0.7986222222222222,0.09371676073056551,0.5776,0.8962,18,0.3186
SLD00766,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00767,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00768,0.8288470588235295,0.0462292807326571,0.7379,0.9168,17,0.17889999999999995
SLD00769,0.8288470588235295,0.0462292807326571,0.7379,0.9168,17,0.17889999999999995
SLD00770,0.7656684210526317,0.0623659901320119,0.671,0.8706,19,0.1996
SLD00771,0.7656684210526317,0.0623659901320119,0.671,0.8706,19,0.1996
SLD00772,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00773,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00774,0.8094444444444444,0.06585102815064273,0.5882,0.8897,18,0.3015000000000001
SLD00775,0.8094444444444444,0.06585102815064273,0.5882,0.8897,18,0.3015000000000001
SLD00776,0.8053388888888889,0.07847312870087811,0.5342,0.8927,18,0.35850000000000004
SLD00777,0.8053388888888889,0.07847312870087811,0.5342,0.8927,18,0.35850000000000004
SLD00778,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00779,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00780,0.834125,0.05116507726544493,0.6775,0.8949,20,0.21740000000000004
SLD00781,0.834125,0.05116507726544493,0.6775,0.8949,20,0.21740000000000004
SLD00782,0.8516111111111111,0.03965486230684908,0.7807,0.9185,18,0.13780000000000003
SLD00783,0.8516111111111111,0.03965486230684908,0.7807,0.9185,18,0.13780000000000003
SLD00784,0.7656684210526317,0.0623659901320119,0.671,0.8706,19,0.1996
SLD00785,0.7656684210526317,0.0623659901320119,0.671,0.8706,19,0.1996
SLD00786,0.835664705882353,0.039120150516972554,0.7845,0.9459,17,0.1614
SLD00787,0.835664705882353,0.039120150516972554,0.7845,0.9459,17,0.1614
SLD00788,0.7935842105263158,0.09863655657208263,0.4426,0.8745,19,0.43190000000000006
SLD00789,0.8053388888888889,0.07847312870087811,0.5342,0.8927,18,0.35850000000000004
SLD00790,0.8053388888888889,0.07847312870087811,0.5342,0.8927,18,0.35850000000000004
SLD00791,0.8234388888888888,0.07995754122465754,0.5298,0.8896,18,0.3597999999999999
SLD00792,0.8234388888888888,0.07995754122465754,0.5298,0.8896,18,0.3597999999999999
SLD00793,0.8094444444444444,0.06585102815064273,0.5882,0.8897,18,0.3015000000000001
SLD00794,0.8094444444444444,0.06585102815064273,0.5882,0.8897,18,0.3015000000000001
SLD00795,0.835664705882353,0.039120150516972554,0.7845,0.9459,17,0.1614
SLD00796,0.835664705882353,0.039120150516972554,0.7845,0.9459,17,0.1614
SLD00797,0.8340277777777777,0.03309405145687158,0.7684,0.8993,18,0.13090000000000002
SLD00798,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00799,0.8117705882352941,0.06976344641631718,0.6156,0.8968,17,0.2812
SLD00800,0.8053388888888889,0.07847312870087811,0.5342,0.8927,18,0.35850000000000004
SLD00801,0.8053388888888889,0.07847312870087811,0.5342,0.8927,18,0.35850000000000004
SLD00802,0.7837526315789474,0.08685717119003188,0.5036,0.8759,19,0.37229999999999996
SLD00803,0.7837526315789474,0.08685717119003188,0.5036,0.8759,19,0.37229999999999996
SLD00804,0.791721052631579,0.16677036300436657,0.2815,0.9394,19,0.6579
SLD00805,0.791721052631579,0.16677036300436657,0.2815,0.9394,19,0.6579
SLD00806,0.8517388888888889,0.03229115957856121,0.8006,0.9242,18,0.12360000000000004
SLD00807,0.8517388888888889,0.03229115957856121,0.8006,0.9242,18,0.12360000000000004
SLD00808,0.791721052631579,0.16677036300436657,0.2815,0.9394,19,0.6579
SLD00809,0.791721052631579,0.16677036300436657,0.2815,0.9394,19,0.6579
SLD00810,0.7529,0.13136662437620902,0.2816,0.8939,17,0.6123000000000001
SLD00811,0.7529,0.13136662437620902,0.2816,0.8939,17,0.6123000000000001
SLD00812,0.77406875,0.08108207955522599,0.6156,0.8939,16,0.2783
SLD00813,0.77406875,0.08108207955522599,0.6156,0.8939,16,0.2783
SLD00814,0.7973666666666667,0.053279573395218424,0.7125,0.8729,18,0.1604
SLD00815,0.7973666666666667,0.053279573395218424,0.7125,0.8729,18,0.1604
SLD00816,0.791721052631579,0.16677036300436657,0.2815,0.9394,19,0.6579
SLD00817,0.791721052631579,0.16677036300436657,0.2815,0.9394,19,0.6579
SLD00818,0.730505,0.07741250052053673,0.5079,0.834,20,0.32609999999999995
SLD00819,0.730505,0.07741250052053673,0.5079,0.834,20,0.32609999999999995
SLD00820,0.7904055555555556,0.06821877844132175,0.675,0.8857,18,0.2107
SLD00821,0.7904055555555556,0.06821877844132175,0.675,0.8857,18,0.2107
SLD00822,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00823,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00824,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00825,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00826,0.8288705882352941,0.03817515168119636,0.7536,0.8928,17,0.1392
SLD00827,0.8288705882352941,0.03817515168119636,0.7536,0.8928,17,0.1392
SLD00828,0.7051722222222222,0.10034320989106252,0.4202,0.8268,18,0.40659999999999996
SLD00829,0.7051722222222222,0.10034320989106252,0.4202,0.8268,18,0.40659999999999996
SLD00830,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00831,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00832,0.8370529411764707,0.03213339613328827,0.7847,0.8928,17,0.10810000000000008
SLD00833,0.8370529411764707,0.03213339613328827,0.7847,0.8928,17,0.10810000000000008
SLD00834,0.8370529411764707,0.03213339613328827,0.7847,0.8928,17,0.10810000000000008
SLD00835,0.8370529411764707,0.03213339613328827,0.7847,0.8928,17,0.10810000000000008
SLD00836,0.81398125,0.05057976168060369,0.6371,0.8503,16,0.21319999999999995
SLD00837,0.7051722222222222,0.10034320989106252,0.4202,0.8268,18,0.40659999999999996
SLD00838,0.7051722222222222,0.10034320989106252,0.4202,0.8268,18,0.40659999999999996
SLD00839,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00840,0.8194388888888889,0.06361157995660195,0.6031,0.901,18,0.29790000000000005
SLD00841,0.8171823529411765,0.10384554778187484,0.435,0.9041,17,0.4691
SLD00842,0.8171823529411765,0.10384554778187484,0.435,0.9041,17,0.4691
SLD00843,0.7170368421052631,0.08216403113099974,0.5846,0.8855,19,0.30089999999999995
SLD00844,0.7170368421052631,0.08216403113099974,0.5846,0.8855,19,0.30089999999999995
SLD00845,0.762035294117647,0.10786096919864284,0.4202,0.8709,17,0.4507
SLD00846,0.762035294117647,0.10786096919864284,0.4202,0.8709,17,0.4507
SLD00847,0.7652352941176471,0.10772725944008131,0.41,0.8775,17,0.46749999999999997
SLD00848,0.7652352941176471,0.10772725944008131,0.41,0.8775,17,0.46749999999999997
SLD00849,0.8093944444444445,0.04549493148527288,0.6935,0.8726,18,0.17910000000000004
SLD00850,0.8093944444444445,0.04549493148527288,0.6935,0.8726,18,0.17910000000000004
SLD00851,0.8191529411764705,0.1020059748105905,0.435,0.8781,17,0.4431
SLD00852,0.8191529411764705,0.1020059748105905,0.435,0.8781,17,0.4431
SLD00853,0.7534611111111111,0.11665547131158532,0.41,0.8833,18,0.4733
SLD00854,0.7534611111111111,0.11665547131158532,0.41,0.8833,18,0.4733
SLD00855,0.8121823529411765,0.09992461680745966,0.4371,0.8799,17,0.4428
SLD00856,0.8121823529411765,0.09992461680745966,0.4371,0.8799,17,0.4428
SLD00857,0.7817000000000001,0.050536859000605276,0.6818,0.8702,18,0.1884
SLD00858,0.7817000000000001,0.050536859000605276,0.6818,0.8702,18,0.1884
SLD00859,0.8316111111111111,0.06133587270957961,0.6123,0.9079,18,0.2956000000000001
SLD00860,0.8494647058823529,0.02926264558221945,0.7928,0.8956,17,0.1028
SLD00861,0.8494647058823529,0.02926264558221945,0.7928,0.8956,17,0.1028
SLD00862,0.829575,0.030482902311514456,0.7932,0.9131,16,0.1199
SLD00863,0.8316111111111111,0.06133587270957961,0.6123,0.9079,18,0.2956000000000001
SLD00864,0.8316111111111111,0.06133587270957961,0.6123,0.9079,18,0.2956000000000001
SLD00865,0.8494647058823529,0.02926264558221945,0.7928,0.8956,17,0.1028
SLD00866,0.8494647058823529,0.02926264558221945,0.7928,0.8956,17,0.1028
SLD00867,0.8316111111111111,0.06133587270957961,0.6123,0.9079,18,0.2956000000000001
SLD00868,0.7773473684210527,0.10576980964140452,0.41,0.9323,19,0.5223
SLD00869,0.7773473684210527,0.10576980964140452,0.41,0.9323,19,0.5223
SLD00870,0.8263166666666666,0.06761009540002144,0.5839,0.8834,18,0.2995
SLD00871,0.8263166666666666,0.06761009540002144,0.5839,0.8834,18,0.2995
SLD00872,0.8501235294117647,0.02892262370126034,0.8005,0.8994,17,0.09889999999999999
SLD00873,0.8501235294117647,0.02892262370126034,0.8005,0.8994,17,0.09889999999999999
SLD00874,0.8484411764705883,0.03471953806618706,0.7852,0.931,17,0.14580000000000004
SLD00875,0.8484411764705883,0.03471953806618706,0.7852,0.931,17,0.14580000000000004
SLD00876,0.7773473684210527,0.10576980964140452,0.41,0.9323,19,0.5223
SLD00877,0.7773473684210527,0.10576980964140452,0.41,0.9323,19,0.5223
SLD00878,0.8263166666666666,0.06761009540002144,0.5839,0.8834,18,0.2995
SLD00879,0.8263166666666666,0.06761009540002144,0.5839,0.8834,18,0.2995
SLD00880,0.76695,0.05239190777209776,0.6568,0.8228,16,0.16599999999999993
SLD00881,0.76695,0.05239190777209776,0.6568,0.8228,16,0.16599999999999993
SLD00882,0.7886722222222222,0.09676274687609139,0.4418,0.886,18,0.4442
SLD00883,0.7982444444444444,0.05399816143081631,0.6589,0.892,18,0.23309999999999997
SLD00884,0.7982444444444444,0.05399816143081631,0.6589,0.892,18,0.23309999999999997
SLD00885,0.7988315789473684,0.07773775754013243,0.5815,0.9427,19,0.36119999999999997
SLD00886,0.7988315789473684,0.07773775754013243,0.5815,0.9427,19,0.36119999999999997
SLD00887,0.7982444444444444,0.05399816143081631,0.6589,0.892,18,0.23309999999999997
SLD00888,0.7982444444444444,0.05399816143081631,0.6589,0.892,18,0.23309999999999997
SLD00889,0.75485625,0.05223099933628178,0.6663,0.8193,16,0.15300000000000002
SLD00890,0.75485625,0.05223099933628178,0.6663,0.8193,16,0.15300000000000002
SLD00891,0.7982444444444444,0.05399816143081631,0.6589,0.892,18,0.23309999999999997
SLD00892,0.7982444444444444,0.05399816143081631,0.6589,0.892,18,0.23309999999999997
SLD00893,0.8129947368421052,0.04364631171491801,0.713,0.879,19,0.16600000000000004
SLD00894,0.82958125,0.03421725137509831,0.7675,0.8757,16,0.10820000000000007
SLD00895,0.82958125,0.03421725137509831,0.7675,0.8757,16,0.10820000000000007
SLD00896,0.836575,0.03476756150973681,0.7561,0.8739,16,0.11780000000000002
SLD00897,0.836575,0.03476756150973681,0.7561,0.8739,16,0.11780000000000002
SLD00898,0.8222,0.036048578335351855,0.7553,0.8799,16,0.12460000000000004
SLD00899,0.8222,0.036048578335351855,0.7553,0.8799,16,0.12460000000000004
SLD00900,0.8222,0.036048578335351855,0.7553,0.8799,16,0.12460000000000004
SLD00901,0.8222,0.036048578335351855,0.7553,0.8799,16,0.12460000000000004
SLD00902,0.81223125,0.05626779681428208,0.7321,0.9125,16,0.1804
SLD00903,0.81223125,0.05626779681428208,0.7321,0.9125,16,0.1804
SLD00904,0.80980625,0.04407805907326989,0.7321,0.8855,16,0.15339999999999998
SLD00905,0.80980625,0.04407805907326989,0.7321,0.8855,16,0.15339999999999998
SLD00906,0.8313,0.02457198308930675,0.777,0.8806,18,0.10360000000000003
SLD00907,0.8141437499999999,0.06574579295792747,0.6308,0.9162,16,0.2854
SLD00908,0.8141437499999999,0.06574579295792747,0.6308,0.9162,16,0.2854
SLD00909,0.79295,0.05188424295165792,0.6944,0.8722,16,0.17779999999999996
SLD00910,0.79295,0.05188424295165792,0.6944,0.8722,16,0.17779999999999996
SLD00911,0.79295,0.05188424295165792,0.6944,0.8722,16,0.17779999999999996
SLD00912,0.79295,0.05188424295165792,0.6944,0.8722,16,0.17779999999999996
SLD00913,0.8139894736842105,0.029952831339677362,0.7381,0.86,19,0.12190000000000001
SLD00914,0.8527294117647058,0.03254621261963288,0.7745,0.8995,17,0.125
SLD00915,0.8527294117647058,0.03254621261963288,0.7745,0.8995,17,0.125
SLD00916,0.8527294117647058,0.03254621261963288,0.7745,0.8995,17,0.125
SLD00917,0.8210214285714287,0.0398699458542093,0.742,0.8984,14,0.15639999999999998
SLD00918,0.8210214285714287,0.0398699458542093,0.742,0.8984,14,0.15639999999999998
SLD00919,0.7912611111111111,0.06321968363328631,0.6327,0.8864,18,0.2536999999999999
SLD00920,0.8444941176470588,0.039718705772410275,0.7694,0.9,17,0.13060000000000005
SLD00921,0.805121052631579,0.04166174076145706,0.684,0.8637,19,0.17969999999999997
SLD00922,0.7944857142857142,0.05712434287981391,0.7112,0.883,14,0.17179999999999995
SLD00923,0.7944857142857142,0.05712434287981391,0.7112,0.883,14,0.17179999999999995
SLD00924,0.7773736842105263,0.06482813897019708,0.6739,0.8946,19,0.2206999999999999
SLD00925,0.7773736842105263,0.06482813897019708,0.6739,0.8946,19,0.2206999999999999
SLD00926,0.8516588235294117,0.03230617314894186,0.8036,0.903,17,0.09940000000000004
SLD00927,0.7423777777777778,0.06971948462193127,0.61,0.8635,18,0.25350000000000006
SLD00928,0.7423777777777778,0.06971948462193127,0.61,0.8635,18,0.25350000000000006
SLD00929,0.813025,0.056861205286791686,0.6442,0.8917,16,0.24750000000000005
SLD00930,0.813025,0.056861205286791686,0.6442,0.8917,16,0.24750000000000005
SLD00931,0.8493833333333334,0.03324357965435276,0.7872,0.903,18,0.11580000000000001
SLD00932,0.8029105263157895,0.043997018771943064,0.7202,0.8716,19,0.1514000000000001
SLD00933,0.8060571428571429,0.04969522054538992,0.7124,0.8763,14,0.16389999999999993
SLD00934,0.8060571428571429,0.04969522054538992,0.7124,0.8763,14,0.16389999999999993
SLD00935,0.71794375,0.12596475151803382,0.3555,0.8515,16,0.49600000000000005
SLD00936,0.71794375,0.12596475151803382,0.3555,0.8515,16,0.49600000000000005
SLD00937,0.81452,0.05055845555959393,0.7256,0.9253,15,0.1997
SLD00938,0.81452,0.05055845555959393,0.7256,0.9253,15,0.1997
SLD00939,0.8309764705882353,0.03433483161113076,0.7654,0.89,17,0.12460000000000004
SLD00940,0.8309764705882353,0.03433483161113076,0.7654,0.89,17,0.12460000000000004
SLD00941,0.8093357142857143,0.04269373232946242,0.7461,0.866,14,0.1199
SLD00942,0.8093357142857143,0.04269373232946242,0.7461,0.866,14,0.1199
SLD00943,0.7301055555555556,0.08780873246284805,0.497,0.8336,18,0.3366
