ID,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC
SLD00001,0.8325384615384616,0.0317712799674364,0.7883,0.8817,13,0.0934,2.0,0.0
SLD00002,0.7948999999999999,0.0267821055272095,0.7358,0.8344,18,0.0986,8.0,0.0
SLD00003,0.7948999999999999,0.0267821055272095,0.7358,0.8344,18,0.0986,8.0,0.0
SLD00004,0.8007705882352941,0.0421312200853755,0.7033,0.8439,17,0.1405999999999999,8.0,0.0
SLD00005,0.7750315789473684,0.0475169332698189,0.6912,0.9225,19,0.2312999999999999,8.0,0.0
SLD00006,0.7622666666666666,0.0541400036941262,0.6485,0.8354,18,0.1869,8.0,0.0
SLD00007,0.801455,0.0484894722703045,0.6932,0.8618,20,0.1685999999999999,8.0,0.0
SLD00008,0.76063,0.0760419558706348,0.6126,0.8412,20,0.2285999999999999,8.0,0.0
SLD00009,0.76063,0.0760419558706348,0.6126,0.8412,20,0.2285999999999999,8.0,0.0
SLD00010,0.76063,0.0760419558706348,0.6126,0.8412,20,0.2285999999999999,8.0,0.0
SLD00011,0.8551166666666666,0.0638664714578047,0.7768,0.9808,18,0.2039999999999999,2.0,0.0
SLD00012,0.8046941176470588,0.0442179046115405,0.7358,0.8909,17,0.1551,8.0,0.0
SLD00013,0.8072684210526316,0.0452227825158905,0.6525,0.8542,19,0.2017,8.0,0.0
SLD00014,0.8484705882352941,0.0479315888103279,0.7677,0.9449,17,0.1771999999999999,2.0,0.0
SLD00015,0.8484705882352941,0.0479315888103279,0.7677,0.9449,17,0.1771999999999999,2.0,0.0
SLD00016,0.827475,0.0497998192767805,0.7394,0.9178,16,0.1784,8.0,0.0
SLD00017,0.8219095238095239,0.0589509873094751,0.6866,0.9229,21,0.2363,8.0,0.0
SLD00018,0.8371578947368421,0.044911076532651,0.7595,0.9275,19,0.168,2.0,0.0
SLD00019,0.8119176470588235,0.0457063485100007,0.7195,0.8846,17,0.1651,8.0,0.0
SLD00020,0.786435294117647,0.0515593219163188,0.6717,0.864,17,0.1923,8.0,0.0
SLD00021,0.8246411764705882,0.1561060699445393,0.2333,0.9527,17,0.7194,2.0,0.0
SLD00022,0.8266133333333333,0.0338504666915848,0.7729,0.8739,15,0.1009999999999999,8.0,0.0
SLD00023,0.8266133333333333,0.0338504666915848,0.7729,0.8739,15,0.1009999999999999,8.0,0.0
SLD00024,0.759,0.128643441340785,0.3316,0.8653,17,0.5337,8.0,0.0
SLD00025,0.8272625,0.0380526280301374,0.7578,0.8867,16,0.1289,8.0,0.0
SLD00026,0.8578600000000001,0.0642156055799523,0.6416,0.915,15,0.2734000000000001,8.0,0.0
SLD00027,0.7468866666666667,0.0572796382005067,0.6487,0.833,15,0.1842999999999999,8.0,0.0
SLD00028,0.8103058823529412,0.0518458950953235,0.663,0.8973,17,0.2342999999999999,2.0,0.0
SLD00029,0.6584,0.0994229416851731,0.4927,0.8281,16,0.3353999999999999,8.0,0.0
SLD00030,0.8320705882352941,0.0403482150272147,0.7361,0.8973,17,0.1612,2.0,0.0
SLD00031,0.8505875,0.0301731862199978,0.8105,0.8991,16,0.0886,2.0,0.0
SLD00032,0.8422058823529412,0.0296692700994698,0.7932,0.9,17,0.1068,2.0,0.0
SLD00033,0.832,0.0413767597813072,0.7785,0.9286,17,0.1501,2.0,0.0
SLD00034,0.8125294117647059,0.0478635268851173,0.7327,0.9038,17,0.1711,2.0,0.0
SLD00035,0.8111875,0.0384915033914413,0.7421,0.868,16,0.1259,2.0,0.0
SLD00036,0.8575357142857143,0.0285639527307478,0.8098,0.9109,14,0.1011,2.0,0.0
SLD00037,0.8613,0.0411255862712478,0.806,0.9529,14,0.1468999999999999,2.0,0.0
SLD00038,0.7931875,0.1664988483443654,0.2002,0.8827,16,0.6825000000000001,2.0,0.0
SLD00039,0.8284235294117647,0.0630746237544442,0.6357,0.8937,17,0.258,8.0,0.0
SLD00040,0.8332705882352941,0.0547381124618154,0.7159,0.9178,17,0.2018999999999999,2.0,0.0
SLD00041,0.6983809523809524,0.0998234572585403,0.5184,0.9082,21,0.3898,14.0,0.0
SLD00042,0.85483125,0.042594533589026,0.7855,0.9642,16,0.1786999999999999,2.0,0.0
SLD00043,0.7829,0.0675364028823398,0.7006,0.9091,15,0.2085,2.0,0.0
SLD00044,0.8327529411764706,0.0589692517084863,0.7145,0.9124,17,0.1978999999999999,8.0,0.0
SLD00045,0.75118125,0.103498536020242,0.4445,0.8667,16,0.4222,8.0,0.0
SLD00046,0.79262,0.0565183307811343,0.6741,0.8689,15,0.1947999999999999,8.0,0.0
SLD00047,0.72740625,0.0926224484578838,0.5723,0.8556,16,0.2833,8.0,0.0
SLD00048,0.7971125,0.0977929777642546,0.6227,0.9393,16,0.3166,2.0,0.0
SLD00049,0.8337352941176471,0.0645846435034721,0.7456,0.9926,17,0.247,2.0,0.0
SLD00050,0.7894666666666666,0.0964935048103665,0.5427,0.9127,18,0.37,8.0,0.0
SLD00051,0.7651833333333333,0.0769932789274492,0.6018,0.8665,18,0.2647,8.0,0.0
SLD00052,0.7889882352941177,0.0743048440745364,0.6489,0.9035,17,0.2545999999999999,2.0,0.0
SLD00053,0.810235294117647,0.0543571975590224,0.6918,0.9034,17,0.2116,8.0,0.0
SLD00054,0.8280882352941177,0.0591432570369706,0.6738,0.9051,17,0.2313,8.0,0.0
SLD00055,0.8266625,0.0448958776875264,0.7445,0.9167,16,0.1721999999999999,2.0,0.0
SLD00056,0.8266625,0.0448958776875264,0.7445,0.9167,16,0.1721999999999999,2.0,0.0
SLD00057,0.6568944444444444,0.1075088968806615,0.4791,0.8422,18,0.3630999999999999,8.0,0.0
SLD00058,0.841325,0.0464908378070346,0.7479,0.9197,16,0.1717999999999999,2.0,0.0
SLD00059,0.82342,0.0661989231677632,0.6818,0.9304,15,0.2486,2.0,0.0
SLD00060,0.8105882352941176,0.0558380345547833,0.7303,0.9162,17,0.1859,2.0,0.0
SLD00061,0.8394066666666667,0.041252730934131,0.7801,0.9291,15,0.149,2.0,0.0
SLD00062,0.8197666666666666,0.0451821024405945,0.7265,0.9112,15,0.1846999999999999,8.0,0.0
SLD00063,0.7228166666666667,0.076643078425832,0.5923,0.8841,18,0.2917999999999999,9.0,0.0
SLD00064,0.8043933333333333,0.0749212583475542,0.6771,0.9057,15,0.2285999999999999,2.0,0.0
SLD00065,0.769290909090909,0.0947659166633181,0.5413,0.887,22,0.3457,2.0,0.0
SLD00066,0.8283263157894737,0.0738763594881885,0.7075,0.9144,19,0.2068999999999999,2.0,0.0
SLD00067,0.811104761904762,0.0792418290815556,0.6574,0.8932,21,0.2358,2.0,0.0
SLD00068,0.83245,0.0714045737883416,0.6608,0.9128,20,0.2519999999999999,2.0,0.0
SLD00069,0.833647619047619,0.0663580260333866,0.6989,0.9269,21,0.2279999999999999,2.0,0.0
SLD00070,0.79962,0.0773173065667503,0.6688,0.9181,20,0.2493,2.0,0.0
SLD00071,0.8452941176470588,0.0264968033588071,0.8012,0.8805,17,0.0792999999999999,2.0,0.0
SLD00072,0.8248736842105263,0.0675704639790137,0.6774,0.8937,19,0.2163,2.0,0.0
SLD00073,0.77364375,0.0749734261255279,0.6687,0.9759,16,0.3072,8.0,0.0
SLD00074,0.77364375,0.0749734261255279,0.6687,0.9759,16,0.3072,8.0,0.0
SLD00075,0.78638125,0.0566647594041776,0.6605,0.8703,16,0.2098,8.0,0.0
SLD00076,0.7656,0.0468324673704045,0.6817,0.8881,14,0.2064,8.0,0.0
SLD00077,0.804375,0.0822739043277595,0.522,0.8901,16,0.3681,8.0,0.0
SLD00078,0.78616875,0.0507281870199727,0.6627,0.8749,16,0.2122,8.0,0.0
SLD00079,0.804375,0.0822739043277595,0.522,0.8901,16,0.3681,8.0,0.0
SLD00080,0.75778,0.0516059132824358,0.6765,0.8667,15,0.1902,8.0,0.0
SLD00081,0.7555866666666666,0.0480566015483924,0.6585,0.8362,15,0.1777,8.0,0.0
SLD00082,0.8075733333333334,0.0379973771024615,0.7524,0.9008,15,0.1484000000000001,8.0,0.0
SLD00083,0.7748285714285714,0.0637360353159984,0.6864,0.8742,14,0.1877999999999999,8.0,0.0
SLD00084,0.8029875,0.0678843121297795,0.6864,0.9055,16,0.2190999999999999,8.0,0.0
SLD00085,0.8006125,0.0385194993910011,0.6953,0.8744,16,0.1790999999999999,8.0,0.0
SLD00086,0.8524785714285714,0.0435629196339383,0.787,0.9785,14,0.1915,2.0,0.0
SLD00087,0.83375,0.0401204484597989,0.7289,0.8801,14,0.1512,8.0,0.0
SLD00088,0.7837866666666666,0.0419937217529795,0.7139,0.8542,15,0.1402999999999999,8.0,0.0
SLD00089,0.8323857142857143,0.0421469746545048,0.7276,0.8744,14,0.1467999999999999,8.0,0.0
SLD00090,0.8323857142857143,0.0421469746545048,0.7276,0.8744,14,0.1467999999999999,8.0,0.0
SLD00091,0.8177428571428571,0.0782749268656584,0.5605,0.8767,14,0.3162,2.0,0.0
SLD00092,0.7557071428571429,0.0736872232353199,0.6194,0.9089,14,0.2895000000000001,8.0,0.0
SLD00093,0.8237823529411765,0.0747267458418848,0.6033,0.9,17,0.2967000000000001,2.0,0.0
SLD00094,0.8277285714285715,0.0589348588054437,0.7055,0.9008,14,0.1953,2.0,0.0
SLD00095,0.8592083333333332,0.0216078461479045,0.8288,0.8865,12,0.0576999999999999,2.0,0.0
SLD00096,0.8352499999999999,0.0351011136834457,0.749,0.8841,12,0.1351,2.0,0.0
SLD00097,0.8303615384615384,0.0339055437566763,0.7419,0.864,13,0.1220999999999999,2.0,0.0
SLD00098,0.84605,0.0560514838889555,0.6724,0.9116,14,0.2391999999999999,2.0,0.0
SLD00099,0.8346800000000001,0.071803145573754,0.6462,0.9047,15,0.2584999999999999,2.0,0.0
SLD00100,0.84966,0.039812575184948,0.73,0.9047,15,0.1746999999999999,2.0,0.0
SLD00101,0.8618923076923076,0.0266309801277403,0.8216,0.8957,13,0.0741,2.0,0.0
SLD00102,0.8277666666666667,0.0403182104667121,0.7726,0.9207,15,0.1481,8.0,0.0
SLD00103,0.8625999999999999,0.0189052461854727,0.8337,0.8958,13,0.0621,2.0,0.0
SLD00104,0.8577333333333333,0.0757937526526855,0.623,0.9369,18,0.3138999999999999,2.0,0.0
SLD00105,0.83339375,0.0405701445030702,0.7651,0.9044,16,0.1392999999999999,8.0,0.0
SLD00106,0.8580933333333333,0.0531553446669915,0.6788,0.9084,15,0.2296,2.0,0.0
SLD00107,0.8091333333333334,0.040537472376391,0.759,0.9085,15,0.1494999999999999,8.0,0.0
SLD00108,0.85512,0.0273769767714197,0.8162,0.896,15,0.0797999999999999,2.0,0.0
SLD00109,0.8385,0.0513872617159804,0.7315,0.9431,16,0.2116,8.0,0.0
SLD00110,0.7885642857142857,0.0467932705080032,0.7067,0.9114,14,0.2047,8.0,0.0
SLD00111,0.8584588235294117,0.0262067276387078,0.7931,0.8899,17,0.0968,8.0,0.0
SLD00112,0.8551538461538463,0.0708573404264349,0.6721,0.9171,13,0.245,2.0,0.0
SLD00113,0.8551538461538463,0.0708573404264349,0.6721,0.9171,13,0.245,2.0,0.0
SLD00114,0.8796941176470588,0.0294375285687385,0.843,0.9717,17,0.1287,2.0,0.0
SLD00115,0.839375,0.039852218675167,0.7457,0.892,16,0.1462999999999999,8.0,0.0
SLD00116,0.77729375,0.0971538674388896,0.5159,0.888,16,0.3721,2.0,0.0
SLD00117,0.8283,0.0453911570997825,0.7497,0.9313,15,0.1815999999999999,2.0,0.0
SLD00118,0.8380823529411765,0.0511187738909849,0.7059,0.8844,17,0.1785,8.0,0.0
SLD00119,0.8496533333333333,0.0284462868946939,0.7809,0.8912,15,0.1102999999999999,2.0,0.0
SLD00120,0.8399125,0.0517121633016192,0.7052,0.9364,16,0.2311999999999999,2.0,0.0
SLD00121,0.8088052631578947,0.0479577530944824,0.7196,0.9505,19,0.2309,8.0,0.0
SLD00122,0.8088052631578947,0.0479577530944824,0.7196,0.9505,19,0.2309,8.0,0.0
SLD00123,0.80370625,0.1067305483839248,0.4683,0.8995,16,0.4311999999999999,2.0,0.0
SLD00124,0.7691285714285714,0.0471144339890642,0.6677,0.823,14,0.1553,8.0,0.0
SLD00125,0.81481875,0.0822344795386947,0.5284,0.8939,16,0.3655,8.0,0.0
SLD00126,0.82345,0.0597939127336554,0.6443,0.8961,16,0.2518,8.0,0.0
SLD00127,0.8355374999999999,0.0364319434013613,0.7666,0.8926,16,0.126,2.0,0.0
SLD00128,0.8378875,0.042880809616113,0.7456,0.8983,16,0.1526999999999999,8.0,0.0
SLD00129,0.8285941176470588,0.0571606122101162,0.6416,0.8719,17,0.2303,8.0,0.0
SLD00130,0.8268833333333334,0.0640971161138911,0.6031,0.887,18,0.2839,8.0,0.0
SLD00131,0.8588,0.0511566344670952,0.7961,0.9864,17,0.1903,8.0,0.0
SLD00132,0.76842,0.1665304630123603,0.3115,0.8901,10,0.5786,2.0,0.0
SLD00133,0.79506,0.0624117296667861,0.6377,0.8863,15,0.2485999999999999,8.0,0.0
SLD00134,0.8191428571428572,0.0956874054431384,0.5185,0.9267,14,0.4082,8.0,0.0
SLD00135,0.8191428571428572,0.0956874054431384,0.5185,0.9267,14,0.4082,8.0,0.0
SLD00136,0.8018857142857143,0.0506075071527909,0.7015,0.8759,14,0.1744,8.0,0.0
SLD00137,0.8203625,0.0733100254626427,0.62,0.957,16,0.3369999999999999,8.0,0.0
SLD00138,0.8305866666666667,0.0622497259508214,0.7088,0.9237,15,0.2148999999999999,2.0,0.0
SLD00139,0.8388307692307693,0.028410338042556,0.7922,0.894,13,0.1018,8.0,0.0
SLD00140,0.8042714285714286,0.0618310032834092,0.7195,0.9241,14,0.2046,8.0,0.0
SLD00141,0.8381733333333333,0.0502931899205146,0.6732,0.8939,15,0.2207,8.0,0.0
SLD00142,0.8508125,0.0343244883428726,0.7806,0.9158,16,0.1352,2.0,0.0
SLD00143,0.7894235294117646,0.1180467996676094,0.3822,0.8906,17,0.5084,8.0,0.0
SLD00144,0.8072642857142858,0.1002088941787478,0.5529,0.9982,14,0.4453,2.0,0.0
SLD00145,0.8072642857142858,0.1002088941787478,0.5529,0.9982,14,0.4453,2.0,0.0
SLD00146,0.7427333333333334,0.1101572620436455,0.5286,0.9059,15,0.3773000000000001,8.0,0.0
SLD00147,0.8150875,0.0578422437900421,0.6435,0.8674,16,0.2239,8.0,0.0
SLD00148,0.8159142857142857,0.0380751656826105,0.7508,0.8743,14,0.1234999999999999,2.0,0.0
SLD00149,0.7236058823529411,0.1073893062098609,0.466,0.8867,17,0.4207,8.0,0.0
SLD00150,0.7260692307692308,0.0520542406952495,0.6387,0.8188,13,0.1800999999999999,8.0,0.0
SLD00151,0.8299066666666667,0.0368986152792189,0.761,0.9139,15,0.1529,8.0,0.0
SLD00152,0.5709562499999999,0.0883408321502576,0.4387,0.7884,16,0.3497,9.0,0.0
SLD00153,0.8350538461538461,0.035990290713483,0.7733,0.9102,13,0.1369,2.0,0.0
SLD00154,0.8084928571428571,0.0283865478510702,0.7548,0.8613,14,0.1064999999999999,8.0,0.0
SLD00155,0.7477166666666667,0.0836517096622165,0.5483,0.831,18,0.2826999999999999,8.0,0.0
SLD00156,0.8253294117647059,0.0512589231830161,0.7385,0.9263,17,0.1877999999999999,2.0,0.0
SLD00157,0.8253294117647059,0.0512589231830161,0.7385,0.9263,17,0.1877999999999999,2.0,0.0
SLD00158,0.8253294117647059,0.0512589231830161,0.7385,0.9263,17,0.1877999999999999,2.0,0.0
SLD00159,0.8253294117647059,0.0512589231830161,0.7385,0.9263,17,0.1877999999999999,2.0,0.0
SLD00160,0.8253294117647059,0.0512589231830161,0.7385,0.9263,17,0.1877999999999999,2.0,0.0
SLD00161,0.8253294117647059,0.0512589231830161,0.7385,0.9263,17,0.1877999999999999,2.0,0.0
SLD00162,0.7726666666666667,0.0648157294788756,0.6494,0.8414,12,0.192,8.0,0.0
SLD00163,0.7878307692307692,0.0351843806400743,0.722,0.8617,13,0.1397,8.0,0.0
SLD00164,0.7876785714285715,0.1206982708344141,0.3806,0.863,14,0.4824,8.0,0.0
SLD00165,0.7473529411764706,0.0839650010245865,0.5788,0.8734,17,0.2946,8.0,0.0
SLD00166,0.7946823529411765,0.0665148783665553,0.561,0.8745,17,0.3135,2.0,0.0
SLD00167,0.8245823529411764,0.0317664964092303,0.7697,0.8654,17,0.0956999999999999,2.0,0.0
SLD00168,0.8248916666666667,0.0466533923220114,0.7134,0.8974,12,0.1839999999999999,2.0,0.0
SLD00169,0.7263846153846154,0.0453179112153581,0.6394,0.7919,13,0.1525,8.0,0.0
SLD00170,0.8036866666666665,0.0403761044372016,0.704,0.8554,15,0.1514000000000001,8.0,0.0
SLD00171,0.8141846153846154,0.0557397501213428,0.712,0.954,13,0.242,8.0,0.0
SLD00172,0.7092153846153846,0.0868768558185842,0.5174,0.8163,13,0.2989,8.0,0.0
SLD00173,0.80246,0.1012255176749984,0.5813,0.897,15,0.3157,2.0,0.0
SLD00174,0.72416875,0.0479071284709627,0.6357,0.8066,16,0.1708999999999999,8.0,0.0
SLD00175,0.8439285714285714,0.0426514032336826,0.7507,0.8991,14,0.1483999999999999,2.0,0.0
SLD00176,0.8439285714285714,0.0426514032336826,0.7507,0.8991,14,0.1483999999999999,2.0,0.0
SLD00177,0.83396875,0.0389042880027382,0.7786,0.9154,16,0.1368,8.0,0.0
SLD00178,0.7682,0.0361851534932952,0.6968,0.8164,16,0.1196,8.0,0.0
SLD00179,0.80400625,0.0515968147434186,0.683,0.8984,16,0.2153999999999999,8.0,0.0
SLD00180,0.8159,0.046594558235301,0.7284,0.8937,15,0.1653,8.0,0.0
SLD00181,0.8330500000000001,0.0419016055235899,0.7581,0.9332,12,0.1751,8.0,0.0
SLD00182,0.7898625,0.0605033539015262,0.676,0.8984,16,0.2223999999999999,8.0,0.0
SLD00183,0.8186199999999999,0.0269348738361892,0.7551,0.8618,15,0.1067,8.0,0.0
SLD00184,0.80576875,0.0296866236712765,0.7537,0.8697,16,0.1159999999999999,8.0,0.0
SLD00185,0.7614125,0.0590204357263933,0.6245,0.825,16,0.2004999999999999,8.0,0.0
SLD00186,0.7804733333333334,0.0439523519063,0.7157,0.8745,15,0.1588,8.0,0.0
SLD00187,0.7614125,0.0590204357263933,0.6245,0.825,16,0.2004999999999999,8.0,0.0
SLD00188,0.7804733333333334,0.0439523519063,0.7157,0.8745,15,0.1588,8.0,0.0
SLD00189,0.80682,0.0388240757409994,0.7453,0.8997,15,0.1544000000000001,8.0,0.0
SLD00190,0.79700625,0.1403530570561254,0.3202,0.9876,16,0.6674,8.0,0.0
SLD00191,0.79700625,0.1403530570561254,0.3202,0.9876,16,0.6674,8.0,0.0
SLD00192,0.810575,0.036036490765149,0.7359,0.8623,16,0.1263999999999999,8.0,0.0
SLD00193,0.8079928571428571,0.0781805746509147,0.6356,0.9466,14,0.3109999999999999,8.0,0.0
SLD00194,0.8349384615384616,0.0559393352728581,0.7687,0.9611,13,0.1923999999999999,8.0,0.0
SLD00195,0.829175,0.0515864646330152,0.7664,0.9875,16,0.2211,8.0,0.0
SLD00196,0.7984066666666667,0.0586300443052714,0.6603,0.878,15,0.2177,8.0,0.0
SLD00197,0.8244642857142858,0.0488450549759584,0.7394,0.9157,14,0.1763,8.0,0.0
SLD00198,0.8211666666666667,0.0466869462738885,0.7315,0.9166,15,0.1850999999999999,8.0,0.0
SLD00199,0.8423928571428572,0.0342550942710202,0.7981,0.9198,14,0.1216999999999999,8.0,0.0
SLD00200,0.78566,0.1150556933464336,0.4581,0.9438,15,0.4856999999999999,8.0,0.0
SLD00201,0.785325,0.0598668021527791,0.6894,0.9323,16,0.2429,8.0,0.0
SLD00202,0.7997583333333332,0.0490865369124835,0.689,0.8824,12,0.1934,2.0,0.0
SLD00203,0.7849583333333333,0.0696896556603676,0.665,0.9083,12,0.2432999999999999,8.0,0.0
SLD00204,0.8031769230769231,0.0867970732402707,0.5319,0.8836,13,0.3517,8.0,0.0
SLD00205,0.7849583333333333,0.0696896556603676,0.665,0.9083,12,0.2432999999999999,8.0,0.0
SLD00206,0.7967153846153846,0.0619809761963814,0.7099,0.9178,13,0.2078999999999999,8.0,0.0
SLD00207,0.754,0.0725268351590072,0.6714,0.8668,12,0.1954,8.0,0.0
SLD00208,0.7754615384615384,0.0589672584075481,0.696,0.8691,13,0.1731,8.0,0.0
SLD00209,0.7754615384615384,0.0589672584075481,0.696,0.8691,13,0.1731,8.0,0.0
SLD00210,0.7970533333333333,0.0741216169227176,0.6543,0.8993,15,0.245,8.0,0.0
SLD00211,0.7819400000000001,0.0988954050644272,0.6464,0.9904,15,0.344,8.0,0.0
SLD00212,0.7819400000000001,0.0988954050644272,0.6464,0.9904,15,0.344,8.0,0.0
SLD00213,0.7819400000000001,0.0988954050644272,0.6464,0.9904,15,0.344,8.0,0.0
SLD00214,0.7210769230769232,0.1026749657401627,0.5494,0.8922,13,0.3428,8.0,0.0
SLD00215,0.7761846153846155,0.0750576094982364,0.6558,0.8731,13,0.2172999999999999,8.0,0.0
SLD00216,0.7993357142857143,0.0467544256587685,0.7101,0.8716,14,0.1615000000000001,8.0,0.0
SLD00217,0.7993357142857143,0.0467544256587685,0.7101,0.8716,14,0.1615000000000001,8.0,0.0
SLD00218,0.7935666666666666,0.1145966819930207,0.5907,0.9563,15,0.3656,8.0,0.0
SLD00219,0.7949,0.0730059428560969,0.5658,0.8688,14,0.303,2.0,0.0
SLD00220,0.86675625,0.0376916077087017,0.8166,0.9315,16,0.1149,2.0,0.0
SLD00221,0.8250333333333334,0.0454756083233743,0.7468,0.908,15,0.1612,2.0,0.0
SLD00222,0.8056583333333333,0.0715363157403075,0.7051,0.9196,12,0.2145,8.0,0.0
SLD00223,0.8008466666666667,0.0843846708038057,0.6061,0.9327,15,0.3266,8.0,0.0
SLD00224,0.8131142857142857,0.0478980464856642,0.7428,0.8967,14,0.1539,2.0,0.0
SLD00225,0.81412,0.043848167325189,0.7523,0.9179,10,0.1656,8.0,0.0
SLD00226,0.8632363636363636,0.0211825528549924,0.8426,0.9194,11,0.0767999999999999,2.0,0.0
SLD00227,0.8195583333333333,0.027942911227694,0.7865,0.8707,12,0.0842,8.0,0.0
SLD00228,0.8770636363636364,0.0366752034139491,0.8125,0.9534,11,0.1409,2.0,0.0
SLD00229,0.7969083333333334,0.0467238980770563,0.7259,0.8657,12,0.1398,8.0,0.0
SLD00230,0.8336866666666667,0.0383976350958282,0.7397,0.8967,15,0.157,2.0,0.0
SLD00231,0.80495625,0.0680326977146528,0.6065,0.9119,16,0.3054,8.0,0.0
SLD00232,0.8198266666666666,0.0697751845640868,0.623,0.8946,15,0.2715999999999999,2.0,0.0
SLD00233,0.8198266666666666,0.0697751845640868,0.623,0.8946,15,0.2715999999999999,2.0,0.0
SLD00234,0.7224222222222223,0.0731192382792377,0.5836,0.8347,18,0.2511,8.0,0.0
SLD00235,0.8354666666666667,0.0276890299749265,0.7786,0.8671,15,0.0885,2.0,0.0
SLD00236,0.5536454545454546,0.0850047154281552,0.3775,0.7557,22,0.3782,12.0,0.0
SLD00237,0.7962083333333333,0.071348892561111,0.6938,0.9347,12,0.2409,2.0,0.0
SLD00238,0.7514388888888889,0.0448929594753733,0.6707,0.8716,18,0.2009,8.0,0.0
SLD00239,0.7758181818181819,0.1215768959809537,0.415,0.8412,11,0.4261999999999999,2.0,0.0
SLD00240,0.79725,0.0499982055233541,0.6849,0.8447,10,0.1598,8.0,0.0
SLD00241,0.8014833333333332,0.0581981854345888,0.6849,0.8897,12,0.2048000000000001,8.0,0.0
SLD00242,0.8039636363636364,0.049103732500234,0.7323,0.8899,11,0.1576,8.0,0.0
SLD00243,0.8267357142857144,0.0308083307200867,0.7694,0.8665,14,0.0971,2.0,0.0
SLD00244,0.8267357142857144,0.0308083307200867,0.7694,0.8665,14,0.0971,2.0,0.0
SLD00245,0.8241466666666667,0.0291291426647086,0.7759,0.8774,15,0.1014999999999999,2.0,0.0
SLD00246,0.8241466666666667,0.0291291426647086,0.7759,0.8774,15,0.1014999999999999,2.0,0.0
SLD00247,0.8249363636363637,0.0375292491991852,0.7552,0.8888,11,0.1336,2.0,0.0
SLD00248,0.8350666666666666,0.0314486807960131,0.7692,0.8882,15,0.119,2.0,0.0
SLD00249,0.7650818181818182,0.0592674078761981,0.6758,0.8582,11,0.1824,8.0,0.0
SLD00250,0.7728545454545455,0.0717222749727916,0.6957,0.9346,11,0.2389,8.0,0.0
SLD00251,0.7981461538461538,0.0510739107468222,0.7194,0.877,13,0.1575999999999999,2.0,0.0
SLD00252,0.8092733333333333,0.0446172687046917,0.7197,0.8711,15,0.1513999999999999,2.0,0.0
SLD00253,0.8315,0.0137187827448356,0.8138,0.8577,13,0.0439,8.0,0.0
SLD00254,0.8411384615384615,0.0190303502534564,0.8112,0.8861,13,0.0748999999999999,8.0,0.0
SLD00255,0.8457399999999999,0.0224929449256554,0.8175,0.8935,15,0.0759999999999999,8.0,0.0
SLD00256,0.8082692307692307,0.0580081371391891,0.6895,0.873,13,0.1835,8.0,0.0
SLD00257,0.7585333333333334,0.0701041741845322,0.5683,0.8684,15,0.3000999999999999,2.0,0.0
SLD00258,0.80893125,0.0652998593030643,0.6687,0.9084,16,0.2397,8.0,0.0
SLD00259,0.8371933333333333,0.026502842614834,0.7978,0.8794,15,0.0816,2.0,0.0
SLD00260,0.8434866666666667,0.0175519582410407,0.8131,0.8723,15,0.0591999999999999,8.0,0.0
SLD00261,0.7143235294117647,0.0894237421592537,0.5242,0.8221,17,0.2979,8.0,0.0
SLD00262,0.8518833333333333,0.0205097685520974,0.8225,0.8815,12,0.0589999999999999,2.0,0.0
SLD00263,0.7246166666666666,0.0585110070087369,0.6273,0.8645,18,0.2372,9.0,0.0
SLD00264,0.6823888888888888,0.0584675766244836,0.569,0.7944,18,0.2254,9.0,0.0
SLD00265,0.8214071428571429,0.0651106923073872,0.6249,0.8962,14,0.2713,2.0,0.0
SLD00266,0.8032285714285715,0.0499625310156972,0.749,0.9239,14,0.1749,8.0,0.0
SLD00267,0.8188714285714286,0.0705017122385791,0.591,0.8864,14,0.2954,8.0,0.0
SLD00268,0.8069538461538461,0.0369650423910802,0.7399,0.8602,13,0.1202999999999999,8.0,0.0
SLD00269,0.708935294117647,0.0692945970222108,0.5497,0.8214,17,0.2717,8.0,0.0
SLD00270,0.8310714285714286,0.0466744111836524,0.6814,0.8775,14,0.1960999999999999,8.0,0.0
SLD00271,0.8370866666666666,0.0281235505446609,0.7786,0.8737,15,0.0951,8.0,0.0
SLD00272,0.8239642857142856,0.0752848396950679,0.5696,0.8788,14,0.3092,8.0,0.0
SLD00273,0.6918625,0.0722655092927001,0.5468,0.8006,16,0.2538,8.0,0.0
SLD00274,0.8370866666666666,0.0281235505446609,0.7786,0.8737,15,0.0951,8.0,0.0
SLD00275,0.7856411764705883,0.0894412381037372,0.5024,0.8571,17,0.3547,2.0,0.0
SLD00276,0.7801875,0.0369904649876154,0.732,0.8535,16,0.1215,8.0,0.0
SLD00277,0.8395625,0.0252890193562344,0.7904,0.8826,16,0.0922,8.0,0.0
SLD00278,0.7542583333333334,0.0519643314440226,0.6499,0.8163,12,0.1664,8.0,0.0
SLD00279,0.83045625,0.039852577812901,0.7704,0.9143,16,0.1439,2.0,0.0
SLD00280,0.7816833333333334,0.0523946012717363,0.6976,0.8647,12,0.1671,8.0,0.0
SLD00281,0.7844111111111112,0.0440311639488761,0.6918,0.8627,18,0.1709,8.0,0.0
SLD00282,0.8047866666666667,0.0353516592188232,0.7517,0.8718,15,0.1200999999999999,8.0,0.0
SLD00283,0.8521,0.0342825757492053,0.7833,0.9252,17,0.1419,8.0,0.0
