ID,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC
SLD02492,0.6303684210526316,0.1204629313783177,0.4335,0.9169,19,0.4834,12.0,0.0
SLD02493,0.78453125,0.085300150205026,0.6303,0.9675,16,0.3372,2.0,0.0
SLD02494,0.8095466666666666,0.0680167927444252,0.6979,0.8932,15,0.1953,8.0,0.0
SLD02495,0.8095466666666666,0.0680167927444252,0.6979,0.8932,15,0.1953,8.0,0.0
SLD02496,0.7593647058823529,0.0971344811406875,0.562,0.8708,17,0.3087999999999999,2.0,0.0
SLD02497,0.772485,0.0638655683118022,0.652,0.8605,20,0.2085,8.0,0.0
SLD02498,0.8095466666666666,0.0680167927444252,0.6979,0.8932,15,0.1953,8.0,0.0
SLD02499,0.6303684210526316,0.1204629313783177,0.4335,0.9169,19,0.4834,12.0,0.0
SLD02500,0.8103466666666667,0.0443244026092475,0.7461,0.8612,15,0.1150999999999999,8.0,0.0
SLD02501,0.79256,0.0920427669475902,0.5331,0.9122,20,0.3791,2.0,0.0
SLD02502,0.6568947368421053,0.1184881685311716,0.4959,0.998,19,0.5021,12.0,0.0
SLD02503,0.7815823529411764,0.1033002736884934,0.6037,0.9445,17,0.3408,2.0,0.0
SLD02504,0.8011133333333333,0.0536067008959923,0.7052,0.8812,15,0.1759999999999999,2.0,0.0
SLD02505,0.7602599999999999,0.0632345375316535,0.6489,0.8611,20,0.2121999999999999,8.0,0.0
SLD02506,0.7656588235294117,0.0982980484217739,0.5726,0.8964,17,0.3238,2.0,0.0
SLD02507,0.76285625,0.087116396992759,0.5253,0.8661,16,0.3408,2.0,0.0
SLD02508,0.7399684210526316,0.0664407593493932,0.6112,0.8379,19,0.2267,14.0,0.0
SLD02509,0.5444722222222222,0.0809691720969491,0.4242,0.6845,18,0.2603,12.0,0.0
SLD02510,0.7780400000000001,0.0717402736065514,0.6426,0.8606,15,0.218,8.0,0.0
SLD02511,0.7875428571428572,0.045963525912246,0.7147,0.8422,14,0.1274999999999999,8.0,0.0
SLD02512,0.70048,0.0584238649868356,0.5882,0.7888,20,0.2006,12.0,0.0
SLD02513,0.77519375,0.091642380798042,0.5867,0.8667,16,0.28,2.0,0.0
SLD02514,0.7735714285714286,0.0499727068365465,0.6716,0.8419,14,0.1703,8.0,0.0
SLD02515,0.7735714285714286,0.0499727068365465,0.6716,0.8419,14,0.1703,8.0,0.0
SLD02516,0.7735714285714286,0.0499727068365465,0.6716,0.8419,14,0.1703,8.0,0.0
SLD02517,0.7735153846153846,0.1194411699412019,0.4091,0.8723,13,0.4631999999999999,2.0,0.0
SLD02518,0.659115,0.0764884323899613,0.4793,0.784,20,0.3047,14.0,0.0
SLD02519,0.7126285714285714,0.0607983235201197,0.6092,0.8207,21,0.2115,14.0,0.0
SLD02520,0.8183529411764706,0.0665752217199373,0.6616,0.9051,17,0.2435,8.0,0.0
SLD02521,0.6907099999999999,0.0666598979897208,0.5497,0.7979,20,0.2482000000000001,14.0,0.0
SLD02522,0.76456,0.0993143623622916,0.5664,0.9186,15,0.3521999999999999,8.0,0.0
SLD02523,0.7116800000000001,0.0803947144112295,0.4569,0.8152,20,0.3583,14.0,0.0
SLD02524,0.7606466666666666,0.0809267028742382,0.6491,0.8704,15,0.2212999999999999,8.0,0.0
SLD02525,0.7594000000000001,0.0554670622982684,0.6745,0.8514,17,0.1769,8.0,0.0
SLD02526,0.8225611111111112,0.0825114333531234,0.674,0.9435,18,0.2694999999999999,8.0,0.0
SLD02527,0.7877785714285714,0.1239748931069477,0.4406,0.8799,14,0.4393,2.0,0.0
SLD02528,0.80969375,0.0481650283746759,0.7049,0.8778,16,0.1729,8.0,0.0
SLD02529,0.7640428571428571,0.1271012843503813,0.4421,0.9021,14,0.46,2.0,0.0
SLD02530,0.7835538461538462,0.035171475549196,0.708,0.826,13,0.118,8.0,0.0
SLD02531,0.7901076923076923,0.0403504535608226,0.711,0.8384,13,0.1274,8.0,0.0
SLD02532,0.8165666666666667,0.0346471740069326,0.763,0.8761,15,0.1130999999999999,8.0,0.0
SLD02533,0.7864882352941177,0.0491262516679338,0.7072,0.8636,17,0.1563999999999999,8.0,0.0
SLD02534,0.7835538461538462,0.035171475549196,0.708,0.826,13,0.118,8.0,0.0
SLD02535,0.7901076923076923,0.0403504535608226,0.711,0.8384,13,0.1274,8.0,0.0
SLD02536,0.8087142857142856,0.0495615834033836,0.7191,0.8823,14,0.1632,8.0,0.0
SLD02537,0.8087142857142856,0.0495615834033836,0.7191,0.8823,14,0.1632,8.0,0.0
SLD02538,0.7143200000000001,0.1441180081936823,0.3579,0.8552,15,0.4972999999999999,8.0,0.0
SLD02539,0.7528785714285714,0.0693594337055605,0.5882,0.8517,14,0.2635,8.0,0.0
SLD02540,0.8178642857142856,0.0430289814166945,0.7412,0.8747,14,0.1335,8.0,0.0
SLD02541,0.80918125,0.059138202190575,0.6889,0.9362,16,0.2473,8.0,0.0
SLD02542,0.7645,0.0616780890322217,0.6222,0.8311,13,0.2088999999999999,8.0,0.0
SLD02543,0.7143200000000001,0.1441180081936823,0.3579,0.8552,15,0.4972999999999999,8.0,0.0
SLD02544,0.7143200000000001,0.1441180081936823,0.3579,0.8552,15,0.4972999999999999,8.0,0.0
SLD02545,0.8022625,0.0633678454212649,0.6889,0.9002,16,0.2113,8.0,0.0
SLD02546,0.7577125,0.0789892049586523,0.5361,0.8527,16,0.3166,8.0,0.0
SLD02547,0.7585333333333334,0.1007126014719016,0.5608,0.8944,15,0.3336,2.0,0.0
SLD02548,0.7577125,0.0789892049586523,0.5361,0.8527,16,0.3166,8.0,0.0
SLD02549,0.7961066666666666,0.0595858500300996,0.7149,0.8981,15,0.1832,2.0,0.0
SLD02550,0.7525375,0.1132520544331684,0.5316,0.8696,16,0.3380000000000001,2.0,0.0
SLD02551,0.7396764705882353,0.0787518771951799,0.5583,0.8593,17,0.3009999999999999,8.0,0.0
SLD02552,0.7471687499999999,0.1024652312982311,0.4421,0.8433,16,0.4012,9.0,0.0
SLD02553,0.74091875,0.0732790667585224,0.6308,0.822,16,0.1911999999999999,9.0,0.0
SLD02554,0.7396764705882353,0.0787518771951799,0.5583,0.8593,17,0.3009999999999999,8.0,0.0
SLD02555,0.7525375,0.1132520544331684,0.5316,0.8696,16,0.3380000000000001,2.0,0.0
SLD02556,0.8042,0.0844970751818411,0.6587,0.9075,15,0.2488,2.0,0.0
SLD02557,0.795564705882353,0.1077993097216794,0.5854,0.9693,17,0.3839,2.0,0.0
SLD02558,0.8111642857142857,0.0820219258410903,0.5637,0.8892,14,0.3255,2.0,0.0
SLD02559,0.8111642857142857,0.0820219258410903,0.5637,0.8892,14,0.3255,2.0,0.0
SLD02560,0.8111642857142857,0.0820219258410903,0.5637,0.8892,14,0.3255,2.0,0.0
SLD02561,0.8069142857142857,0.0864019573954099,0.5532,0.8992,14,0.346,2.0,0.0
SLD02562,0.8095625,0.0898568036748841,0.6319,0.9223,16,0.2904,2.0,0.0
SLD02563,0.7531133333333333,0.1338994871785051,0.5095,0.8898,15,0.3803000000000001,2.0,0.0
SLD02564,0.7369600000000001,0.1476965508834148,0.4945,0.8827,15,0.3882,2.0,0.0
SLD02565,0.79750625,0.0973570916352099,0.4573,0.8772,16,0.4199,2.0,0.0
SLD02566,0.8162733333333333,0.0466165584723874,0.7268,0.8776,15,0.1508,2.0,0.0
SLD02567,0.8095625,0.0898568036748841,0.6319,0.9223,16,0.2904,2.0,0.0
SLD02568,0.79750625,0.0973570916352099,0.4573,0.8772,16,0.4199,2.0,0.0
SLD02569,0.7749470588235293,0.09614652956326,0.6052,0.9064,17,0.3012,2.0,0.0
SLD02570,0.7531133333333333,0.1338994871785051,0.5095,0.8898,15,0.3803000000000001,2.0,0.0
SLD02571,0.7531133333333333,0.1338994871785051,0.5095,0.8898,15,0.3803000000000001,2.0,0.0
SLD02572,0.79715,0.0842972698601938,0.6091,0.9031,18,0.294,2.0,0.0
SLD02573,0.8130705882352941,0.0636684357109733,0.6542,0.8919,17,0.2377,2.0,0.0
SLD02574,0.7691625,0.1180175177674908,0.5407,0.901,16,0.3603,2.0,0.0
SLD02575,0.7671125,0.1241868424324144,0.5434,0.901,16,0.3576,2.0,0.0
SLD02576,0.7908375,0.0781600398754589,0.6098,0.8849,16,0.2751,2.0,0.0
SLD02577,0.7908375,0.0781600398754589,0.6098,0.8849,16,0.2751,2.0,0.0
SLD02578,0.8116352941176471,0.0676425341517494,0.6542,0.9005,17,0.2462999999999999,2.0,0.0
SLD02579,0.7793823529411764,0.0856521178612511,0.6267,0.897,17,0.2703,2.0,0.0
SLD02580,0.8116352941176471,0.0676425341517494,0.6542,0.9005,17,0.2462999999999999,2.0,0.0
SLD02581,0.7669882352941176,0.1238929421030155,0.5037,0.8976,17,0.3938999999999999,2.0,0.0
SLD02582,0.7669882352941176,0.1238929421030155,0.5037,0.8976,17,0.3938999999999999,2.0,0.0
SLD02583,0.8237294117647058,0.0717117473353031,0.6615,0.9243,17,0.2628,2.0,0.0
SLD02584,0.75225625,0.0719063740220573,0.6422,0.9206,16,0.2784,8.0,0.0
SLD02585,0.7691625,0.1180175177674908,0.5407,0.901,16,0.3603,2.0,0.0
SLD02586,0.7671125,0.1241868424324144,0.5434,0.901,16,0.3576,2.0,0.0
SLD02587,0.7671125,0.1241868424324144,0.5434,0.901,16,0.3576,2.0,0.0
SLD02588,0.8053125,0.0528918377445896,0.7029,0.876,16,0.1731,8.0,0.0
SLD02589,0.7793823529411764,0.0856521178612511,0.6267,0.897,17,0.2703,2.0,0.0
SLD02590,0.8116352941176471,0.0676425341517494,0.6542,0.9005,17,0.2462999999999999,2.0,0.0
SLD02591,0.7920333333333333,0.0434587105631255,0.6846,0.8591,15,0.1745,8.0,0.0
SLD02592,0.8116352941176471,0.0676425341517494,0.6542,0.9005,17,0.2462999999999999,2.0,0.0
SLD02593,0.7772,0.0815508583645813,0.583,0.9023,17,0.3193,2.0,0.0
SLD02594,0.7793823529411764,0.0856521178612511,0.6267,0.897,17,0.2703,2.0,0.0
SLD02595,0.73330625,0.139073158055991,0.4512,0.8764,16,0.4251999999999999,2.0,0.0
SLD02596,0.8318470588235295,0.0429259990804969,0.7451,0.8939,17,0.1488,2.0,0.0
SLD02597,0.8500058823529412,0.0562825180516587,0.741,0.9621,17,0.2210999999999999,2.0,0.0
SLD02598,0.8500058823529412,0.0562825180516587,0.741,0.9621,17,0.2210999999999999,2.0,0.0
SLD02599,0.7899444444444444,0.1321517987334895,0.3989,0.9678,18,0.5689,8.0,0.0
SLD02600,0.8044866666666667,0.040395736455838,0.7223,0.8601,15,0.1377999999999999,8.0,0.0
SLD02601,0.7526352941176471,0.134299971803685,0.5033,0.8988,17,0.3955000000000001,2.0,0.0
SLD02602,0.8318470588235295,0.0429259990804969,0.7451,0.8939,17,0.1488,2.0,0.0
SLD02603,0.7526352941176471,0.134299971803685,0.5033,0.8988,17,0.3955000000000001,2.0,0.0
SLD02604,0.8388411764705883,0.0594675547969597,0.7103,0.9477,17,0.2373999999999999,2.0,0.0
SLD02605,0.7433000000000001,0.1120953165837003,0.4208,0.8311,13,0.4102999999999999,2.0,0.0
SLD02606,0.8388411764705883,0.0594675547969597,0.7103,0.9477,17,0.2373999999999999,2.0,0.0
SLD02607,0.8331666666666666,0.0518900534501442,0.7107,0.95,18,0.2392999999999999,2.0,0.0
SLD02608,0.8061222222222222,0.125872323526919,0.3743,0.9347,18,0.5604,2.0,0.0
SLD02609,0.8239736842105263,0.0780632211174255,0.6021,0.982,19,0.3799,2.0,0.0
SLD02610,0.7765071428571428,0.0944748111670774,0.6302,0.8872,14,0.257,2.0,0.0
SLD02611,0.7395555555555555,0.1287374675669657,0.3738,0.9654,18,0.5916,8.0,0.0
SLD02612,0.8331666666666666,0.0518900534501442,0.7107,0.95,18,0.2392999999999999,2.0,0.0
SLD02613,0.8061222222222222,0.125872323526919,0.3743,0.9347,18,0.5604,2.0,0.0
SLD02614,0.7765071428571428,0.0944748111670774,0.6302,0.8872,14,0.257,2.0,0.0
SLD02615,0.7717133333333333,0.0525706581206483,0.6715,0.8234,15,0.1519,9.0,0.0
SLD02616,0.8061222222222222,0.125872323526919,0.3743,0.9347,18,0.5604,2.0,0.0
SLD02617,0.7809714285714285,0.0993520115438142,0.6034,0.8927,14,0.2893,2.0,0.0
SLD02618,0.8498777777777778,0.0383093224033855,0.7663,0.9347,18,0.1684,2.0,0.0
SLD02619,0.8238277777777777,0.0625282600162006,0.61,0.8906,18,0.2805999999999999,2.0,0.0
SLD02620,0.8306764705882352,0.0271165661868294,0.789,0.8793,17,0.0902999999999999,8.0,0.0
SLD02621,0.7946785714285715,0.0367675270307379,0.7451,0.8557,14,0.1106,8.0,0.0
SLD02622,0.8306764705882352,0.0271165661868294,0.789,0.8793,17,0.0902999999999999,8.0,0.0
SLD02623,0.7667705882352941,0.0640740466638587,0.6379,0.8733,17,0.2353999999999999,8.0,0.0
SLD02624,0.7667705882352941,0.0640740466638587,0.6379,0.8733,17,0.2353999999999999,8.0,0.0
SLD02625,0.7733222222222222,0.1304975526277411,0.3336,0.9171,18,0.5835,2.0,0.0
SLD02626,0.7702,0.0905844612247852,0.577,0.8937,14,0.3167000000000001,2.0,0.0
SLD02627,0.7733222222222222,0.1304975526277411,0.3336,0.9171,18,0.5835,2.0,0.0
SLD02628,0.7781722222222222,0.1371874578624855,0.3336,0.9171,18,0.5835,2.0,0.0
SLD02629,0.8418333333333333,0.0404539825713409,0.7497,0.8967,18,0.147,2.0,0.0
SLD02630,0.8166611111111111,0.0759257232926782,0.61,0.9093,18,0.2993,2.0,0.0
SLD02631,0.7781722222222222,0.1371874578624855,0.3336,0.9171,18,0.5835,2.0,0.0
SLD02632,0.7781722222222222,0.1371874578624855,0.3336,0.9171,18,0.5835,2.0,0.0
SLD02633,0.6863176470588236,0.1024307341285692,0.5079,0.8172,17,0.3093,9.0,0.0
SLD02634,0.7559888888888888,0.0994701190064805,0.3942,0.8437,18,0.4495,8.0,0.0
SLD02635,0.7468142857142857,0.0795020643867707,0.625,0.8662,14,0.2411999999999999,9.0,0.0
SLD02636,0.8071352941176471,0.0793816252445777,0.5946,0.9093,17,0.3147,2.0,0.0
SLD02637,0.7917666666666666,0.0514450134781273,0.6696,0.8464,18,0.1768,8.0,0.0
SLD02638,0.7402823529411764,0.110437625128928,0.5156,0.9151,17,0.3995000000000001,8.0,0.0
SLD02639,0.7824277777777778,0.0829704114911245,0.6001,0.9151,18,0.315,8.0,0.0
SLD02640,0.7647875,0.0669224314660886,0.6661,0.8567,16,0.1906,8.0,0.0
SLD02641,0.7885764705882352,0.072822914743676,0.6544,0.8767,17,0.2223,8.0,0.0
SLD02642,0.7885764705882352,0.072822914743676,0.6544,0.8767,17,0.2223,8.0,0.0
SLD02643,0.7885764705882352,0.072822914743676,0.6544,0.8767,17,0.2223,8.0,0.0
SLD02644,0.7740315789473684,0.1023434308407593,0.6041,0.9299,19,0.3258,8.0,0.0
SLD02645,0.7734611111111112,0.0945320433621437,0.5876,0.8983,18,0.3107,8.0,0.0
SLD02646,0.7954117647058824,0.0939701806582342,0.4724,0.8676,17,0.3952,8.0,0.0
SLD02647,0.6730941176470588,0.1599935212383154,0.4241,0.8691,17,0.445,8.0,0.0
SLD02648,0.7954117647058824,0.0939701806582342,0.4724,0.8676,17,0.3952,8.0,0.0
SLD02649,0.6730941176470588,0.1599935212383154,0.4241,0.8691,17,0.445,8.0,0.0
SLD02650,0.7734777777777777,0.0848595902969103,0.6064,0.8627,18,0.2563,8.0,0.0
SLD02651,0.808845,0.0785049007856734,0.6027,0.9071,20,0.3044,8.0,0.0
SLD02652,0.768170588235294,0.1176320893969088,0.5663,0.9289,17,0.3625999999999999,4.0,0.0
SLD02653,0.7101705882352941,0.1172202934900025,0.4581,0.8691,17,0.411,8.0,0.0
SLD02654,0.7489117647058824,0.0910776858123941,0.4685,0.8323,17,0.3638,8.0,0.0
SLD02655,0.808845,0.0785049007856734,0.6027,0.9071,20,0.3044,8.0,0.0
SLD02656,0.5994733333333334,0.1191353340093685,0.3915,0.7385,15,0.347,9.0,0.0
SLD02657,0.7938166666666667,0.0968469456531952,0.5739,0.9208,18,0.3469,8.0,0.0
SLD02658,0.7360555555555556,0.1178216559651878,0.5154,0.89,18,0.3746,9.0,0.0
SLD02659,0.7484777777777778,0.1405904295778659,0.4617,0.9351,18,0.4734,8.0,0.0
SLD02660,0.7402529411764707,0.104887368863266,0.5262,0.896,17,0.3698,8.0,0.0
SLD02661,0.7775944444444445,0.1265031479367549,0.537,0.9352,18,0.3982,8.0,0.0
SLD02662,0.7804833333333333,0.1058349450240103,0.5835,0.9231,18,0.3396,8.0,0.0
SLD02663,0.7804833333333333,0.1058349450240103,0.5835,0.9231,18,0.3396,8.0,0.0
SLD02664,0.7051944444444445,0.1285642502327474,0.4709,0.8438,18,0.3729,9.0,0.0
SLD02665,0.8045066666666667,0.0462093600083462,0.7337,0.8876,15,0.1538999999999999,2.0,0.0
SLD02666,0.7753578947368421,0.1244714171374718,0.5344,0.9268,19,0.3923999999999999,4.0,0.0
SLD02667,0.7259882352941176,0.1322536714157349,0.4896,0.8831,17,0.3935,8.0,0.0
SLD02668,0.720864705882353,0.1412032353612005,0.4752,0.9114,17,0.4362,8.0,0.0
SLD02669,0.6871875000000001,0.150761033316526,0.3967,0.8835,16,0.4867999999999999,9.0,0.0
SLD02670,0.7787555555555555,0.0714387291750335,0.6249,0.8874,18,0.2624999999999999,8.0,0.0
SLD02671,0.7375333333333334,0.122370973838142,0.5217,0.8997,15,0.378,8.0,0.0
SLD02672,0.7383941176470588,0.1339740855099795,0.4732,0.9051,17,0.4319,8.0,0.0
SLD02673,0.74218125,0.1032173836699355,0.5334,0.8522,16,0.3188,14.0,0.0
SLD02674,0.8110684210526315,0.0404052671570809,0.7191,0.8555,19,0.1364,8.0,0.0
SLD02675,0.6620642857142858,0.088718427598805,0.4831,0.7989,14,0.3158000000000001,9.0,0.0
SLD02676,0.7757928571428572,0.056309194006577,0.7043,0.8467,14,0.1423999999999999,8.0,0.0
SLD02677,0.7757928571428572,0.056309194006577,0.7043,0.8467,14,0.1423999999999999,8.0,0.0
SLD02678,0.7505117647058823,0.127251438510302,0.4564,0.8869,17,0.4305,8.0,0.0
SLD02679,0.7813833333333333,0.0616225631900982,0.677,0.8889,18,0.2118999999999999,8.0,0.0
SLD02680,0.73171875,0.0872695152482622,0.5976,0.8533,16,0.2556999999999999,8.0,0.0
SLD02681,0.7090571428571428,0.0662255204618246,0.6102,0.8163,14,0.2061,8.0,0.0
SLD02682,0.8086333333333333,0.0690022842962117,0.7147,0.9034,15,0.1886999999999999,8.0,0.0
SLD02683,0.6851076923076923,0.0962365268625386,0.5476,0.8075,13,0.2599,2.0,0.0
SLD02684,0.7759285714285714,0.0480582087532549,0.6948,0.8582,14,0.1634,8.0,0.0
SLD02685,0.7759285714285714,0.0480582087532549,0.6948,0.8582,14,0.1634,8.0,0.0
SLD02686,0.77015,0.06822413006464,0.6565,0.8674,14,0.2108999999999999,8.0,0.0
SLD02687,0.66000625,0.1354723611110399,0.4299,0.89,16,0.4601,14.0,0.0
SLD02688,0.7122466666666667,0.0705048617033571,0.617,0.8108,15,0.1937999999999999,9.0,0.0
SLD02689,0.7577230769230769,0.0903873438213388,0.6259,0.8903,13,0.2643999999999999,8.0,0.0
SLD02690,0.7269533333333332,0.0939029808340705,0.5746,0.8328,15,0.2582,8.0,0.0
SLD02691,0.7269533333333332,0.0939029808340705,0.5746,0.8328,15,0.2582,8.0,0.0
SLD02692,0.7137357142857143,0.0770281028350928,0.6122,0.8401,14,0.2279,9.0,0.0
SLD02693,0.7156,0.1103285483065402,0.4686,0.8514,15,0.3828,14.0,0.0
SLD02694,0.7749214285714286,0.0804879941221186,0.6562,0.9022,14,0.246,9.0,0.0
SLD02695,0.74749375,0.1025751462343583,0.5664,0.8674,16,0.3009999999999999,9.0,0.0
SLD02696,0.7021071428571428,0.1024422123352081,0.5155,0.8283,14,0.3128000000000001,14.0,0.0
SLD02697,0.63353125,0.1490493283838162,0.3715,0.8245,16,0.453,14.0,0.0
SLD02698,0.70731875,0.1292642679100971,0.5034,0.8815,16,0.3781,14.0,0.0
SLD02699,0.70731875,0.1292642679100971,0.5034,0.8815,16,0.3781,14.0,0.0
SLD02700,0.6792,0.1172799543498704,0.5132,0.8581,14,0.3449,14.0,0.0
SLD02701,0.6739357142857143,0.1389824040171043,0.4697,0.8729,14,0.4032,14.0,0.0
SLD02702,0.6732571428571428,0.1227354736150738,0.4174,0.8374,14,0.42,14.0,0.0
SLD02703,0.68896,0.1396347367752226,0.4646,0.8374,15,0.3728,14.0,0.0
SLD02704,0.6612428571428571,0.1462453823822546,0.419,0.8374,14,0.4184,14.0,0.0
SLD02705,0.6343599999999999,0.1421632954437557,0.3204,0.8273,15,0.5069,14.0,0.0
SLD02706,0.68896,0.1396347367752226,0.4646,0.8374,15,0.3728,14.0,0.0
SLD02707,0.7020533333333333,0.1324174830206488,0.4445,0.8698,15,0.4253,14.0,0.0
SLD02708,0.7446285714285714,0.0851962750049864,0.5644,0.8648,14,0.3004,14.0,0.0
SLD02709,0.8078642857142857,0.0779838110136954,0.6953,0.9106,14,0.2152999999999999,2.0,0.0
SLD02710,0.7909499999999999,0.0497196099681464,0.7139,0.8772,14,0.1633,8.0,0.0
SLD02711,0.7915928571428571,0.0635224910416135,0.6821,0.8723,14,0.1901999999999999,8.0,0.0
SLD02712,0.77181875,0.0897947082238146,0.619,0.8954,16,0.2764,14.0,0.0
SLD02713,0.7772333333333333,0.0889938596692127,0.558,0.8841,18,0.3260999999999999,14.0,0.0
SLD02714,0.7857888888888889,0.075887276224743,0.6241,0.8822,18,0.2581,14.0,0.0
SLD02715,0.7857888888888889,0.075887276224743,0.6241,0.8822,18,0.2581,14.0,0.0
SLD02716,0.7037588235294118,0.1316851266222932,0.4669,0.8776,17,0.4107,14.0,0.0
SLD02717,0.7369411764705882,0.0973745542918138,0.5444,0.8961,17,0.3517,14.0,0.0
SLD02718,0.7233823529411765,0.1090967073019056,0.5053,0.8862,17,0.3809,14.0,0.0
SLD02719,0.6630058823529412,0.1280801237047938,0.4595,0.8783,17,0.4187999999999999,14.0,0.0
SLD02720,0.7282647058823529,0.1212075386536274,0.4926,0.8952,17,0.4026,14.0,0.0
SLD02721,0.7984705882352942,0.0701461756326198,0.6752,0.9372,17,0.262,14.0,0.0
SLD02722,0.6841055555555555,0.1036363805769237,0.4173,0.8205,18,0.4032,14.0,0.0
SLD02723,0.6484666666666666,0.1397932549075493,0.4423,0.8672,18,0.4248999999999999,12.0,0.0
SLD02724,0.6936444444444444,0.0739994532747865,0.5576,0.8159,18,0.2583,14.0,0.0
SLD02725,0.6912368421052631,0.13344376764318,0.4389,0.9447,19,0.5058,14.0,0.0
SLD02726,0.7537705882352941,0.0757282705195513,0.6269,0.88,17,0.2531,14.0,0.0
SLD02727,0.6912368421052631,0.13344376764318,0.4389,0.9447,19,0.5058,14.0,0.0
SLD02728,0.6739421052631579,0.1214384357780127,0.4389,0.8139,19,0.3749999999999999,14.0,0.0
SLD02729,0.6911263157894737,0.1342337879394059,0.2779,0.8313,19,0.5534000000000001,14.0,0.0
SLD02730,0.7478684210526316,0.0863969202938236,0.5316,0.8325,19,0.3009,14.0,0.0
SLD02731,0.7478684210526316,0.0863969202938236,0.5316,0.8325,19,0.3009,14.0,0.0
SLD02732,0.6911263157894737,0.1342337879394059,0.2779,0.8313,19,0.5534000000000001,14.0,0.0
SLD02733,0.6923421052631579,0.1414506915099921,0.3652,0.8584,19,0.4932,14.0,0.0
SLD02734,0.7547368421052632,0.0808416367592723,0.5316,0.8753,19,0.3437,14.0,0.0
SLD02735,0.7582705882352941,0.1210866568036393,0.5305,0.9421,17,0.4116000000000001,14.0,0.0
SLD02736,0.6911263157894737,0.1342337879394059,0.2779,0.8313,19,0.5534000000000001,14.0,0.0
SLD02737,0.7029105263157894,0.1575165772395501,0.2743,0.8837,19,0.6094,14.0,0.0
SLD02738,0.7225777777777778,0.0956371854553973,0.5642,0.8598,18,0.2956,14.0,0.0
SLD02739,0.7721785714285714,0.08049106188861,0.6122,0.8709,14,0.2587,8.0,0.0
SLD02740,0.7047611111111112,0.0830828724395736,0.5662,0.8226,18,0.2563999999999999,14.0,0.0
SLD02741,0.7002578947368421,0.1102624057811862,0.4981,0.8677,19,0.3696,14.0,0.0
SLD02742,0.7002578947368421,0.1102624057811862,0.4981,0.8677,19,0.3696,14.0,0.0
SLD02743,0.63989375,0.1156932061891853,0.4679,0.8144,16,0.3465,14.0,0.0
SLD02744,0.63989375,0.1156932061891853,0.4679,0.8144,16,0.3465,14.0,0.0
SLD02745,0.7690352941176472,0.0704587285328836,0.6677,0.8481,17,0.1804,9.0,0.0
SLD02746,0.7646466666666666,0.0839314504875996,0.62,0.8901,15,0.2701,8.0,0.0
SLD02747,0.7646466666666666,0.0839314504875996,0.62,0.8901,15,0.2701,8.0,0.0
SLD02748,0.7646466666666666,0.0839314504875996,0.62,0.8901,15,0.2701,8.0,0.0
SLD02749,0.7574411764705883,0.0864136061250159,0.6055,0.8823,17,0.2767999999999999,8.0,0.0
SLD02750,0.6908166666666666,0.1260530525565467,0.4181,0.8608,18,0.4427,9.0,0.0
SLD02751,0.679761111111111,0.1365013946875048,0.4189,0.8361,18,0.4171999999999999,9.0,0.0
SLD02752,0.6908166666666666,0.1260530525565467,0.4181,0.8608,18,0.4427,9.0,0.0
SLD02753,0.6764600000000001,0.1306449321088051,0.4651,0.8484,15,0.3833,9.0,0.0
SLD02754,0.65085625,0.1381360825116546,0.453,0.8333,16,0.3803,9.0,0.0
SLD02755,0.7740882352941176,0.0940411670649677,0.5875,0.8979,17,0.3104,8.0,0.0
SLD02756,0.7740882352941176,0.0940411670649677,0.5875,0.8979,17,0.3104,8.0,0.0
SLD02757,0.746642857142857,0.1025409390235147,0.5934,0.8644,14,0.2709999999999999,14.0,0.0
SLD02758,0.68086875,0.1252435159665627,0.4268,0.8439,16,0.4170999999999999,9.0,0.0
SLD02759,0.6552466666666666,0.1283572462569474,0.3768,0.8274,15,0.4506,12.0,0.0
SLD02760,0.7078466666666666,0.070063520839171,0.5936,0.8324,15,0.2388,9.0,0.0
SLD02761,0.7245071428571429,0.0862309016918726,0.5957,0.8292,14,0.2335,14.0,0.0
SLD02762,0.6727466666666667,0.1108317699853937,0.5197,0.8235,15,0.3037999999999999,14.0,0.0
SLD02763,0.6727466666666667,0.1108317699853937,0.5197,0.8235,15,0.3037999999999999,14.0,0.0
SLD02764,0.7108176470588236,0.0852805680921371,0.5325,0.8234,17,0.2909,14.0,0.0
SLD02765,0.73002,0.0957875416891839,0.5508,0.8591,15,0.3083,9.0,0.0
SLD02766,0.7989533333333333,0.0682539885455857,0.6411,0.9046,15,0.2634999999999999,2.0,0.0
SLD02767,0.8011266666666667,0.0392227424310121,0.7345,0.9001,15,0.1655999999999999,14.0,0.0
SLD02768,0.7618333333333334,0.0488892723650184,0.6854,0.854,15,0.1685999999999999,14.0,0.0
SLD02769,0.7298470588235295,0.1105728838687805,0.4473,0.8447,17,0.3974,8.0,0.0
SLD02770,0.6823529411764706,0.123806659340517,0.4542,0.821,17,0.3667999999999999,8.0,0.0
SLD02771,0.76208,0.1119879908975206,0.5136,0.8896,20,0.376,5.0,0.0
SLD02772,0.76208,0.1119879908975206,0.5136,0.8896,20,0.376,5.0,0.0
SLD02773,0.7535894736842105,0.108631077478556,0.5115,0.9231,19,0.4116000000000001,8.0,0.0
SLD02774,0.7394157894736842,0.1225983653287699,0.5239,0.9131,19,0.3892,8.0,0.0
