S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name,Elevation_m,Slope_deg
1330,1,Landslide,10.02,76.89,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Seval kudi,630.7808227539062,29.774147199126034
1331,1,Landslide,10.02,76.92,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Aanakkulam,548.7886962890625,6.449257540452974
1332,1,Landslide,10.02,76.94,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Aanakkulam,757.3925170898438,54.618537941013564
1333,1,Landslide,10.02,76.93,Kerala,Idukki,Devikulam,Debris,Slide,2019.0,,Near Pallivasal,590.302001953125,8.139870200012131
1334,1,Landslide,10.02,76.93,Kerala,Idukki,Devikulam,Debris,Slide,2019.0,,Chithirapuram,590.302001953125,8.139870200012131
1335,1,Landslide,10.02,76.92,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Thalumkandam,548.7886962890625,6.449257540452974
1336,1,Landslide,10.02,76.94,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Thalumkandam,757.3925170898438,54.618537941013564
1337,1,Landslide,10.02,76.94,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Mankulam,757.3925170898438,54.618537941013564
1338,1,Landslide,10.02,77.01,Kerala,Idukki,Devikulam,Debris,Flow,,,Aaram mile,766.159912109375,26.98499287605395
1339,1,Landslide,10.02,77.17,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Aanakkulam,1351.15771484375,25.82634572463095
1340,1,Landslide,10.02,77.08,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Near Pallivasal,872.40478515625,14.640785584591963
1341,1,Landslide,10.02,77.16,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Seval kudi,1234.858154296875,26.742853162328814
1342,1,Landslide,10.02,77.24,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Parakudi,1217.518798828125,6.872962905687103
1343,1,Landslide,10.02,77.25,Kerala,Idukki,Udumbanchola,Debris,Slide,2019.0,,Aanachal,1418.8123779296875,40.35580543550033
1344,1,Landslide,10.02,77.26,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Aaram mile,1472.239990234375,21.174638356648572
1345,1,Landslide,10.02,77.26,Kerala,Idukki,Udumbanchola,Debris,Slide,,,Seval kudi,1472.239990234375,21.174638356648572
1346,1,Landslide,10.02,77.18,Kerala,Idukki,Udumbanchola,Debris,Slide,2019.0,,Mankulam,1237.261474609375,15.695980757940761
1347,1,Landslide,10.02,76.86,Kerala,Idukki,Devikulam,Debris,Slide,,,Seval kudi,276.6380310058594,32.71363523999019
1348,1,Landslide,10.020022,77.265406,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1359.4547119140625,33.934518786576106
1349,1,Landslide,10.020316,76.976311,Kerala,Idukki,Devikulam,Debris,Flow,,,Pettimudi,887.7758178710938,16.822117882431648
1350,1,Landslide,10.020419,76.53725,Kerala,Ernakulam,Kunnathunad,Soil,Slide,,,Mazhuvannur slide,68.3443603515625,13.457864724920457
1351,1,Landslide,10.020811,77.266194,Tamil Nadu,Teni,Bodinayakanur,Soil,Slide,,,,1281.299560546875,25.147950982794352
1352,1,Landslide,10.021278,77.263808,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1323.17236328125,28.890926760159573
1353,1,Landslide,10.021339,77.264514,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1292.3111572265625,25.064357558016635
1354,1,Landslide,10.02155,76.97403,Kerala,Idukki,Devikulam,Debris,Slide,,,Pettimudi Settlement,878.5809326171875,21.307648552914632
1355,1,Landslide,10.021664,77.265714,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1248.59765625,34.21341127281725
1356,1,Landslide,10.022125,76.970194,Kerala,Idukki,Devikulam,Debris,Slide,,,Pettimudi,870.7332153320312,19.23032797950898
1357,1,Landslide,10.022416,76.978923,Kerala,Idukki,Devikulam,Debris,Slide,,,Pettimudi,894.67724609375,22.309217590992066
1358,1,Landslide,10.022568,76.960903,Kerala,Idukki,Devikulam,Debris,Flow,,,Pettimudi,834.2872924804688,20.432802531254033
1359,1,Landslide,10.022622,77.264906,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1243.562744140625,28.825188786607843
1360,1,Landslide,10.0236,76.914314,Kerala,Idukki,Devikulam,Soil,Slide,,,Machiplavu,590.3865356445312,23.391485950493564
1361,1,Landslide,10.0237,77.264536,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1261.243896484375,35.29106658364083
1362,1,Landslide,10.023758,76.953842,Kerala,Idukki,Devikulam,Debris,Slide,,,Thalamali,878.0546264648438,34.8683972647234
1363,1,Landslide,10.024,76.908,Kerala,Idukki,Devikulam,Soil,Slide,,,,556.8026123046875,25.718758827086628
1364,1,Landslide,10.024074,76.976863,Kerala,Idukki,Devikulam,Debris,Flow,,,Pettimudi,926.6921997070312,23.520541942229485
1365,1,Landslide,10.024114,76.914381,Kerala,Idukki,Devikulam,Debris,Slide,,,Machiplavu,591.5377197265625,23.901081893006214
1366,1,Landslide,10.02443,76.986861,Kerala,Idukki,Devikulam,Debris,Slide,,,8 acre,933.3349609375,21.272543288908427
1367,1,Landslide,10.02451,77.022948,Kerala,Idukki,Devikulam,Debris,Slide,,,Thokkupara,753.9547729492188,19.308657781103168
1368,1,Landslide,10.02451,77.022948,Kerala,Idukki,Devikulam,Debris,Slide,,,Thokkupara,753.9547729492188,19.308657781103168
1369,1,Landslide,10.024591,76.9962,Kerala,Idukki,Devikulam,Debris,Slide,,,60th Mile,823.3687133789062,23.15805862727913
1370,1,Landslide,10.0254,77.0407,Kerala,Idukki,Devikulam,Debris,Slide,,,Anachal,913.15576171875,28.744479070855608
1371,1,Landslide,10.025678,76.986658,Kerala,Idukki,Devikulam,Soil,Slide,,,Kallar - Eight acre,945.8339233398438,15.915678533997058
1372,1,Landslide,10.025909,76.993454,Kerala,Idukki,Devikulam,Debris,Slide,,,60th Mile,851.3855590820312,26.483464979072284
1373,1,Landslide,10.0262,77.0635,Kerala,Idukki,Devikulam,Debris,Avalanche,2007.0,,Muthanmudi,898.4247436523438,19.718635607009414
1374,1,Landslide,10.02625,77.06356,Kerala,Idukki,Devikulam,Debris,Slide,2007.0,,Muttanmudi,898.4247436523438,19.718636894274233
1375,1,Landslide,10.026848,76.992101,Kerala,Idukki,Devikulam,Debris,Slide,,,60th Mile,834.8314819335938,17.514963120560417
1376,1,Landslide,10.027278,76.991246,Kerala,Idukki,Devikulam,Debris,Slide,,,60th Mile,839.7674560546875,15.499634358637858
1377,1,Landslide,10.027647,77.265528,Tamil Nadu,Teni,Bodinayakanur,Debris,Slide,,,,1210.5286865234375,34.39425997655642
1378,1,Landslide,10.027981,76.386672,Kerala,Ernakulam,Kunnathunad,Soil,Slide,,,Chittanad slide 2,40.497310638427734,26.885455282149124
1379,1,Landslide,10.028027,76.98991,Kerala,Idukki,Devikulam,Debris,Slide,,,Kallar,849.2962036132812,20.308942306942203
1380,1,Landslide,10.028356,76.817311,Kerala,Ernakulam,Kothamangalam,Rock,Flow,,,Chempankuzhi slide2,69.82830047607422,16.050463700259932
1381,1,Landslide,10.028489,76.3865,Kerala,Ernakulam,Kunnathunad,Soil,Slide,,,Chittanad slide 1,15.17381477355957,14.442869146543117
1382,1,Landslide,10.028576,76.933742,Kerala,Idukki,Devikulam,Debris,Slide,,,Chattuparakudi,776.186767578125,18.346855791929745
1383,1,Landslide,10.028624,76.986795,Kerala,Idukki,Devikulam,Debris,Slide,,,Kallar,870.0606079101562,36.214803345581664
1384,1,Landslide,10.028983,77.265719,Tamil Nadu,Teni,Bodinayakanur,Rock,Slide,,,,1196.333740234375,36.976358560129256
1385,1,Landslide,10.029138,77.031887,Kerala,Idukki,Devikulam,Debris,Flow,,,"Anachal, Shankupadi",845.5819091796875,22.602982756835388
1386,1,Landslide,10.029138,77.031887,Kerala,Idukki,Devikulam,Debris,Flow,,,"Anachal, Shankupadi",845.5819091796875,22.602982756835388
1387,1,Landslide,10.029819,76.90015,Kerala,Idukki,Devikulam,Soil,Slide,,,Pathinalam Mile V,581.9703979492188,20.595251472198015
1388,1,Landslide,10.03,77.03,Kerala,Idukki,Devikulam,Debris,Slide,,,Chithirapuram,861.2808837890625,8.56018954229748
1389,1,Landslide,10.03,77.04,Kerala,Idukki,Devikulam,Debris,Slide,,,Aanachal,980.5574951171875,11.493917361466302
1390,1,Landslide,10.03,77.04,Kerala,Idukki,Devikulam,Debris,Slide,,,Mankulam,980.5574951171875,11.493917361466302
1391,1,Landslide,10.03,77.05,Kerala,Idukki,Devikulam,Debris,Slide,,,Aanakkulam,896.2498168945312,27.196311237261664
