S.No,Latitude,Longitude,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
383,9.842529,77.160514,28.6,32.8,26.8,30.4,1.09,5.2
384,9.842744,76.89423,26.1,37.4,22.8,27.5,1.12,5.1
385,9.843841,76.888867,24.2,37.7,25.6,30.5,1.14,5.1
386,9.844834,76.943246,27.5,36.3,22.3,30.5,1.08,5.1
387,9.844834,76.943246,27.5,36.3,22.3,30.5,1.08,5.1
388,9.846082,76.938568,26.6,36.2,22.4,26.0,1.08,5.1
389,9.846082,76.938568,26.6,36.2,22.4,26.0,1.08,5.1
390,9.846452,76.93383,26.4,36.0,24.6,27.8,1.06,5.1
391,9.846452,76.93383,26.4,36.0,24.6,27.8,1.06,5.1
392,9.846759,76.881117,26.1,36.4,25.5,34.8,1.12,5.1
393,9.847146,77.159369,27.3,33.6,27.2,32.8,1.1,5.2
394,9.84728,76.94079,24.9,37.1,25.4,27.8,1.07,5.2
395,9.84728,76.94079,24.9,37.1,25.4,27.8,1.07,5.2
396,9.8478,76.954074,28.3,36.9,25.3,30.4,1.1,5.2
397,9.8478,76.954074,28.3,36.9,25.3,30.4,1.1,5.2
398,9.848333,77.116667,28.0,35.4,22.4,26.9,1.11,5.3
399,9.848525,77.161483,27.4,34.4,26.7,32.9,1.06,5.3
400,9.848542,76.952419,28.9,36.8,24.1,27.9,1.09,5.2
401,9.848542,76.952419,28.9,36.8,24.1,27.9,1.09,5.2
402,9.848743,76.944208,26.3,36.5,24.0,24.9,1.06,5.1
403,9.848743,76.944208,26.3,36.5,24.0,24.9,1.06,5.1
404,9.84898,76.936032,26.4,36.7,22.4,24.3,1.1,5.1
405,9.84898,76.936032,26.4,36.7,22.4,24.3,1.1,5.1
406,9.8494,76.960355,27.2,38.2,21.9,27.8,1.09,5.2
407,9.8494,76.960355,27.2,38.2,21.9,27.8,1.09,5.2
408,9.849505,76.96103,26.3,37.5,21.7,26.4,1.08,5.2
409,9.849505,76.96103,26.3,37.5,21.7,26.4,1.08,5.2
410,9.849827,77.098365,27.5,37.8,21.8,30.5,1.19,5.2
411,9.849927,77.115583,27.8,34.2,23.4,27.8,1.12,5.2
412,9.850162,76.96138,26.7,37.1,21.6,24.1,1.1,5.2
413,9.850162,76.96138,26.7,37.1,21.6,24.1,1.1,5.2
414,9.850453,76.939204,26.6,36.8,22.5,29.1,1.1,5.2
415,9.850453,76.939204,26.6,36.8,22.5,29.1,1.1,5.2
416,9.850571,76.936078,26.2,37.0,22.6,27.8,1.1,5.2
417,9.850571,76.936078,26.2,37.0,22.6,27.8,1.1,5.2
418,9.85097,76.945232,26.0,37.3,23.3,23.8,1.06,5.1
419,9.85097,76.945232,26.0,37.3,23.3,23.8,1.06,5.1
420,9.851094,77.13268,30.7,31.1,27.2,35.4,1.1,5.3
421,9.851416,76.949474,26.1,37.4,24.6,25.8,1.04,5.1
422,9.851416,76.949474,26.1,37.4,24.6,25.8,1.04,5.1
423,9.85143,76.959391,26.5,37.5,21.5,24.8,1.07,5.2
424,9.85143,76.959391,26.5,37.5,21.5,24.8,1.07,5.2
425,9.851786,76.944836,26.1,37.4,23.0,26.0,1.06,5.2
426,9.851786,76.944836,26.1,37.4,23.0,26.0,1.06,5.2
427,9.851827,77.204249,27.7,33.6,28.4,30.0,1.1,5.2
428,9.852045,76.971874,24.5,38.8,20.8,30.9,1.18,5.1
429,9.852045,76.971874,24.5,38.8,20.8,30.9,1.18,5.1
430,9.852096,77.155627,26.9,33.4,31.5,30.9,1.07,5.3
431,9.852183,76.962158,25.0,40.1,22.2,25.3,1.1,5.1
432,9.852183,76.962158,25.0,40.1,22.2,25.3,1.1,5.1
433,9.852386,77.14712,30.5,32.5,27.8,29.3,1.1,5.2
434,9.852708,77.143254,29.3,33.0,26.8,29.1,1.1,5.3
435,9.852933,77.097437,26.4,41.3,21.4,29.3,1.19,5.2
436,9.852998,77.143156,29.3,33.0,26.8,29.1,1.1,5.3
437,9.853401,76.945411,26.6,37.0,22.9,27.8,1.08,5.3
438,9.853401,76.945411,26.6,37.0,22.9,27.8,1.08,5.3
439,9.853464,77.148017,30.5,32.5,27.8,29.3,1.1,5.2
440,9.8538,76.9681,25.9,39.0,21.4,26.0,1.1,5.2
441,9.853882,76.959077,25.6,40.8,21.7,25.9,1.1,5.2
442,9.853882,76.959077,25.6,40.8,21.7,25.9,1.1,5.2
443,9.853966,76.958668,25.6,40.8,21.7,25.9,1.1,5.2
444,9.853966,76.958668,25.6,40.8,21.7,25.9,1.1,5.2
445,9.854149,76.959872,25.6,40.8,21.7,25.9,1.1,5.2
446,9.854149,76.959872,25.6,40.8,21.7,25.9,1.1,5.2
447,9.854267,76.958114,27.9,38.4,21.7,27.1,1.1,5.1
448,9.854267,76.958114,27.9,38.4,21.7,27.1,1.1,5.1
449,9.854288,76.959153,25.6,40.8,21.7,25.9,1.1,5.2
450,9.854288,76.959153,25.6,40.8,21.7,25.9,1.1,5.2
451,9.854614,77.206592,25.6,30.2,30.9,30.1,1.2,5.5
452,9.854676,76.960933,27.6,37.6,20.8,27.8,1.18,5.3
453,9.854676,76.960933,27.6,37.6,20.8,27.8,1.18,5.3
454,9.854932,76.966613,25.4,37.4,22.1,26.8,1.18,5.4
455,9.854932,76.966613,25.4,37.4,22.1,26.8,1.18,5.4
456,9.854962,77.108269,30.4,34.8,22.7,27.9,1.14,5.2
457,9.855012,76.962183,27.6,37.6,20.8,27.8,1.18,5.3
458,9.855012,76.962183,27.6,37.6,20.8,27.8,1.18,5.3
459,9.855086,77.150333,26.2,34.7,27.7,29.0,1.1,5.2
460,9.855108,76.96903,25.6,37.4,21.9,25.8,1.17,5.2
461,9.855108,76.96903,25.6,37.4,21.9,25.8,1.17,5.2
462,9.855504,76.852807,24.4,40.0,25.9,31.1,1.09,5.1
463,9.855592,76.863036,25.8,37.8,25.9,31.5,1.12,5.1
464,9.855887,76.968706,25.6,37.4,21.9,25.8,1.17,5.2
465,9.855887,76.968706,25.6,37.4,21.9,25.8,1.17,5.2
466,9.855891,76.960293,29.2,39.3,21.0,28.0,1.07,5.2
467,9.855891,76.960293,29.2,39.3,21.0,28.0,1.07,5.2
468,9.85592,76.967758,25.6,37.4,21.9,25.8,1.17,5.2
469,9.85592,76.967758,25.6,37.4,21.9,25.8,1.17,5.2
470,9.855987,76.965553,25.4,37.4,22.1,26.8,1.18,5.4
471,9.855987,76.965553,25.4,37.4,22.1,26.8,1.18,5.4
472,9.856389,76.888333,27.0,34.8,26.3,28.8,1.1,5.1
473,9.856484,76.965492,25.4,37.4,22.1,26.8,1.18,5.4
474,9.856484,76.965492,25.4,37.4,22.1,26.8,1.18,5.4
475,9.856635,76.962904,27.6,37.6,20.8,27.8,1.18,5.3
476,9.856635,76.962904,27.6,37.6,20.8,27.8,1.18,5.3
477,9.856677,76.963387,24.6,37.8,22.1,26.6,1.2,5.4
478,9.856677,76.963387,24.6,37.8,22.1,26.6,1.2,5.4
479,9.856794,76.965038,24.6,37.8,22.1,26.6,1.2,5.4
480,9.856794,76.965038,24.6,37.8,22.1,26.6,1.2,5.4
481,9.856918,76.871813,25.7,39.4,26.8,32.0,1.06,5.2
482,9.856918,76.871813,25.7,39.4,26.8,32.0,1.06,5.2
483,9.85704,77.122966,30.5,31.1,26.5,32.0,1.08,5.3
484,9.857204,76.966152,25.6,36.0,22.9,26.1,1.15,5.4
485,9.857204,76.966152,25.6,36.0,22.9,26.1,1.15,5.4
486,9.857261,77.122211,30.5,31.1,26.5,32.0,1.08,5.3
487,9.857386,76.964303,25.4,35.1,23.0,27.3,1.2,5.3
488,9.857386,76.964303,25.4,35.1,23.0,27.3,1.2,5.3
489,9.8575,76.888889,27.1,33.9,26.1,29.2,1.1,5.2
490,9.858269,77.121561,30.5,31.1,26.5,32.0,1.08,5.3
491,9.858306,76.963114,25.4,35.1,23.0,27.3,1.2,5.3
492,9.858306,76.963114,25.4,35.1,23.0,27.3,1.2,5.3
493,9.858459,76.952313,29.9,38.0,21.5,32.0,1.07,5.1
494,9.858459,76.952313,29.9,38.0,21.5,32.0,1.07,5.1
495,9.858502,76.952642,29.9,38.0,21.5,32.0,1.07,5.1
496,9.858502,76.952642,29.9,38.0,21.5,32.0,1.07,5.1
497,9.858592,76.873099,25.6,39.1,27.1,32.6,1.06,5.2
498,9.858636,76.952998,29.9,38.0,21.5,32.0,1.07,5.1
499,9.858636,76.952998,29.9,38.0,21.5,32.0,1.07,5.1
500,9.858641,76.964611,25.4,35.1,23.0,27.3,1.2,5.3
501,9.858641,76.964611,25.4,35.1,23.0,27.3,1.2,5.3
502,9.858681,76.968641,25.4,36.2,23.4,25.1,1.17,5.2
503,9.858681,76.968641,25.4,36.2,23.4,25.1,1.17,5.2
504,9.85877,76.964138,25.4,35.1,23.0,27.3,1.2,5.3
505,9.85877,76.964138,25.4,35.1,23.0,27.3,1.2,5.3
506,9.858884,76.890384,27.1,33.9,26.1,29.2,1.1,5.2
507,9.858889,76.886111,25.7,35.0,29.2,31.0,1.1,5.2
508,9.859167,76.855556,26.0,39.6,23.9,33.0,1.07,5.1
509,9.859218,76.964916,25.4,35.1,23.0,27.3,1.2,5.3
510,9.859218,76.964916,25.4,35.1,23.0,27.3,1.2,5.3
511,9.859405,76.884858,25.3,34.9,28.0,29.6,1.12,5.2
512,9.859526,76.847944,26.5,39.3,24.0,33.2,1.1,5.1
513,9.85955,76.884399,25.3,34.9,28.0,29.6,1.12,5.2
514,9.859678,76.969604,26.7,35.3,23.7,25.1,1.12,5.2
515,9.859678,76.969604,26.7,35.3,23.7,25.1,1.12,5.2
516,9.859747,76.962467,26.4,35.8,23.7,29.1,1.16,5.2
517,9.859747,76.962467,26.4,35.8,23.7,29.1,1.16,5.2
518,9.859944,76.886817,22.9,34.6,30.0,30.0,1.12,5.2
519,9.859967,76.954255,28.4,37.3,21.9,31.0,1.04,5.2
520,9.859967,76.954255,28.4,37.3,21.9,31.0,1.04,5.2
521,9.860072,76.962541,26.4,35.8,23.7,29.1,1.16,5.2
522,9.860072,76.962541,26.4,35.8,23.7,29.1,1.16,5.2
523,9.860248,76.861385,26.5,39.6,23.0,31.9,1.07,5.1
524,9.860453,76.887968,22.9,34.6,30.0,30.0,1.12,5.2
525,9.860469,77.113791,31.2,33.5,24.1,29.4,1.12,5.3
526,9.860503,76.969244,26.7,35.3,23.7,25.1,1.12,5.2
527,9.860503,76.969244,26.7,35.3,23.7,25.1,1.12,5.2
528,9.860657,76.886985,22.9,34.6,30.0,30.0,1.12,5.2
529,9.860874,76.96612,26.7,35.3,23.7,23.9,1.14,5.2
530,9.860874,76.96612,26.7,35.3,23.7,23.9,1.14,5.2
531,9.860952,76.962091,26.4,35.8,23.7,29.1,1.16,5.2
532,9.860952,76.962091,26.4,35.8,23.7,29.1,1.16,5.2
533,9.861039,76.951718,28.3,37.0,22.3,30.9,1.04,5.1
534,9.861039,76.951718,28.3,37.0,22.3,30.9,1.04,5.1
535,9.861111,76.852778,26.1,40.5,24.4,35.4,1.08,5.1
536,9.86143,76.842083,26.0,38.6,24.6,33.1,1.1,5.1
537,9.861544,76.865667,25.7,37.6,26.5,31.9,1.1,5.1
538,9.861556,77.113324,31.2,33.5,24.1,29.4,1.12,5.3
539,9.861767,76.887365,25.8,34.5,30.0,28.8,1.1,5.2
540,9.861798,76.953318,31.6,36.8,23.2,32.0,1.05,5.2
541,9.861798,76.953318,31.6,36.8,23.2,32.0,1.05,5.2
542,9.8618,77.104758,30.3,34.9,24.2,27.8,1.16,5.4
543,9.861944,76.886944,25.8,34.5,30.0,28.8,1.1,5.2
544,9.862858,76.948292,29.8,36.4,23.1,31.3,1.06,5.1
545,9.862858,76.948292,29.8,36.4,23.1,31.3,1.06,5.1
546,9.863503,76.88732,25.8,34.5,30.0,28.8,1.1,5.2
547,9.864132,77.109066,30.3,33.4,23.6,24.0,1.12,5.3
548,9.864429,76.951665,29.6,39.1,22.2,29.1,1.04,5.2
549,9.864429,76.951665,29.6,39.1,22.2,29.1,1.04,5.2
550,9.864715,76.848018,26.1,37.8,25.0,36.8,1.1,5.1
551,9.864936,76.951604,29.6,39.1,22.2,29.1,1.04,5.2
552,9.864936,76.951604,29.6,39.1,22.2,29.1,1.04,5.2
553,9.865372,76.946557,29.8,37.8,24.4,27.8,1.06,5.1
554,9.865372,76.946557,29.8,37.8,24.4,27.8,1.06,5.1
555,9.8655,76.952483,29.7,37.0,22.7,27.9,1.12,5.2
556,9.8655,76.952483,29.7,37.0,22.7,27.9,1.12,5.2
557,9.865606,76.943504,28.4,38.5,25.0,27.4,1.08,5.1
558,9.865606,76.943504,28.4,38.5,25.0,27.4,1.08,5.1
559,9.865639,76.847577,25.1,39.4,24.2,35.5,1.07,5.1
560,9.865725,76.952684,29.7,37.0,22.7,27.9,1.12,5.2
561,9.865725,76.952684,29.7,37.0,22.7,27.9,1.12,5.2
562,9.866414,76.964794,28.3,37.7,23.0,25.9,1.14,5.2
563,9.866414,76.964794,28.3,37.7,23.0,25.9,1.14,5.2
564,9.866451,76.964658,28.5,37.8,23.4,29.5,1.14,5.1
565,9.866451,76.964658,28.5,37.8,23.4,29.5,1.14,5.1
566,9.866746,77.128843,29.9,30.1,25.9,29.0,1.09,5.2
567,9.86692,76.946165,29.6,37.7,24.4,27.2,1.09,5.0
568,9.86692,76.946165,29.6,37.7,24.4,27.2,1.09,5.0
569,9.867157,76.962939,27.1,38.6,24.0,24.4,1.14,5.1
570,9.867157,76.962939,27.1,38.6,24.0,24.4,1.14,5.1
571,9.86717,76.848688,26.6,39.7,23.9,35.4,1.09,5.1
572,9.867376,76.885008,23.7,38.1,27.2,27.8,1.1,5.1
573,9.867475,76.962613,27.1,38.6,24.0,24.4,1.14,5.1
574,9.867475,76.962613,27.1,38.6,24.0,24.4,1.14,5.1
575,9.867655,76.849283,26.6,39.7,23.9,35.4,1.09,5.1
576,9.868541,76.95024,29.4,39.0,22.0,27.8,1.08,5.1
577,9.868541,76.95024,29.4,39.0,22.0,27.8,1.08,5.1
578,9.868611,76.85,26.6,39.7,23.9,35.4,1.09,5.1
579,9.868634,76.953002,27.2,39.5,22.9,26.6,1.1,5.1
580,9.868634,76.953002,27.2,39.5,22.9,26.6,1.1,5.1
581,9.868821,76.885135,23.7,38.1,27.2,27.8,1.1,5.1
582,9.868878,76.957598,28.5,36.3,22.7,25.1,1.12,5.1
583,9.868878,76.957598,28.5,36.3,22.7,25.1,1.12,5.1
584,9.869147,76.945512,28.4,36.3,25.6,27.8,1.06,5.1
585,9.869147,76.945512,28.4,36.3,25.6,27.8,1.06,5.1
586,9.869201,76.945649,28.4,36.3,25.6,27.8,1.06,5.1
587,9.869201,76.945649,28.4,36.3,25.6,27.8,1.06,5.1
588,9.869258,77.129597,29.4,30.8,25.6,30.0,1.07,5.2
589,9.869548,77.100131,26.6,37.9,22.4,28.9,1.14,5.2
590,9.869572,76.953272,28.4,39.3,22.4,27.9,1.08,5.1
591,9.869572,76.953272,28.4,39.3,22.4,27.9,1.08,5.1
592,9.870136,76.846863,26.3,39.7,24.6,35.4,1.06,5.1
593,9.87027,76.956157,27.8,38.3,22.5,27.5,1.1,5.0
594,9.87027,76.956157,27.8,38.3,22.5,27.5,1.1,5.0
595,9.870606,76.930808,28.7,34.5,24.2,27.0,1.08,5.1
596,9.870606,76.930808,28.7,34.5,24.2,27.0,1.08,5.1
597,9.870638,76.955056,27.8,38.3,22.5,27.5,1.1,5.0
598,9.870638,76.955056,27.8,38.3,22.5,27.5,1.1,5.0
599,9.870913,76.84705,26.3,39.7,24.6,35.4,1.06,5.1
600,9.870957,76.9405,28.4,35.9,23.5,29.2,1.07,5.3
601,9.870957,76.9405,28.4,35.9,23.5,29.2,1.07,5.3
602,9.871007,76.939607,28.5,35.9,24.0,28.2,1.04,5.2
603,9.871007,76.939607,28.5,35.9,24.0,28.2,1.04,5.2
604,9.871133,76.933436,28.7,34.3,24.4,29.6,1.06,5.4
605,9.871133,76.933436,28.7,34.3,24.4,29.6,1.06,5.4
606,9.871323,76.955397,28.6,36.2,21.9,26.6,1.12,5.0
607,9.871323,76.955397,28.6,36.2,21.9,26.6,1.12,5.0
608,9.871423,76.939682,28.4,36.2,22.9,27.0,1.06,5.1
609,9.871423,76.939682,28.4,36.2,22.9,27.0,1.06,5.1
610,9.871444,76.954687,28.6,36.2,21.9,26.6,1.12,5.0
611,9.871444,76.954687,28.6,36.2,21.9,26.6,1.12,5.0
612,9.871462,76.954851,28.6,36.2,21.9,26.6,1.12,5.0
613,9.871462,76.954851,28.6,36.2,21.9,26.6,1.12,5.0
614,9.8716,76.940285,28.4,36.2,22.9,27.0,1.06,5.1
615,9.8716,76.940285,28.4,36.2,22.9,27.0,1.06,5.1
616,9.871783,76.95406,28.6,36.2,21.9,26.6,1.12,5.0
617,9.871783,76.95406,28.6,36.2,21.9,26.6,1.12,5.0
618,9.871863,76.940195,28.4,36.2,22.9,27.0,1.06,5.1
619,9.871863,76.940195,28.4,36.2,22.9,27.0,1.06,5.1
620,9.871944,76.867222,28.2,36.2,21.7,27.8,1.07,5.3
621,9.871991,76.938318,28.4,36.2,22.9,27.0,1.06,5.1
622,9.871991,76.938318,28.4,36.2,22.9,27.0,1.06,5.1
623,9.872103,76.837749,27.8,39.1,24.8,32.6,1.1,5.1
624,9.87211,76.9381,28.6,36.6,22.9,26.5,1.08,5.1
625,9.87211,76.9381,28.6,36.6,22.9,26.5,1.08,5.1
626,9.872142,76.9544,28.6,36.2,21.9,26.6,1.12,5.0
627,9.872142,76.9544,28.6,36.2,21.9,26.6,1.12,5.0
628,9.872172,76.93986,28.4,36.2,22.9,27.0,1.06,5.1
629,9.872172,76.93986,28.4,36.2,22.9,27.0,1.06,5.1
630,9.872202,76.962805,25.4,37.6,23.1,24.2,1.15,5.1
631,9.872202,76.962805,25.4,37.6,23.1,24.2,1.15,5.1
632,9.872228,76.942668,28.6,36.0,23.5,27.8,1.04,5.0
633,9.872228,76.836263,26.9,38.6,25.5,31.0,1.1,5.1
634,9.872228,76.942668,28.6,36.0,23.5,27.8,1.04,5.0
635,9.872696,76.953947,27.3,37.9,22.8,27.8,1.1,5.1
636,9.872696,76.953947,27.3,37.9,22.8,27.8,1.1,5.1
637,9.872726,76.953501,27.3,37.9,22.8,27.8,1.1,5.1
638,9.872726,76.953501,27.3,37.9,22.8,27.8,1.1,5.1
639,9.872755,76.953081,27.3,37.9,22.8,27.8,1.1,5.1
640,9.872755,76.953081,27.3,37.9,22.8,27.8,1.1,5.1
641,9.873292,76.850017,27.8,38.7,22.8,35.5,1.04,5.0
642,9.873421,76.939585,28.4,36.2,22.9,27.0,1.06,5.1
643,9.873421,76.939585,28.4,36.2,22.9,27.0,1.06,5.1
644,9.873529,76.939695,28.4,36.2,22.9,27.0,1.06,5.1
645,9.873529,76.939695,28.4,36.2,22.9,27.0,1.06,5.1
646,9.873797,76.940261,28.5,35.7,24.1,25.9,1.06,5.0
647,9.873797,76.940261,28.5,35.7,24.1,25.9,1.06,5.0
648,9.873817,76.950827,27.8,39.6,21.9,27.8,1.1,5.0
649,9.873817,76.950827,27.8,39.6,21.9,27.8,1.1,5.0
650,9.873823,76.965276,26.1,39.4,23.0,24.2,1.16,5.2
651,9.873823,76.965276,26.1,39.4,23.0,24.2,1.16,5.2
652,9.874293,76.954503,24.4,38.8,22.9,27.8,1.14,5.1
653,9.874293,76.954503,24.4,38.8,22.9,27.8,1.14,5.1
654,9.874488,76.950421,27.8,39.6,21.9,27.8,1.1,5.0
655,9.874488,76.950421,27.8,39.6,21.9,27.8,1.1,5.0
656,9.874508,76.977583,26.4,39.7,22.6,24.4,1.15,5.3
657,9.87465,77.11937,31.3,33.6,25.0,27.8,1.12,5.3
658,9.874873,76.848531,28.8,38.6,21.8,34.4,1.03,5.1
659,9.875297,76.848642,28.8,38.6,21.8,34.4,1.03,5.1
660,9.875604,76.848726,28.8,38.6,21.8,34.4,1.03,5.1
661,9.875848,76.848728,28.8,38.6,21.8,34.4,1.03,5.1
662,9.875872,76.950328,27.8,39.6,21.9,27.8,1.1,5.0
663,9.875872,76.950328,27.8,39.6,21.9,27.8,1.1,5.0
664,9.876083,76.949719,22.7,39.6,22.4,24.2,1.1,5.1
665,9.876083,76.949719,22.7,39.6,22.4,24.2,1.1,5.1
666,9.876283,76.966749,26.0,38.0,23.3,25.6,1.14,5.1
667,9.876283,76.966749,26.0,38.0,23.3,25.6,1.14,5.1
668,9.876301,76.949611,22.7,39.6,22.4,24.2,1.1,5.1
669,9.876301,76.949611,22.7,39.6,22.4,24.2,1.1,5.1
670,9.876945,76.846673,27.0,37.4,23.1,32.6,1.06,5.1
671,9.876967,76.940818,29.5,35.4,23.1,26.4,1.06,5.0
672,9.876967,76.940818,29.5,35.4,23.1,26.4,1.06,5.0
673,9.876984,76.945668,27.5,38.1,22.1,27.9,1.1,5.1
674,9.876984,76.945668,27.5,38.1,22.1,27.9,1.1,5.1
675,9.877183,76.845973,27.0,37.4,23.1,32.6,1.06,5.1
676,9.877324,76.845116,28.4,37.7,21.8,30.0,1.07,5.2
677,9.877425,76.941212,29.5,35.4,23.1,26.4,1.06,5.0
678,9.877425,76.941212,29.5,35.4,23.1,26.4,1.06,5.0
679,9.878588,77.159847,30.5,29.3,27.1,29.8,1.13,5.2
680,9.878944,76.941285,27.6,38.2,21.4,27.1,1.09,5.0
681,9.878944,76.941285,27.6,38.2,21.4,27.1,1.09,5.0
682,9.878974,76.940757,27.6,38.2,21.4,27.1,1.09,5.0
683,9.878974,76.940757,27.6,38.2,21.4,27.1,1.09,5.0
684,9.879103,76.943437,28.8,37.8,21.5,27.8,1.07,5.0
685,9.879103,76.943437,28.8,37.8,21.5,27.8,1.07,5.0
686,9.879456,76.946448,28.6,37.0,22.0,26.4,1.09,5.0
687,9.879456,76.946448,28.6,37.0,22.0,26.4,1.09,5.0
688,9.879456,76.946448,28.6,37.0,22.0,26.4,1.09,5.0
689,9.879456,76.946448,28.6,37.0,22.0,26.4,1.09,5.0
690,9.879549,76.945965,28.6,37.0,22.0,26.4,1.09,5.0
691,9.879549,76.945965,28.6,37.0,22.0,26.4,1.09,5.0
692,9.879757,76.942803,28.8,37.8,21.5,27.8,1.07,5.0
693,9.879757,76.942803,28.8,37.8,21.5,27.8,1.07,5.0
694,9.880267,76.942296,27.6,38.2,21.4,27.1,1.09,5.0
695,9.880267,76.942296,27.6,38.2,21.4,27.1,1.09,5.0
696,9.880439,76.948368,27.6,38.2,22.0,26.3,1.09,5.0
697,9.880439,76.948368,27.6,38.2,22.0,26.3,1.09,5.0
698,9.880616,77.122442,30.9,33.7,24.7,28.5,1.12,5.3
699,9.880659,77.145568,30.4,30.7,26.3,28.0,1.12,5.2
700,9.880789,76.968982,28.2,38.0,23.2,28.8,1.19,5.3
701,9.880789,76.968982,28.2,38.0,23.2,28.8,1.19,5.3
702,9.880827,77.123401,29.8,34.9,23.9,30.2,1.12,5.3
703,9.880875,76.969876,25.4,38.6,23.5,27.8,1.16,5.2
704,9.880875,76.969876,25.4,38.6,23.5,27.8,1.16,5.2
705,9.881019,76.948171,29.2,36.2,21.8,27.8,1.12,5.0
706,9.881019,76.948171,29.2,36.2,21.8,27.8,1.12,5.0
707,9.881126,77.104552,31.1,34.2,22.4,27.9,1.12,5.2
708,9.881169,77.120732,32.8,33.1,24.0,27.8,1.12,5.3
709,9.881424,76.970152,25.3,38.6,23.2,26.4,1.16,5.1
710,9.881424,76.970152,25.3,38.6,23.2,26.4,1.16,5.1
711,9.881785,76.970328,25.3,38.6,23.2,26.4,1.16,5.1
712,9.881785,76.970328,25.3,38.6,23.2,26.4,1.16,5.1
713,9.881933,77.079426,29.7,35.7,22.1,31.0,1.12,5.3
714,9.882046,77.120674,32.8,33.1,24.0,27.8,1.12,5.3
715,9.882223,77.083639,26.0,37.6,21.5,30.2,1.18,5.2
716,9.882247,76.97013,25.3,38.6,23.2,26.4,1.16,5.1
717,9.882247,76.97013,25.3,38.6,23.2,26.4,1.16,5.1
718,9.882807,77.078393,29.7,35.7,22.1,31.0,1.12,5.3
719,9.883033,77.060746,27.7,35.7,23.3,24.1,1.12,5.2
720,9.883046,76.969597,25.4,38.6,23.5,27.8,1.16,5.2
721,9.883046,76.969597,25.4,38.6,23.5,27.8,1.16,5.2
722,9.883072,76.969697,25.4,38.6,23.5,27.8,1.16,5.2
723,9.883072,76.969697,25.4,38.6,23.5,27.8,1.16,5.2
724,9.883159,76.943862,26.7,37.3,22.4,27.5,1.12,5.2
725,9.883159,76.943862,26.7,37.3,22.4,27.5,1.12,5.2
726,9.88321,77.077629,29.2,36.2,22.0,31.1,1.1,5.2
727,9.883218,76.944692,27.9,37.3,22.4,25.2,1.12,5.1
728,9.883218,76.944692,27.9,37.3,22.4,25.2,1.12,5.1
729,9.883414,76.93565,28.6,37.0,22.0,26.3,1.08,5.2
730,9.883414,76.93565,28.6,37.0,22.0,26.3,1.08,5.2
731,9.883748,76.937339,28.3,37.2,23.1,27.8,1.08,5.1
732,9.883748,76.937339,28.3,37.2,23.1,27.8,1.08,5.1
733,9.883958,76.936957,28.3,37.2,23.1,27.8,1.08,5.1
734,9.883958,76.936957,28.3,37.2,23.1,27.8,1.08,5.1
735,9.884433,76.951838,25.9,37.1,22.4,26.0,1.14,5.1
736,9.884433,76.951838,25.9,37.1,22.4,26.0,1.14,5.1
737,9.884641,76.942413,26.7,37.5,22.2,24.4,1.12,5.1
738,9.884641,76.942413,26.7,37.5,22.2,24.4,1.12,5.1
739,9.885022,76.935988,28.3,37.2,23.1,27.8,1.08,5.1
740,9.885022,76.935988,28.3,37.2,23.1,27.8,1.08,5.1
741,9.885613,76.933776,27.9,36.8,23.2,27.4,1.1,5.1
742,9.885613,76.933776,27.9,36.8,23.2,27.4,1.1,5.1
743,9.885736,76.967088,24.4,39.2,23.6,29.4,1.17,5.2
744,9.885736,76.967088,24.4,39.2,23.6,29.4,1.17,5.2
745,9.885829,76.935482,27.9,36.8,23.2,27.4,1.1,5.1
746,9.885829,76.935482,27.9,36.8,23.2,27.4,1.1,5.1
747,9.886038,77.079206,30.0,37.4,21.0,31.2,1.12,5.2
748,9.886111,76.944573,28.3,37.8,22.0,24.6,1.12,5.1
749,9.886111,76.944573,28.3,37.8,22.0,24.6,1.12,5.1
750,9.886185,76.934955,27.9,36.8,23.2,27.4,1.1,5.1
751,9.886185,76.934955,27.9,36.8,23.2,27.4,1.1,5.1
752,9.886393,77.120748,30.7,35.7,22.5,25.9,1.12,5.3
753,9.886451,76.932596,28.2,37.6,23.7,27.8,1.06,5.1
754,9.886451,76.932596,28.2,37.6,23.7,27.8,1.06,5.1
755,9.886474,76.953655,27.2,36.2,23.1,27.0,1.12,5.1
756,9.886474,76.953655,27.2,36.2,23.1,27.0,1.12,5.1
757,9.886497,76.934128,27.9,36.8,23.2,27.4,1.1,5.1
758,9.886497,76.934128,27.9,36.8,23.2,27.4,1.1,5.1
759,9.886582,77.052528,27.9,36.3,23.3,29.4,1.12,5.2
760,9.886722,76.934174,27.9,36.8,23.2,27.4,1.1,5.1
761,9.886722,76.934174,27.9,36.8,23.2,27.4,1.1,5.1
762,9.886859,76.94032,26.3,37.8,22.2,24.4,1.12,5.1
763,9.886859,76.94032,26.3,37.8,22.2,24.4,1.12,5.1
764,9.886914,77.079339,30.0,37.4,21.0,31.2,1.12,5.2
765,9.887022,76.940321,26.3,37.8,22.2,24.4,1.12,5.1
766,9.887022,76.940321,26.3,37.8,22.2,24.4,1.12,5.1
767,9.887064,77.079923,30.0,37.4,21.0,31.2,1.12,5.2
768,9.887515,76.939412,26.3,37.8,22.2,24.4,1.12,5.1
