S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name
35832,0,Background,19.226304,73.4957,Western Ghats Region,Background / Unspecified,,,,,,
35833,0,Background,10.521685,76.92058,Western Ghats Region,Background / Unspecified,,,,,,
35834,0,Background,18.963007,73.413214,Western Ghats Region,Background / Unspecified,,,,,,
35835,0,Background,17.334309,73.776537,Western Ghats Region,Background / Unspecified,,,,,,
35836,0,Background,17.378326,74.18803,Western Ghats Region,Background / Unspecified,,,,,,
35837,0,Background,14.348936,75.549512,Western Ghats Region,Background / Unspecified,,,,,,
35838,0,Background,14.687214,74.844881,Western Ghats Region,Background / Unspecified,,,,,,
35839,0,Background,15.664455,74.254754,Western Ghats Region,Background / Unspecified,,,,,,
35840,0,Background,15.107694,75.174721,Western Ghats Region,Background / Unspecified,,,,,,
35841,0,Background,18.356236,73.056464,Western Ghats Region,Background / Unspecified,,,,,,
35842,0,Background,14.178918,74.836183,Western Ghats Region,Background / Unspecified,,,,,,
35843,0,Background,9.917658,77.799796,Western Ghats Region,Background / Unspecified,,,,,,
35844,0,Background,15.174418,75.021039,Western Ghats Region,Background / Unspecified,,,,,,
35845,0,Background,19.149153,73.901811,Western Ghats Region,Background / Unspecified,,,,,,
35846,0,Background,9.651911,77.458099,Western Ghats Region,Background / Unspecified,,,,,,
35847,0,Background,12.847033,76.121759,Western Ghats Region,Background / Unspecified,,,,,,
35848,0,Background,15.226048,74.173731,Western Ghats Region,Background / Unspecified,,,,,,
35849,0,Background,18.237927,73.624101,Western Ghats Region,Background / Unspecified,,,,,,
35850,0,Background,13.852479,74.792086,Western Ghats Region,Background / Unspecified,,,,,,
35851,0,Background,11.706741,76.462036,Western Ghats Region,Background / Unspecified,,,,,,
35852,0,Background,17.329834,73.760961,Western Ghats Region,Background / Unspecified,,,,,,
35853,0,Background,16.683624,73.684871,Western Ghats Region,Background / Unspecified,,,,,,
35854,0,Background,10.795387,77.744007,Western Ghats Region,Background / Unspecified,,,,,,
35855,0,Background,15.603957,73.967204,Western Ghats Region,Background / Unspecified,,,,,,
35856,0,Background,15.873875,74.155668,Western Ghats Region,Background / Unspecified,,,,,,
35857,0,Background,15.359466,74.457628,Western Ghats Region,Background / Unspecified,,,,,,
35858,0,Background,9.432706,76.775936,Western Ghats Region,Background / Unspecified,,,,,,
35859,0,Background,17.059398,74.12455,Western Ghats Region,Background / Unspecified,,,,,,
35860,0,Background,12.032447,75.46729,Western Ghats Region,Background / Unspecified,,,,,,
35861,0,Background,9.707366,77.755244,Western Ghats Region,Background / Unspecified,,,,,,
35862,0,Background,17.805365,73.901439,Western Ghats Region,Background / Unspecified,,,,,,
35863,0,Background,10.232312,76.610661,Western Ghats Region,Background / Unspecified,,,,,,
35864,0,Background,17.025824,73.30212,Western Ghats Region,Background / Unspecified,,,,,,
35865,0,Background,16.881406,73.309157,Western Ghats Region,Background / Unspecified,,,,,,
35866,0,Background,17.824519,73.83102,Western Ghats Region,Background / Unspecified,,,,,,
35867,0,Background,11.87847,76.669848,Western Ghats Region,Background / Unspecified,,,,,,
35868,0,Background,18.971118,73.644069,Western Ghats Region,Background / Unspecified,,,,,,
35869,0,Background,11.145105,76.150142,Western Ghats Region,Background / Unspecified,,,,,,
35870,0,Background,10.994807,76.49848,Western Ghats Region,Background / Unspecified,,,,,,
35871,0,Background,14.219984,75.048816,Western Ghats Region,Background / Unspecified,,,,,,
35872,0,Background,10.984009,77.533406,Western Ghats Region,Background / Unspecified,,,,,,
35873,0,Background,10.177789,76.4905,Western Ghats Region,Background / Unspecified,,,,,,
35874,0,Background,14.925505,74.715314,Western Ghats Region,Background / Unspecified,,,,,,
35875,0,Background,14.615035,74.967614,Western Ghats Region,Background / Unspecified,,,,,,
35876,0,Background,13.247023,75.58642,Western Ghats Region,Background / Unspecified,,,,,,
35877,0,Background,10.232977,76.969988,Western Ghats Region,Background / Unspecified,,,,,,
35878,0,Background,11.417106,75.761334,Western Ghats Region,Background / Unspecified,,,,,,
35879,0,Background,10.451398,77.721155,Western Ghats Region,Background / Unspecified,,,,,,
35880,0,Background,8.941794,76.837583,Western Ghats Region,Background / Unspecified,,,,,,
35881,0,Background,11.305866,77.005901,Western Ghats Region,Background / Unspecified,,,,,,
35882,0,Background,13.938362,74.807455,Western Ghats Region,Background / Unspecified,,,,,,
35883,0,Background,17.209749,74.226637,Western Ghats Region,Background / Unspecified,,,,,,
35884,0,Background,13.175726,74.999388,Western Ghats Region,Background / Unspecified,,,,,,
35885,0,Background,11.928987,75.403036,Western Ghats Region,Background / Unspecified,,,,,,
35886,0,Background,9.255258,77.533611,Western Ghats Region,Background / Unspecified,,,,,,
35887,0,Background,13.258946,75.64641,Western Ghats Region,Background / Unspecified,,,,,,
35888,0,Background,16.522508,74.173759,Western Ghats Region,Background / Unspecified,,,,,,
35889,0,Background,18.603352,72.91254,Western Ghats Region,Background / Unspecified,,,,,,
35890,0,Background,18.587933,73.639983,Western Ghats Region,Background / Unspecified,,,,,,
35891,0,Background,16.795299,73.368951,Western Ghats Region,Background / Unspecified,,,,,,
35892,0,Background,9.588796,77.443744,Western Ghats Region,Background / Unspecified,,,,,,
35893,0,Background,11.459627,76.22161,Western Ghats Region,Background / Unspecified,,,,,,
