S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name
4116,1,Landslide,12.170108,75.71432778,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4117,1,Landslide,12.170447,75.72606944,Karnataka,Kodagu,Virajpet,Debris,Slump,2019.0,,
4118,1,Landslide,12.171058,75.72554722,Karnataka,Kodagu,Virajpet,Soil,Slide,,,
4119,1,Landslide,12.171358,75.72443333,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4120,1,Landslide,12.173789,75.72375556,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4121,1,Landslide,12.174714,75.72503611,Karnataka,Kodagu,Virajpet,Soil,Slide,,,
4122,1,Landslide,12.179236,75.518828,Kerala,Kannur,Taliparamba,Debris,Flow,2016.0,,Karamaramthattu
4123,1,Landslide,12.179297,75.516725,Kerala,Kannur,Taliparamba,Debris,Flow,2016.0,,Karamaramthattu-1
4124,1,Landslide,12.179472,75.72466667,Karnataka,Kodagu,Virajpet,Soil,Creep,,,
4125,1,Landslide,12.180464,75.528567,Kerala,Kannur,Taliparamba,Debris,Flow,,,Vaithalkundu-1
4126,1,Landslide,12.180756,75.529314,Kerala,Kannur,Taliparamba,Debris,Flow,2016.0,,Vaithalkundu
4127,1,Landslide,12.181722,75.72563889,Karnataka,Kodagu,Virajpet,Debris,slide,,,
4128,1,Landslide,12.182444,75.513872,Kerala,Kannur,Taliparamba,Debris,Flow,2016.0,,Karamaramthattu-2
4129,1,Landslide,12.182783,75.73300833,Karnataka,Kodagu,Virajpet,Soil,Slide,2019.0,,
4130,1,Landslide,12.183114,75.503336,Kerala,Kannur,Taliparamba,Debris,Flow,2011.0,,Melaramthattu
4131,1,Landslide,12.184642,75.73990556,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4132,1,Landslide,12.186692,75.521139,Kerala,Kannur,Taliparamba,Debris,Flow,2016.0,,Furlongara-1
4133,1,Landslide,12.188219,75.74340833,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4134,1,Landslide,12.188964,75.516767,Kerala,Kannur,Taliparamba,Debris,Flow,2016.0,,Furlongara
4135,1,Landslide,12.189306,75.81913889,Karnataka,Kodagu,Virajpet,Soil,Slide,1962.0,,
4136,1,Landslide,12.191972,75.82033333,Karnataka,Kodagu,Virajpet,Debris,Slide,1962.0,,
4137,1,Landslide,12.192361,75.82086111,Karnataka,Kodagu,Virajpet,Soil,Slide,1962.0,,
4138,1,Landslide,12.192706,75.74702778,Karnataka,Kodagu,Virajpet,Debris,Slide,2022.0,,
4139,1,Landslide,12.192731,75.523633,Kerala,Kannur,Taliparamba,Debris,Slide,2012.0,,Kappimala-Santhigiri Rd
4140,1,Landslide,12.193203,75.74545833,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4141,1,Landslide,12.194411,75.74473056,Karnataka,Kodagu,Virajpet,Debris,Slump,2019.0,,
4142,1,Landslide,12.195167,75.81444444,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4143,1,Landslide,12.195233,75.74839444,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4144,1,Landslide,12.1971,75.81194722,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4145,1,Landslide,12.1971,75.81194722,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4146,1,Landslide,12.197344,75.519333,Kerala,Kannur,Taliparamba,Debris,Slide,2014.0,,Kappimala-Manjapullu Rd
4147,1,Landslide,12.198028,75.81026944,Karnataka,Kodagu,Virajpet,Debris,Slide,1962.0,,
4148,1,Landslide,12.199333,75.81169444,Karnataka,Kodagu,Virajpet,Debris,Slide,1960.0,,
4149,1,Landslide,12.200139,75.81091667,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4150,1,Landslide,12.200472,75.81166667,Karnataka,Kodagu,Virajpet,Debris,Slide,1962.0,,
4151,1,Landslide,12.200722,75.81275,Karnataka,Kodagu,Virajpet,Debris,Slide,1962.0,,
4152,1,Landslide,12.201611,75.80952778,Karnataka,Kodagu,Virajpet,Debris,Slide,2018.0,,
4153,1,Landslide,12.201667,75.81058333,Karnataka,Kodagu,Virajpet,Soil,Slide,,,
4154,1,Landslide,12.201833,75.81094444,Karnataka,Kodagu,Virajpet,Debris,Slide,2016.0,,
4155,1,Landslide,12.202253,75.81086667,Karnataka,Kodagu,Virajpet,Debris,Slide,2018.0,,
4156,1,Landslide,12.202333,75.80758333,Karnataka,Kodagu,Virajpet,Debris,Slide,2022.0,,
4157,1,Landslide,12.202472,75.81186111,Karnataka,Kodagu,Virajpet,Soil,Slide,2022.0,,
4158,1,Landslide,12.202939,75.80861111,Karnataka,Kodagu,Virajpet,Soil,Slide,2019.0,,
4159,1,Landslide,12.203306,75.80794444,Karnataka,Kodagu,Virajpet,Debris,Slide,2018.0,,
4160,1,Landslide,12.203306,75.80733333,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4161,1,Landslide,12.20355,75.80905,Karnataka,Kodagu,Virajpet,Debris,Slide,2020.0,,
4162,1,Landslide,12.203572,75.80925556,Karnataka,Kodagu,Virajpet,Debris,Slide,2020.0,,
4163,1,Landslide,12.203722,75.81011111,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4164,1,Landslide,12.203767,75.80928056,Karnataka,Kodagu,Virajpet,Debris,Slide,2020.0,,
4165,1,Landslide,12.204,75.80994444,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4166,1,Landslide,12.204167,75.80777778,Karnataka,Kodagu,Virajpet,Debris,Slide,,,
4167,1,Landslide,12.204528,75.81147222,Karnataka,Kodagu,Virajpet,Soil,Slide,1962.0,,
4168,1,Landslide,12.205503,75.81107778,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4169,1,Landslide,12.206422,75.81125833,Karnataka,Kodagu,Virajpet,Debris,Slide,2019.0,,
4170,1,Landslide,12.212917,75.81683333,Karnataka,Kodagu,Virajpet,Soil,Slide,1962.0,,
4171,1,Landslide,12.213222,75.80466667,Karnataka,Kodagu,Virajpet,Debris,Slide,2018.0,,
4172,1,Landslide,12.237417,75.508767,Kerala,Kannur,Taliparamba,Debris,Slide,1991.0,,Vellattukolli
4173,1,Landslide,12.238611,75.511211,Kerala,Kannur,Taliparamba,Debris,Slide,,,Vellattukolli-1
4174,1,Landslide,12.242692,75.503419,Kerala,Kannur,Taliparamba,Debris,Flow,2014.0,,
4175,1,Landslide,12.36,75.5341,Karnataka,Kodagu,Madikeri,Rock,Slide,,,Korangla
4176,1,Landslide,12.367555,75.502328,Karnataka,Kodagu,Madikeri,Rock,Slide,2022.0,,
4177,1,Landslide,12.371728,75.533278,Karnataka,Kodagu,Madikeri,Rock,Slide,2019.0,,
4178,1,Landslide,12.373797,75.519708,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4179,1,Landslide,12.374252,75.518455,Karnataka,Kodagu,Madikeri,Rock,Slide,2019.0,,
4180,1,Landslide,12.375952,75.529408,Karnataka,Kodagu,Madikeri,Debris,Slump,2019.0,,
4181,1,Landslide,12.376389,75.822667,Karnataka,Kodagu,Kushalanagar,Debris,Slide,,,
4182,1,Landslide,12.378611,75.82375,Karnataka,Kodagu,Kushalanagar,Debris,Slide,,,
4183,1,Landslide,12.378642,75.522113,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4184,1,Landslide,12.378937,75.512517,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4185,1,Landslide,12.37923,75.527712,Karnataka,Kodagu,Madikeri,Rock,Slide,2019.0,,
4186,1,Landslide,12.379372,75.523307,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4187,1,Landslide,12.379768,75.512708,Karnataka,Kodagu,Madikeri,Rock,Slide,2019.0,,
4188,1,Landslide,12.379932,75.516482,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4189,1,Landslide,12.379944,75.82225,Karnataka,Kodagu,Kushalanagar,Rock,Fall,,,
4190,1,Landslide,12.379944,75.82225,Karnataka,Kodagu,Kushalanagar,Debris,Slide,,,
4191,1,Landslide,12.38,75.7073,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Appangala
4192,1,Landslide,12.38,75.5162,Karnataka,Kodagu,Madikeri,Rock,Slide,,,Patti ghat
4193,1,Landslide,12.380138,75.516737,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4194,1,Landslide,12.380165,75.525498,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4195,1,Landslide,12.380182,75.514365,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4196,1,Landslide,12.380333,75.520903,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4197,1,Landslide,12.38045,75.525045,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4198,1,Landslide,12.380597,75.523178,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4199,1,Landslide,12.380853,75.523998,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4200,1,Landslide,12.380877,75.524278,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4201,1,Landslide,12.380947,75.513193,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4202,1,Landslide,12.380947,75.515263,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4203,1,Landslide,12.380992,75.511998,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4204,1,Landslide,12.380998,75.514303,Karnataka,Kodagu,Madikeri,Rock,Slide,2019.0,,
4205,1,Landslide,12.380998,75.514303,Karnataka,Kodagu,Madikeri,Rock,Slide,2019.0,,
4206,1,Landslide,12.381008,75.513,Karnataka,Kodagu,Madikeri,Debris,Slide,2020.0,,
4207,1,Landslide,12.381198,75.513338,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4208,1,Landslide,12.381488,75.51116,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4209,1,Landslide,12.381898,75.512563,Karnataka,Kodagu,Madikeri,Debris,Slide,2019.0,,
4210,1,Landslide,12.382953,75.516983,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4211,1,Landslide,12.383183,75.50027,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4212,1,Landslide,12.383217,75.500423,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4213,1,Landslide,12.383862,75.49752,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4214,1,Landslide,12.383911,75.508262,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4215,1,Landslide,12.383956,75.498101,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4216,1,Landslide,12.38401,75.501107,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4217,1,Landslide,12.384158,75.50133,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4218,1,Landslide,12.384172,75.51587,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4219,1,Landslide,12.384253,75.501427,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4220,1,Landslide,12.384437,75.496813,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4221,1,Landslide,12.384862,75.508253,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4222,1,Landslide,12.384928,75.508825,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4223,1,Landslide,12.38495,75.501342,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4224,1,Landslide,12.385603,75.504802,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4225,1,Landslide,12.386083,75.810833,Karnataka,Kodagu,Kushalanagar,Debris,Slide,,,
4226,1,Landslide,12.386287,75.49364,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4227,1,Landslide,12.387272,75.501302,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4228,1,Landslide,12.39,75.4931,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Talakaveri
4229,1,Landslide,12.39,75.5105,Karnataka,Kodagu,Madikeri,Soil,Slide,,,Pandiyala
4234,1,Landslide,12.41,75.5003,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Patti ghat
4235,1,Landslide,12.41,75.5168,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Patti ghat
4236,1,Landslide,12.41,75.7448,Karnataka,Kodagu,Madikeri,Debris,Slide,,,"Tyre factory, Madikeri"
4237,1,Landslide,12.41,75.7445,Karnataka,Kodagu,Madikeri,Debris,Slide,,,"Tyre factory, Madikeri"
4238,1,Landslide,12.41,75.736,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4239,1,Landslide,12.41,75.7414,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4240,1,Landslide,12.41,75.744,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4241,1,Landslide,12.41,75.744,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4242,1,Landslide,12.41,75.743,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4243,1,Landslide,12.41,75.7394,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4244,1,Landslide,12.41,75.7389,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4245,1,Landslide,12.41,75.7385,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4246,1,Landslide,12.41,75.7383,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4247,1,Landslide,12.41,75.7428,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4248,1,Landslide,12.41,75.7369,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4249,1,Landslide,12.41,75.7298,Karnataka,Kodagu,Madikeri,Debris,Slide,,,"Chamundeshwari temple, Madikeri"
4255,1,Landslide,12.411,75.738,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4256,1,Landslide,12.411,75.728,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4259,1,Landslide,12.412,75.736,Karnataka,Kodagu,Madikeri,Debris,flow,,,
4260,1,Landslide,12.412,75.733,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4261,1,Landslide,12.412,75.729,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4262,1,Landslide,12.412,75.736,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4263,1,Landslide,12.412,75.734,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4264,1,Landslide,12.412,75.734,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4269,1,Landslide,12.413,75.734,Karnataka,Kodagu,Madikeri,Soil,Flow,2018.0,,
4270,1,Landslide,12.413,75.738,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4271,1,Landslide,12.413,75.734,Karnataka,Kodagu,Madikeri,Soil,Flow,2018.0,,
4277,1,Landslide,12.414,75.734,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4280,1,Landslide,12.415,75.725,Karnataka,Kodagu,Madikeri,Soil,Flow,,,
4286,1,Landslide,12.416,75.712,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4287,1,Landslide,12.416,75.686,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4288,1,Landslide,12.416,75.729,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4289,1,Landslide,12.416,75.734,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4290,1,Landslide,12.416,75.733,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4291,1,Landslide,12.416,75.724,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4295,1,Landslide,12.417,75.729,Karnataka,Kodagu,Madikeri,Soil,Subsidence,,,
4297,1,Landslide,12.418,75.706,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4300,1,Landslide,12.419,75.704,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4301,1,Landslide,12.419,75.685,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4306,1,Landslide,12.42,75.7428,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4307,1,Landslide,12.42,75.6951,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4308,1,Landslide,12.42,75.6929,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4309,1,Landslide,12.42,75.6913,Karnataka,Kodagu,Madikeri,Debris,Subsidence,,,Monnangeri
4310,1,Landslide,12.42,75.6889,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4311,1,Landslide,12.42,75.6821,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4312,1,Landslide,12.42,75.7073,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4313,1,Landslide,12.42,75.7067,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4316,1,Landslide,12.421,75.721,Karnataka,Kodagu,Madikeri,Soil,Flow,,,
4317,1,Landslide,12.421,75.701,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4320,1,Landslide,12.423,75.705,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4321,1,Landslide,12.423,75.717,Karnataka,Kodagu,Madikeri,Soil,Flow,,,
4322,1,Landslide,12.423,75.682,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4324,1,Landslide,12.425,75.718,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4325,1,Landslide,12.425717,75.672042,Karnataka,Kodagu,Madikeri,Debris,Flow,,,
4326,1,Landslide,12.426,75.68,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4327,1,Landslide,12.42694,75.4337,Karnataka,Kodagu,Madikeri,Debris,Slide,,,East of Chethugal
4328,1,Landslide,12.427,75.677,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4329,1,Landslide,12.427,75.684,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4330,1,Landslide,12.427,75.677,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4333,1,Landslide,12.428,75.677,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4334,1,Landslide,12.428,75.716,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4335,1,Landslide,12.428,75.712,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4339,1,Landslide,12.429,75.677,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4343,1,Landslide,12.429806,75.783222,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4345,1,Landslide,12.43,75.7132,Karnataka,Kodagu,Madikeri,Debris,Slide,,,"NW of PWD office, Madikeri"
4346,1,Landslide,12.43,75.6781,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4347,1,Landslide,12.43,75.6715,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4348,1,Landslide,12.43,75.704,Karnataka,Kodagu,Madikeri,Debris,Flow,,,
4349,1,Landslide,12.43,75.706,Karnataka,Kodagu,Madikeri,Debris,Flow,,,
4354,1,Landslide,12.432,75.676,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4355,1,Landslide,12.432,75.672,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4356,1,Landslide,12.432,75.671,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4357,1,Landslide,12.432,75.666,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4358,1,Landslide,12.432,75.677,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4362,1,Landslide,12.433,75.68,Karnataka,Kodagu,Madikeri,Soil,Flow,2018.0,,
4363,1,Landslide,12.433,75.67,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4364,1,Landslide,12.433,75.667,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4365,1,Landslide,12.434,75.67,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4366,1,Landslide,12.434,75.661,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4368,1,Landslide,12.435,75.675,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4369,1,Landslide,12.435,75.679,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4370,1,Landslide,12.435,75.677,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4371,1,Landslide,12.436,75.669,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4372,1,Landslide,12.436,75.669,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4377,1,Landslide,12.437,75.677,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4378,1,Landslide,12.437,75.656,Karnataka,Kodagu,Madikeri,Debris,Subsidence,,,
4379,1,Landslide,12.437,75.658,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4380,1,Landslide,12.437,75.668,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4381,1,Landslide,12.438,75.687,Karnataka,Kodagu,Madikeri,Debris,Flow,,,
4382,1,Landslide,12.438,75.667,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4383,1,Landslide,12.438,75.654,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4384,1,Landslide,12.439,75.686,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4385,1,Landslide,12.439,75.662,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4386,1,Landslide,12.439,75.678,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4388,1,Landslide,12.44,75.6604,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4389,1,Landslide,12.44,75.6586,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Jodpal
4390,1,Landslide,12.44,75.6595,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Jodpal
4391,1,Landslide,12.44,75.6591,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Jodpal
4392,1,Landslide,12.44,75.463,Karnataka,Kodagu,Madikeri,Debris,Slide,,,South of Patti
4393,1,Landslide,12.44,75.5593,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Dabbadka
4394,1,Landslide,12.44,75.4649,Karnataka,Kodagu,Madikeri,Debris,Slide,,,South of Patti
4395,1,Landslide,12.44,75.4629,Karnataka,Kodagu,Madikeri,Debris,Slide,,,South of Patti
4396,1,Landslide,12.44,75.6709,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4397,1,Landslide,12.44,75.7339,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Madikeri
4398,1,Landslide,12.44,75.6672,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4399,1,Landslide,12.44,75.6687,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4400,1,Landslide,12.44,75.6659,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4401,1,Landslide,12.44,75.6644,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4402,1,Landslide,12.44,75.6611,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Monnangeri
4403,1,Landslide,12.44,75.66,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4404,1,Landslide,12.440644,75.6509,Karnataka,Kodagu,Madikeri,Rock,Slide,,,
4405,1,Landslide,12.441,75.677,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4406,1,Landslide,12.442,75.681,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4408,1,Landslide,12.4438,75.665739,Karnataka,Kodagu,Madikeri,Debris,Flow,,,
4409,1,Landslide,12.444,75.68,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4410,1,Landslide,12.44404,75.65476,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4411,1,Landslide,12.44523,75.65111,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4412,1,Landslide,12.44547,75.6526,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4413,1,Landslide,12.446,75.65265,Karnataka,Kodagu,Madikeri,Soil,Slide,,,
4414,1,Landslide,12.446,75.675,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4415,1,Landslide,12.44604,75.434,Karnataka,Kodagu,Madikeri,Debris,Slide,,,East of Chethugal
4416,1,Landslide,12.44605,75.666279,Karnataka,Kodagu,Madikeri,Debris,Flow,,,
4417,1,Landslide,12.448,75.659,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4419,1,Landslide,12.4483,75.64478,Karnataka,Kodagu,Madikeri,Debris,Slide,2020.0,,
4420,1,Landslide,12.44876,75.64497,Karnataka,Kodagu,Madikeri,Soil,Creep,2018.0,,
4421,1,Landslide,12.44885,75.64133,Karnataka,Kodagu,Madikeri,Debris,Flow,2018.0,,
4422,1,Landslide,12.449,75.663,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4424,1,Landslide,12.45,75.6429,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Devarakolli
4425,1,Landslide,12.45,75.6434,Karnataka,Kodagu,Madikeri,Debris,Slide,,,Devarakolli
4426,1,Landslide,12.45,75.4472,Karnataka,Kodagu,Madikeri,Debris,Slide,,,East of Chethugal
4427,1,Landslide,12.45,75.4326,Karnataka,Kodagu,Madikeri,Debris,Slide,,,East of Chethugal
4428,1,Landslide,12.45,75.7142,Karnataka,Kodagu,Madikeri,Debris,Slide,,,"Pump house, Madikeri"
4429,1,Landslide,12.45,75.4477,Karnataka,Kodagu,Madikeri,Debris,Slide,,,East of Chethugal
4430,1,Landslide,12.452,75.662,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4431,1,Landslide,12.45271,75.65615,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4432,1,Landslide,12.453,75.662,Karnataka,Kodagu,Madikeri,Soil,Flow,2018.0,,
4433,1,Landslide,12.453036,75.76746389,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4434,1,Landslide,12.453104,75.757386,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4435,1,Landslide,12.453333,75.76911111,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4436,1,Landslide,12.45363,75.63501,Karnataka,Kodagu,Madikeri,Soil,Slide,1989.0,,
4437,1,Landslide,12.45395,75.757261,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4438,1,Landslide,12.454069,75.77003444,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4439,1,Landslide,12.454386,75.754466,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4440,1,Landslide,12.4545,75.77127778,Karnataka,Kodagu,Madikeri,Debris,Slide,,,
4441,1,Landslide,12.45585,75.62995,Karnataka,Kodagu,Madikeri,Debris,Slide,2016.0,,
4443,1,Landslide,12.456295,75.761564,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4444,1,Landslide,12.456956,75.763219,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4445,1,Landslide,12.457377,75.743494,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4446,1,Landslide,12.457896,75.734986,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4447,1,Landslide,12.458496,75.754295,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4448,1,Landslide,12.458667,75.763546,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4450,1,Landslide,12.45892,75.733659,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4451,1,Landslide,12.45908,75.63054,Karnataka,Kodagu,Madikeri,Debris,Slide,2018.0,,
4452,1,Landslide,12.459104,75.744537,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
4453,1,Landslide,12.459153,75.760206,Karnataka,Kodagu,Madikeri,Soil,Slide,2018.0,,
